id,title,ingredients,steps
5137b8c1-4ba2-4dec-b097-1b1a0cf3121a,Ensalada de atún con mayonesa,2 latas de Atún Van Camp’s . 2 cucharadas de mayonesa. 2 cucharadas de yogurt sin sabor. 2 pepinillos picados en cuadritos . 1/2 cebolla morada picada en cuadritos. 1 tallo de apio picado en cuadritos. 1 cucharada de arándanos picados. El Zumo de medio limón . Sal y pimienta al gusto,"En un bowl, agrega los ingredientes sólidos (cebolla, pepinillos, apio, arándanos) e integra.  Luego, agrega los ingredientes líquidos (zumo de limón, yogurt, mayonesa, sal y pimienta al gusto e integra nuevamente hasta que todo esté impregnado.  Para finalizar, sirve la mezcla sobre las lechugas."
6ff3779e-3d7c-44f5-872e-ec5d6fa525f9,Ensalada de atún y huevo,"1 cucharada de mayonesa. 1/2 cucharada de mostaza. 1/2 cucharada de perejil picado. 1 cucharadita de paprika. 1 cucharada de cebolla cabezona en cuadritos. 2 cucharadas de apio picado. 1 cucharadita de pepinillos. 1 huevo duro picado. 1 Lata de atún Van Camp´s. Sal y pimienta al gusto ","En el fondo de un bowl, agrega la mayonesa, mostaza, perejil y paprika. Mezcla muy bien, agrega la cebolla, el apio, los pepinillos y el huevo, integra todo muy bien. Agrega el atún integra nuevamente y sirve sobre pan, arepas o tostadas de arroz inflado."
36f60c83-f32f-4136-a554-e63e478bac53,Berenjenas asadas rellenas con atún,1 Berenjena mediana. Sal y pimienta al gusto. Páprika al gusto. 1 Lata de atún Van Camp´s. 1 Tomate rallado. 2 bolitas de mozzarella . Aceitunas al gusto.. Aceite de Oliva . Albahaca fresca ,"Parte la berenjena por la mitad y con la ayuda de un cuchillo, corta la carne, agrega aceite de oliva, sal, pimienta y paprika. Hornea a 180º C durante 20 minutos o hasta que la carne de la berenjena se vea oscura este suave, con una cuchara aplasta el interior de la berenjena. Pon el atún dentro de la berenjena, cubre con el tomate rallado, luego la albahaca, las bolitas de mozzarella y las aceitunas. Hornea nuevamente a 180º C durante 5 minutos o hasta que el queso esté derretido. "
7452919b-7894-468c-b210-ed7589acbf68,Rollitos de repollo,4 Hojas de repollo enteras. 1 lata de atún Van Camp´s. 1/4 de Zanahoria picada en julianas. 4 Habichuelas picado en julianas larguitas. Ramitas de 1/2 Brócoli. 2 dientes de Ajo. Para la salsa. 1 cucharada de Salsa de soya. Salsa picante al gusto. azúcar o miel al gusto,"En una sartén, sofríe el ajo y las cebollas, cuando estén doradas, apagar el fuego y agregar el atún. Aparte, en una olla con agua hirviendo, pon a cocinar las hojas enteras de repollo hasta que estén blandas. Sácalas del agua y deja reposar, pon una cucharada grande de la mezcla de atún dentro de la hoja de repollo, enrolla y sella en la sartén, sosteniéndolas un poco para que no se abran. Dales la vuelta con cuidado para dorar por el otro lado. En una salsera, agrega la salsa soya, el picante y el azúcar Sirve y disfruta "
c7d16010-da32-4aca-a267-40df574d1619,Zucchinis rellenos de atún,"1 lata de atún Van Camp´s. 1 tallo de apio picado en cubitos. 2 cucharada de cebolla larga. 1 cucharadita de tajadas de jalapeño (opcional). 1/2 cebolla morada. 1 cucharada de pasta de tomate. 1 Zucchini entero. 4 cucharadas de Queso rallado. Sal y pimienta al gusto. Rodajas de jalapeño (opcional) ","Parte el zucchini a la mitad, y saca las semillas con la ayuda de un cuchillo y una cuchara. En una sartén, sofríe la cebolla, apaga el fuego y agrega el atún, el apio y la pasta de tomate. Integra completamente sobre el zucchini sal pimentado, pon la mezcla del atún, el queso rallado y las tajadas de jalapeño. Hornea a 180º C por 10 minutos o hasta que el queso esté derretido. "
a3432476-8aa6-4b54-a52d-071abdd6344d,Hashbrowns de atún,"1 huevo. 1 cucharada de harina. 1 lata de Atún Van Camp’s. 1 tomate licuado . ½ aguacate. 2 a 3 papas rayada. Sal y pimienta al gusto. Hojas de albahaca ","Ralla y escurre las papas. Luego agrega el huevo, la harina y sal y pimienta al gusto. En una sartén pon un poco de aceite vegetal, cuando esté caliente ubica la mezcla de papa en el aceite caliente, cuando esté dorada por un lado, dale la vuelta y espera a que se dore nuevamente y así sucesivamente con toda la mezcla. Cuando estén listos, sobre cada hashbrown, aplasta un poco de aguacate, pon el atún y encima una cucharada de tomate licuado, agrega sal, pimienta y decora con albahaca. "
55731e2d-4c11-459d-9e31-2bdcb34418f2,Salchipapa con atún,"1 lata de Atún Van Camp’s. ½ taza de Guacamole. 2 tazas de Papas a la francesa congeladas. 2 cucharadas  de Tocineta picadas. 3 Salchichas picadas en trozos medianos. Sal, Orégano, albahaca, pimienta, paprika, pimentón ahumado al gusto. Salsa de queso (opcional)","Agrega el aceite de oliva y las especias a las papas, integra y pon en la airfryer por 15 minutos a 180 C hasta que estén crujientes. Picar las salchichas en trozos pequeños y cuando falten 10 minutos para que estén las papas, agregar las salchichas picadas a la airfryer. En una sartén aparte, dorar los trozos de tocineta. Cuando estén listas las papas, las salchichas y la tocineta, ponerlas en un plato hondo, agregar el guacamole y el atún, agregar un poco de salsa de queso para terminar"
5faadfe1-7fe2-4e12-9549-a6a5c5153f13,Tortitas de Zanahoria,1 lata de Atún Van Camp’s. 1 cucharada de queso parmesano. 1 de taza de harina de avena. 1/4 o 2/4 de taza de agua. 3 zanahorias pequeñas ralladas. Pizca de ajo en polvo. Pizca de pimienta. Pizca de salvia,"Combina la zanahoria con la harina, agrega el agua poco a poco y ve mezclando muy bien hasta que tenga textura firme. Mezcla el atún con el queso, el ajo, la pimienta y la salvia. Luego, aplasta la mezcla de la zanahoria como una arepita, pon encima un poco de la mezcla de atún y cierra con otra arepita de la mezcla de zanahoria. Dora en una sartén por lado y lado, para finalizar emplata la preparación."
49407744-5203-415d-b5fb-bece65a61a07,Quinua cremosa con atún,"1 Lata de Atún Van Camp’s. ½ cucharadita de mostaza. ½ taza de quinua cocinada. ½ cucharadita de mostaza. ¼ de cebolla cabezona. ¼ de pimentón picado en cuadritos. ¼ de pepino picado en cuadritos. Limón, sal pimienta y picante al gusto","Procesa el atún con la cebolla cabezona, la mostaza, el limón, el picante, sal y pimienta hasta que esté homogéneo. Cuando esté lista la pasta, mezcla con el pimentón y el pepino, agrega la mezcla de atún e integra."
8aaa2c36-9c4d-48e3-b1fb-58ec56afbc81,Tostada de tomate y atún,1 lata de Atún Van Camp’s en aceite . 1 cucharada de Aceite de oliva. 1/2 Tomate chonto cortado en cubos. 1/2 cucharadita de albahaca y orégano secos . 5 hojas Albahaca fresca. 6 Tajadas de pan francés o de masa madre con corteza dura.. Sal y pimienta al gusto,"Mezclar el tomate con el atún, el aceite de oliva junto a la mezcla de albahaca y el orégano. Salpimentar. Poner un poco de aceite sobre las tajadas de pan.  Poner la mezcla del atún y tomate encima de cada tajada de pan, terminar con poco de la mezcla de hierbas secas y encima poner trocitos de albahaca fresca."
cd831377-a6d7-4508-a596-4e04c69888c5,Ramen con atún,Paquete ramen instantáneo. Sal y pimienta al gusto . 1 lata de Atún Van Camp’s. 1 cucharadita de aceite. 2 hojas de Acelga picadas. 2 huevos. 4 cucharadas de maíz tierno. 10 Guisantes partidos en trozos medianos. 10 tomates cherry partidos a la mitad,"En agua hirviendo poner los huevos y dejar cocinar por 5 minutos. Sacar y poner inmediatamente en agua fría. Mientras tanto, poner las hojas de acelga a cocinar en 1 litro de agua hirviendo. Cuando esté lista sacar del agua y reservar y en esta misma agua, poner el ramen a cocinar de acuerdo con las instrucciones. Al mismo tiempo, en una sartén con un poco de aceite, poner a saltear los guisantes con sal y pimienta al gusto. Pelar el huevo y tenerlo listo. Cuando el ramen esté listo, poner la mitad en un plato hondo y la otra mitad en otro. Alrededor del plato y encima de la pasta, ubicar el resto de los ingredientes; las hojas de acelga, el maíz, los guisantes, los tomates cherrys, el huevo partido a la mitad y 1/2 lata de atún en cada plato. "
1bd09d96-03b7-4801-adbd-c4ec4c9d2a4b,Como preparar Ensalada Cremosa,1 lata de Atún Van Camp’s. 1 Aguacate hass. 1 cucharada de Mostaza. 1 Cucharada de vinagre. 1/2 manzana de agua picada. 1/2 cebolla morada picada en cubos. 1/2 de pepino sin semillas picado en cubos. 1/2 tallo de apio picado en cubos. 2 cucharada de remolacha rallada. Zumo de 1 de limón. Hojas de lechuga o espinaca,"En un bowl, poner el atún, el aguacate, la mostaza vinagre y el zumo de limón.  Mezclar todo, y agregar el resto de los ingredientes (la manzana, cebolla, apio, remolacha y pepino) sal pimentar al gusto y servir sobre espinaca o lechuga."
bb42f5c9-2546-43f6-914c-4f9ca7ac7426,Ensalada de brócoli y atún,"1 lata de Atún Van Camp’s en aceite. 1 brócoli pequeño picado. 1 cucharada de semillas de girasol tostadas. 1 cucharada de vinagre de manzana. 1 cdita de mostaza . 1 cdita de miel. 1 pizca de sal. 1 taza de lechuga  y espinaca picadas. 1/3 de cebolla cabezona picada en cuadritos. 2 cucharadas de tahini. 2 cucharadas de agua (en caso de que el tahini esté muy espeso) ","En un bowl, mezcla el vinagre, tahini, mostaza, miel y sal, una pizca de ajo machacado. Si es necesario, agrega 1 cucharada de agua y mezcla hasta que tenga una textura cremosa. Agrega el brócoli y mezcla con la vinagreta, luego agrega la cebolla, las semillas y el atún cuando esté todo integrado sirve sobre mix de hojas verdes. "
72ea2972-6677-4a45-a44d-a2ac488ea9ed,Espaguettis con atún y mayonesa,125 g de spaghetti. 45 g de mayonesa. 1 cucharaditas de mostaza. 1 lata de Atún Van Camp´s. 1 cucharada de maíz dulce. 1/2 pimentón rojo picado en cuadritos. 1/4 de taza de espinaca picada. 2 cucharadas de vinagre,"Pon a cocinar los spaghettis de acuerdo con las instrucciones del empaque. Mientras tanto, en una taza mezcla la mayonesa con la mostaza y el vinagre. En otra, mezcla el atún con los vegetales, agrega la mezcla de la mayonesa. Una vez la pasta esté lista integrar y servir inmediatamente."
25b5e6d1-c6b1-46ed-9d42-9d453eba7cde,Rollos de plátano con atún,1 lata de Atún Van Camp’s. 2 cucharadas de Queso crema. 2 cucharaditas de maíz tierno. 4 Tajadas de plátano delgadas,"Poner la sartén a calentar y mientras tanto mezclar el atún, queso crema y maíz. Luego pon las tajadas de plátano en la sartén y cuando se empiecen a ver cocinadas, voltearlas. Ubicar la mezcla encima de las tajadas de plátano, enrollar cuidadosamente y sacar de la sartén. Servir los rollos con hojas de lechuga."
4b5c5a21-c789-4342-9ed2-3374dda5814f,Dip de atún con queso crema,1 lata de Atún Van Camp’s. 1/4 de queso crema. 1/4 de yogurt griego. Zumo de medio limón. 2 cucharaditas de ajonjolí,Agregar en un procesador o licuadora todos los ingredientes y mezclar hasta integrar completamente. licua todos los ingredientes
3461bd08-0a70-4e69-b4e3-81d8689356ca,Salsa de atún,"1 lata de Atún Van Camp’s. 2 dientes de ajo. 1/2 de cebolla cabezona en julianas. 2 tomates en cubos. 1/2 de zanahoria rallada. 1/2 taza de pasta de tomate. 1/4 taza de agua. 1 cucharadita de aceite de oliva. Albahaca, orégano y sal al gusto","En una sartén con un poco de aceite de oliva dorar el ajo, agregar la cebolla cabezona y dorar unos minutos, agregar el tomate y la zanahoria, dorar unos minutos más y agregar albahaca, orégano y sal. Agregar el atún, la pasta de tomate y un chorrito de agua, suficiente para integrar la pasta con todos los ingredientes"
40392d04-843a-4ace-8bbe-9f61c188d0c7,Croquetas de atún con papa,1 lata de Atún Van Camp’s. 2 papas para puré. 2 cucharadas de cebollín. 1 huevo. 1/4 de queso rallado. 1 cucharada de aceite de oliva,"Pon a cocinar las papas en agua con un poco de sal. En un recipiente mezcla con el atún, el cebollín, el queso y el huevo. Cuando las papas estén suaves, hazlas puré agregando el aceite de oliva poco a poco. Integra con la mezcla del atún. Arma las croquetas y dóralas en la airfryer por 15 min a 180C o en el horno."
e3c947ee-a93f-44e2-9099-66fc96288e6c,Arroz caldoso de atún con vegetales,1 lata de Atún Van Camp’s. 2 dientes de ajo. 1 pimentón picado en cuadritos. 2 tomates en cubos. 1 taza de vino blanco. 1/2 de taza de arroz. 2 y 1/2 taza de caldo de verduras o de pescado. Sal y pimienta al gusto,"Saltear el ajo y la cebolla hasta que esté traslúcida Agregar el pimentón, dos minutos después agregar los tomates en cubos, el vino y dejar cocinar unos 4 minutos. Agregar la sal y la pimienta, el atún, la mitad del caldo y el arroz. Cocinar 5 minutos tapado, agregar el resto del caldo y tapar nuevamente. Revolver esporádicamente hasta que el arroz esté listo, decorar con un poco de cilantro."
8a382140-1f75-4a94-a67c-e719f25fab3f,Ensalada Árabe fácil,1 lata de Atún Van Camp’s. 1 taza de garbanzos de lata. 2 cucharaditas de alcaparras. 2 cucharadas de tomates secos picados. 1 taza de pasta corta cocinada. 2 cucharaditas de alcaparras. 1/4 de Cebolla cabezona en julianas remojada en 1/2 cucharada de limón y 1/2 cucharada de vinagre.. 3 aceitunas. Tajadas de rábano remojado en 1/2 cucharada de zumo de limón y 1/2 de vinagre. 2 cucharadas de humus. 2 cucharaditas de limón. 1 cucharadita de dijon. 2 cucharaditas del agua de los garbanzos. 1 cucharadita de miel,"Aplastar los garbanzos con el tenedor, agregar las alcaparras, los tomates secos, la cebolla, el atún, la pasta y mezclar. Decorar con el rábano y las aceitunas. Combinar todos los ingredientes de la vinagreta e integrar, agregar encima de la ensalada"
c82d7d57-3e61-46c0-97b1-45e4d8b73951,Ensalada de atún con huevo,1 lata de Atún Van Camp’s. 1 huevo congelado. 1/4 taza de queso mozzarella en cubos. 1/4 taza de champiñones tajados. 1 cucharadita de mantequilla. 1 cucharadita de queso azul. 2 cucharadas de crema de leche. 1/4 taza de tajadas delgadas de pepino cohombro. 1/4 taza de tallos de apio en tajadas. 1/4 taza de queso mozzarella en cubos. 1/4 taza de tomate cherry en cuartos o cubos de tomate. 4 hojas de lechuga crespa. 1 cucharadita de aceite de oliva. 1 cucharada de semillas de girasol,"Pelar el huevo congelado usando un poco de agua para desprender la cáscara. Cortarlo en tajadas y freír las tajadas de huevo en una sartén caliente con un poco de aceite, cuando estén listos reservar. Saltear los champiñones con un poco de aceite de oliva y queso azul. Retira de la sartén y dejar enfriar. Poner la lechuga como base y encima y montar en líneas los ingredientes, huevos, cubos de queso mozzarella, pepino tajadas de champiñones, cubos de tomate, apio, pon encima el atún y finalizar con las semillas de girasol encima."
d4a57d5c-9423-4cd8-960f-2f6e8d3fee3c,Burritos de atún,"1 lata de Atún Van Camp’s. Pan servilleta. 1/2 taza de arroz, quinua, o arroz con quinua ya preparado. 2 cucharadas de queso crema. 1 cucharada de baba ganoush (conserva de berenjena). 1/4 T de cebollin picado. 1/4 T de champiñones tajados. 2 pepinillos cortados en tajadas a lo largo. 1 lata de atún. 3 hojas de lechuga. 2 tomates cherry en cuartos. 4 Palitos de zanahoria","Mezcla el baba ganoush con el queso crema y el cebollín, úntalo en el pan servilleta y distribuye sobre la superficie. Continua con el arroz, los champiñones, los pepinillos y finalmente el atún. Enrolla, envuelve en papel, parte en la mitad y sirve con la ensalada de lechuga, tomate y zanahoria."
4ec2122e-430b-466b-a2dd-e4ba52036d54,Ensalada de aguacate y atún,1 lata de Atún Van Camp’s. 1/2 aguacate. Zumo de 1/2 limón. 2 cucharadas de yogurt sin sabor Pimienta. 1/4 de zanahoria rayada. 1/4 taza de pepino en cubos,"Aplastar el aguacate y mezclar con el yogurt, la sal, la pimienta y el limón. Aparte mezclar el atún con la zanahoria y el pepino y la zanahoria rayada. Combinar con el atún y servir."
b4f6a542-2f15-4175-a8a5-31d1001944bb,Arroz con atún y verduras,1 lata de Atún Van Camp’s. 1 lata de atún vancamp's. 1 cda de aceite. 1/2 cebolla cabezona picada en cubos. 1/3 taza de cebolla puerro. 1/3 de zanahoria en cubos. 1/2 taza arroz. 3/4 taza de agua. 1/4 taza de tomate licuado. 1/2 taza de coliflor rayada. 1/4 de cebollín,"Sofreír la cebolla cabezona, la zanahoria y la cebolla puerro, agregar el arroz. Dejar cocinar a fuego medio y cuando empiece a hervir pasar a bajo y tapar. Cuando el arroz esté listo, agregar la coliflor y el atún, mezclar, agregar el cebollín y servir."
7c4305ea-39b3-427c-a727-4edfd080a488,Pan árabe relleno de atún,1 pan pita. 1 lata de atún. 1 cucharada de crema de leche. 1 cucharadita de mostaza dijon. 1 cucharadita de albahaca picada. 2 tajadas de queso. 2 cucharadas de champiñones tajados. 2 hojas de lechuga. Pimienta al gusto,"Agrega la crema de leche, la mostaza y la pimienta al atún, la albahaca y mezcla. Parte el pan a la mitad y ábrelo, ubica dentro 1 tajada de queso y lechuga, agrega el atún y los champiñones. Repite con a otra mitad del pan y sirve."
0db01b95-828b-484f-99f5-467f33beac10,Pan árabe con atún,"1 cucharada de Pasta de tomate. 1/4 cucharadita de hierbas frescas picadas . 1/2 cucharadita de cebollín picado. 1/4 taza de queso mozzarella rayado. 1 cucharada de aceitunas en rodajas. 1/2 cucharada de cebolla morada en cuadritos. 1 cucharadita de pimentón en julianas . Orégano, albahaca, perejil al gusto","Prende el horno a 180 grados. A la pasta de tomate, agrega las hierbas frescas picadas y el cebollín y mezcla. Sobre el pan árabe distribuye la pasta de tomate, el pimentón, el queso, la cebolla, las aceitunas y el atún. Hornea por 7min o hasta que esté dorado en los bordes."
e4d1f933-67c0-401a-ac86-b178a84cf74c,Tortitas de Atún,1 lata de Atún Van Camp’s. 1/3 zanahoria rayada. 1 diente de ajo. 1/3 plátano pintón cocido(entre verdes y amarillos). 1/4 taza de avena. Sal y pimienta al gusto,"En una sartén sofríe el ajo, la zanahoria, el atún y reserva. Forma un puré con los plátanos cocidos aún calientes, añade un poco de aceite de oliva y si aún está muy seco, agrega un poco de agua de la cocción del plátano y combina con la avena. Mezcla el atún y vegetales con el puré. Amasa y forma tus tortitas. Ásalas en la sartén hasta que estén doradas por ambos lados."
5bb18921-a2d1-4be7-ac83-76a9a7568f49,Antipasto de Atún,2 latas de Atún Van Camp’s en aceite de oliva. 2 hojas de laurel. 2 dientes de ajo picados. 1/2 Cebolla cabezona picada en cubos. 1/2 taza de habichuelas picadas y cocinadas. 1/2 taza de zanahoria en cubos cocinada. 1/2 pimentón picado en cubos. 2 tazas de salsa de tomate natural. 1/3 de taza de champiñones crudos picados en cubos.. 1/4 taza de aceitunas picadas. Tomillo fresco. Sal y pimienta al gusto,"En una sartén agrega el aceite del atún, pon las hojas de laurel y el ajo hasta que doren. Retira las hojas de laurel Agrega la cebolla cabezona, el pimentón, las habichuelas, la zanahoria y sofríe. Agrega el atún, la salsa de tomate, sal y pimienta al gusto, e integra. Adiciona los champiñones, aceitunas e integra hasta que empiece a hervir la salsa y retira del fuego. Sirve frío."
abc17a69-63f2-4984-a179-864e3106d343,Ensalada navideña de atún en aguacate,1 Lata de atún Van Camp’s con champiñones. 1 Aguacate partido a la mitad. 1/2 cucharadita de semillas de chía. 1 cucharada de semillas de ajonjolí tostado. 2 cucharada de vinagre de manzana. 1 cucharadita de mostaza. 1 cucharadita de miel. 1/4 taza de queso mozarella en cubos. 1/4 taza de ramas de apio picado en rodajas. 1 tomate cortado en cubos. 1/2 taza de hojas de rúgula. Sal y pimienta al gusto,"Parte el aguacate a la mitad y con una cuchara saca un poco de la carne. En un bowl aplasta el aguacate que se sacó con un tenedor, agrega las semillas de chía, ajonjolí, el vinagre, la mostaza, la miel y un poco de sal. Agrega el tomate, queso, apio y atún, integra todo. Agrega sal y pimienta al aguacate, ubica las hojas de rúgula y agrega la mezcla de vegetales y atún. Acompaña con chips de plátano."
