title,intro,order,votes,comensales,duración,para,dificultad,ingredientes,url,coste,types
Frappé de café,"El frappé de café es una opción ideal para aquellos días en los que el calor se hace insorportable o, simplemente, nos apetece tomar un café de forma diferente a la habitual. Toma nota de las instrucciones y prepara este delicioso frappé de café en apenas unos minutos.","['1\nLo primero que debes hacer es licuar el hielo. Si lo consideras necesario, puedes añadir más hielo. Una vez triturado, incorpora el café saluble, el azúcar y la leche evaporada y sigue mezclando.', '2\nAhora tienes la opción de añadir un poco de chocolate líquido a tu gusto y mezclarlo o incorporarlo a modo dedecoración una vez servido.', '3\nSirve el frappé de café en un vaso y disfruta de esta refrescante receta. Puedes decorar tu frappé con nata montada, una bola de helado de café o sirope de chocolate.']","Valoración: 3,3 (24 votos)",1 comensal,15m,,Dificultad baja,"['1 cucharada sopera de Café soluble', '3 cucharadas soperas de Azúcar', '3 cubos de Hielo', '¼ lata de Leche evaporada pequeña', '1 chorro de Chocolate líquido']",https://www.recetasgratis.net/receta-de-frappe-de-cafe-34770.html,,[]
Cóctel de maracuyá y ron,"Aprende cómo preparar un delicioso cóctel hecho con frutas y ron, donde el sabor predominante será el de la exótica fruta de la pasión. El cóctel de maracuyá con ron es una bebida ideal para compartir con amigos una tarde verano.","['1\nAntes de empezar a preparar este cóctel con fruta y ron explicamos algunas cosas: las medidas están hechas en base a chupitos. Un vaso de chupito contiene 30 mililitros, así que te recomendamos usar uno para calcular las cantidades. por otro lado, el jarabe no es más que almíbar de azúcar, así que puedes hacerlo tu mismo con azúcar y agua o comprarlo ya listo.', '2\nSi tienes una coctelera, ábrela y añade 3 cubos de hielo junto con todos los ingredientes. Tapa y agita de forma vigorosa para que se enfríe y mezcle el licor con los zumos.', '3\nPrepara un vaso corto, tipo de whisky, con unos cuantos hielos y vacía el contenido de la coctelera. Añade unas cuantas gotas de amargos de angostura y decora con algo de fruta fresca o con hojas de menta que siempre quedan bien.', '4\nEste cóctel de maracuyá y ron tiene una mezcla de sabores refrescantes y tropicales perfectos para el verano. Y si te gusta el sabor de la fruta de la pasión también puedes probar el cóctel de vodka con maracuyá.']","Valoración: 3,3 (105 votos)",1 comensal,15m,,Dificultad baja,"['1 cucharada sopera de Jarabe sin color', '60 mililitros de Ron', '60 mililitros de Jugo de maracuyá', '30 mililitros de Jugo de piña', '30 mililitros de Jugo de naranja', '1 cucharadita de Zumo de limón', '½ cucharadita de Amargo de Ansgostura', 'Cubos de hielo']",https://www.recetasgratis.net/receta-de-coctel-de-maracuya-y-ron-34622.html,,[]
TEQUILIBRIO,,"['1\nEn vaso alto escarchado con sal y con cubos de hielo se vierten los ingredientes.', '2\nSe llena con refresco de toronja. Se agregan trocitos pequeños de piña', '3\nCARLOS GARCIA PUEBLA MEXICO.']","Valoración: 3,4 (25 votos)",,,,Dificultad alta,"['Onza y media de tequila blanco', 'Media onza de jugo de limón', 'Una onza de jarabe natural', 'refresco de toronja', 'trocitos pequeños de piña']",https://www.recetasgratis.net/receta-de-tequilibrio-34623.html,,
Limonada frozen,,"['1\nEn un licuadora poner los ingredientes.', '2\nLicuar hasta tomar un frozen y servir...=) para decorar se puede añadir Jarabe de granadina o bien curacao azul.']",Valoración: 4 (679 votos),1 comensal,15m,,Dificultad baja,"['1 vaso de Hielo picado', '1 onza de Zumo de limón', '1 onza de Jarabe de goma', '1 rodaja de Limón']",https://www.recetasgratis.net/receta-de-limonada-frozen-34387.html,,[]
Ponche casero,,"['1\nColoca las latas de leche condensada en una olla, el agua y las yemas de huevo.', '2\nCocina sin dejar de revolver con una cuchara de madera.', '3\nAsegúrate de que no hierva para que no se corte.', '4\nCuando espese ligeramente, retira del fuego, añade el ron y mezcla bien.', '5\nLava las botellas, primero con agua y luego con un poquito de ron.', '6\nEs muy importante que cueles la mezcla y la dejes enfriar.', '7\nEmbotella el ponche crema y mételas en la nevera. Sirve bien frío. Puedes decorar con un poco de canela si deseas.']","Valoración: 3,8 (93 votos)",8 comensales,15m,,Dificultad baja,"['2 latas de Leche condensada', '3 latas de Agua', '8 unidades de Yema de huevo', '1½ tazas de Ron']",https://www.recetasgratis.net/receta-de-ponche-casero-34205.html,,['Recetas para Navidad']
BATIDO DE CALABAZA,,"['1\nPONEMOS A COCER EN AGUA LA CALABAZA PARTIDA A TROCITOS, AGREGAMOS LA CANELA, Y CUANDO HAYA COCIDO AGREGAMOS EL AZUCAR, SE DEJA COCER 10 O 15 MINUTOS.', '2\nLO RETIRAMOS DEL FUEGO, LO PONEMOS EN LA BATIDORA, AGREGAMOS LA LECHE, COLAMOS Y LISTO.', '3\nUNA BEBIDA QUE PUEDE TOMARSE FRIA O CALIENTE, ADEMAS ES MUY NUTRITIVA.']","Valoración: 3,6 (25 votos)",,,,Dificultad baja,"['1/4 CALABAZA', '10 O 12 CUCHARADAS DE AZUCAR', '2 VARITAS DE CANELA', '1/2 LITRO DE LECHE']",https://www.recetasgratis.net/receta-de-batido-de-calabaza-34146.html,,
Ron Collins,,"['1\nEn un vaso regular(8oz) diluya bien el azucar y el limon, agregue el ron y revuelvalo, adicione hielo en trozos hasta llenar el vaso y luego complete con agua gaseada.', '2\nAdorne con una rodaja de limon colocada en el borde del vaso y un cereza.', '3\nSUPER RICO Y PUDEN TOMARLO TANTO HOMBRE COMO MUJERES, ES TAMBIEN UN COCTEL DE NOCHE Y MUY ELEGANTE, SEGUN EL DECORADO.']","Valoración: 3,6 (25 votos)",1 comensal,15m,,Dificultad baja,"['½ cucharada postre de Azúcar', '15 centímetros cúbicos de Jugo de limón', '45 centímetros cúbicos de Ron blanco', '1 lámina de Soda', '1 puñado de Hielo']",https://www.recetasgratis.net/receta-de-ron-collins-33953.html,,[]
Malteada de fresa,Aprende a preparar una cremosa malteada o merengada de fresa utilizando unos pocos ingredientes. La tendrás lista en menos de lo que piensas y podrás disfrutar en familia de esta deliciosa bebida.,"['1\nLicue todos los ingredientes hasta que se integren bien.', '2\nEnseguida, sirva la malteada en un vaso con popote y añada encima fresa en trocitos o crema batida, o bien ambas cosas.', '3\nCon esta misma preparación puede hacer malteadas de otros sabores, como chocolate, nuez, vainilla o mango, y encima puede poner el ingrediente de su elección.']","Valoración: 4,5 (265 votos)",1 comensal,15m,Merienda,Dificultad baja,"['2 cucharadas soperas de Helado de fresa', '1 puñado de Fresas', '1 vaso pequeño de Leche', '1 chorro de Leche condensada', '1 vaso de Hielo picado', '½ chorro de Zumo de limón', '1 bote de Nata montada o Crema chantillí']",https://www.recetasgratis.net/receta-de-malteada-de-fresa-33886.html,,[]
Ponche a la romana,"Una de las tradiciones chilenas más populares del Año Nuevo es la elaboración del ponche a la romana, un trago muy refrescante y fácil de preparar. Quédate en RecetasGratis.net y descubre el paso a paso para hacer esta apreciada bebida.","['1\nDescongela el helado de piña pero sin que se vuelva líquido del todo. Coge un bol grande y vierte la champaña y el vino blanco. En función del número de comensales y la cantidad de ponche que quieras obtener, puedes incorporar las botellas enteras o la mitad. Asimismo, también puedes jugar con la cantidad del vino y adaptarla a tus gustos. Puedes, por ejemplo, utilizar la botella entera de champaña y media de vino blanco.', '2\nIncorpora el helado de piña descongelado, mezcla bien y reserva el bol en el refrigerador durante una o dos horas.', '3\nSirve el ponche a la romana bien frío. Este trago chileno es típico de las fiestas de Navidad, es rico y muy refrescante.']","Valoración: 4,1 (39 votos)",4 comensales,15m,,Dificultad baja,"['1 litro de Helado de piña', '1 botella de Champaña', '1 botella de Vino blanco']",https://www.recetasgratis.net/receta-de-ponche-a-la-romana-33778.html,,"['Recetas para Navidad', 'Recetas chilenas']"
Jugo de naranja con leche,"Antes de preparar esta bebida refrescante debes saber que el jugo de naranja con leche casi se considera la bebida oficial de verano en República Dominicana, donde se conoce con el nombre de ""Morir soñando"". Si te llama la atención este nombre tan peculiar, ¿qué esperas para aprender a preparar el auténtico morir soñando dominicano para sorprender a tus amigos? Además, la mezcla de leche y zumo de naranja resulta muy nutritiva y digestiva. Vamos entonces a preparar nuestro jugo de naranja con leche y apunta todos los trucos y consejos que te damos para su preparación y la elaboración de batidos con leche en general.","['1\nPara empezar a preparar el famoso ""Morir soñando"" dominicano, lo primero que haremos es reunir los ingredientes. Ten en cuenta que puedes hacer muchas variedades con esta bebida de verano:Usa leche desnatada para hacer un batido más ligero y con menos grasaElimina el azúcar o sustituye por edulcorante para hacerlo apto para diabéticosSi eres vegano o vegetariano puedes usar cualquier otra leche vegetal, no tendrá el mismo sabor pero igualmente será una bebida deliciosa, sana y refrescante', '2\nPrimero endulza la leche mezclando con azúcar al gusto. Recuerda que puedes variar la cantidad de azúcar o cambiarla por stevia. El azúcar moreno si que no combina muy bien en esta bebida, pero puedes probarlo.Reserva en la nevera o en el congelador hasta que esté muy fría.', '3\nA continuación, coloca la leche en una jarra y mezcla con todo el hielo picado. Remueve para conseguir enfriar aún más la leche.El secreto de este jugo de naranja con leche es precisamente mantener la leche siempre fría, este es el truco para que la leche no se corte al mezclar con la naranja.', '4\nYa para terminar, vierte poco a poco el jugo de naranja natural en la jarra y remueve bien para que se mezcla y se integren los sabores.', '5\nSirve de inmediato el jugo de naranja con leche y decora los vasos con algunos trozos de fruta o con menta fresca. Este batido de fruta con leche es una verdadera delicia, seguramente por su sabor y su poder refrescante es que es conocido como ""morir soñando"".Y si quieres otras opciones para calmar el calor del verano no dejes de probar el mojito sin alcohol o el agua de pepino con limón, que además de refrescar te ayudará a perder peso.']","Valoración: 3,4 (617 votos)",5 comensales,30m,,Dificultad baja,"['3 tazas de Leche (720 mililitros)', '½ taza de Azúcar (100 gramos)', '1½ tazas de Hielo picado', '2 tazas de Jugo de naranja natural']",https://www.recetasgratis.net/receta-de-jugo-de-naranja-con-leche-33759.html,,[]
ROMPON,,"['1\nSe coloca a hervir la leche con el azucar,especias.', '2\nDejar enfriar. Mientras tanto se baten las yemas con azucar ,que quede cremosa,incorporar la preparacion a la leche revolver bien.', '3\nLlevar otra vez al fuego (no hervir). Retirar,dejar enfriar,colocar el alcohol o aguardiente y colar.', '4\nEmbotellar y colocar en heladera. Se sirve bien frio.']","Valoración: 3,5 (24 votos)",,,,Dificultad media,"['12 yemas de huevo', '3 1/2 litros de leche', 'Esencia de vainilla', 'Canela a gusto', '1/2 litro de alcohol o aguardiente', 'Azucar a gusto', '3 clavos de olor']",https://www.recetasgratis.net/receta-de-rompon-33671.html,,
Sabajón costeño,,"['1\nSe prepara el flan como indica en la caja. Licuamos 1/2 pote de leche condensada, la mitad del flan,mitad del ron, despues de 2 minutos de estar licuandose se le agrega el resto de los ingredientes.', '2\nSe envasa en botellas de vidrio y se refrigera y se sirve con cubitos de hielo.']","Valoración: 4,2 (57 votos)",5 comensales,15m,,Dificultad baja,"['1 lata de Leche condensada', '1 paquete de Flan clásico', '¼ botella de Ron de caña']",https://www.recetasgratis.net/receta-de-sabajon-costeno-33436.html,,[]
Vino de naranja casero,,"['1\nEste lo hacemos con el jugo de la naranja y azucar teniendo en cuenta que por cada litro de naanja debemos adicionarle una libra de azucar, este se deja por 2 meses, para proceder a ser un tamizaje.', '2\nNota: mientras mas tiempo se deje mejor sabe, y si deceamos podemos adicionarles otro licor como lo es ron o brandy.']","Valoración: 3,6 (55 votos)",,,,Dificultad alta,"['1 Lb. Azúcar', 'Jugo de naranja']",https://www.recetasgratis.net/receta-de-vino-de-naranja-casero-33395.html,,
Sangría de countreau,,"['1\nLlenar en una botella de 1,5l con todos los ingredientes.', '2\nCerramos la botella y como si se tratase de una coctelera, agitamos el líquido unos 5 segundos (procurad no agitar mucho, ya que podriamos estropear el alcohol de la mezcla de los licores).', '3\nLlenar en una jarra de un litro, 1/2limón y 1/2naranja picados (aconsejo en forma de ""triangulitos"") 5-6 cubitos de hielo, dos tazas de cafe ""solo"" bien llenas del líquido de Sangría.', '4\nLlenar de vino hasta que se ocupe las 3/4 partes de la jarra de Sangría.', '5\nAcabaremos la Sangría llenandola de limonada y naranjada con gas y si quereis dar un toque sorpresivo una pizca de cola.']","Valoración: 3,3 (21 votos)",,,,Dificultad media,"['Vaso de Tubo (cubata) de Cointreau', 'Otro vaso de Brandymedio vaso de Ginebra', 'medio vaso de Granadina (para darle un toque dulce y potenciar el rojo pasión)', 'dos ""deditos"" de zumo de limón', 'dos más de zumo de naranja (para potenciar mas sabores aparte del alcohol),', 'Ramita de canela.']",https://www.recetasgratis.net/receta-de-sangria-de-countreau-33085.html,,
AMARETO CAFE,,"['1\nPrimero disuelve el azúcar en la taza de café caliente, añade licor de amaretto y mezcla con la crema de leche.', '2\nEn unas copas altas, alterna capas de esta mezcla de crema de café y amaretto con capas de crema batida.', '3\nFinalmente coloca una bola de Helado Holanda de vainilla y espolvorea con café soluble.']","Valoración: 3,3 (21 votos)",,,,Dificultad media,"['1 bola de Helado Holanda de Vainilla.', '1 taza de café muy cargado', '1 cucharada de azúcar.', '2 cucharadas de licor de amaretto.', '1 taza de crema de leche.', '1 taza de crema batida', '1 pizca de café soluble.']",https://www.recetasgratis.net/receta-de-amareto-cafe-32735.html,,
Sangría ligera,"La sangría es una bebida tradicional española, muy rica en frutas y básicamente mezclada con vino tinto. A continuación te explicamos una receta para hacer la sangría de forma fácil y más ligera que la habitual.","['1\nCoger un barreño o una jarra grande donde poder poner el vino y el zumo que formarán la sangría ligera.', '2\nPoner el vino tinto, el refresco y el zumo.', '3\nJusto antes de servir la sangría ligera añadimos el hielo, si lo añadimos mucho antes la mezcla irá perdiendo gusto.']",Valoración: 4 (59 votos),6 comensales,15m,,Dificultad baja,"['1 litro de Vino tinto', '1½ litros de Refresco de limón', '½ litro de Néctar de durazno (melocotón)']",https://www.recetasgratis.net/receta-de-sangria-ligera-32564.html,,['Recetas españolas']
Batido de frutas con helado,,"['1\nTrocee todas las frutas, métalas en un recipiente para batir y bata. Haga lo mismo con la leche, el helado, el yogurt y el azúcar.', '2\nMezcle los resultados de ambos recipientes, en otro de mayor tamaño, y bata!!', '3\nAhora dejelo enfriar unos 15 minutos en el congelador, remueva, sirva y DISFRUTE!!!']","Valoración: 3,3 (18 votos)",2 comensales,15m,Merienda,Dificultad baja,"['200 gramos de Fresa', '1 unidad de Plátano', '1 unidad de Manzana', '1 rodaja de Piña', '1 unidad de Yogur natural', '500 mililitros de Leche', '500 mililitros de Helado de vainilla', '3 cucharadas soperas de Azúcar']",https://www.recetasgratis.net/receta-de-batido-de-frutas-con-helado-32533.html,,[]
AGUA DE NARANJA CON PEPINO,,"['1\nLAS CANTIDADES SON SEGUN PARA CUANTAS PERSONAS SEA, NECESITAS JUGO DE NARANJA DE PREFERENCIA NATURAL AGUA, PEPINO RAYADO CHILE SECO EN POLVO AZUCAR,HIELO. MEZCLAR EL JUGO DE NARANJA CON AGUA CALCULANDO QUE NO SEPA MAS A AGUA QUE A JUGO O VICEVERSA ENDULZAR AL GUSTOPONER EL PEPINO CHILE TAMBIEN ALGUSTO Y HIELO.']","Valoración: 3,8 (58 votos)",,,,Dificultad baja,"['JUGO DE NARANJA', 'AGUA', 'PEPINO', 'CHILE', 'AZÚCAR', 'HIELO']",https://www.recetasgratis.net/receta-de-agua-de-naranja-con-pepino-32487.html,,
"licor de frambueza, frutillas",,"['1\nColocar 300g de frambuesas en un frasco junto con 1 litro de alcohol, dejar esto macerar por 20 dias.', '2\nColocar en una cacerola 1 litro de agua con 900g de azucar, cocinar a fuego moderado hasta lograr un almibar algo espesito no mucho.', '3\nDejar que entibie. colar la preparacion anterior. y mesclar al almibar.', '4\nEmbotellar.', '5\nTapar y dejar en lugar oscuro y fresco unos 25 dias aproximadamente para porder consumirlo y cuidado engaña.']","Valoración: 3,4 (19 votos)",,,,Dificultad baja,"['300 g de frambuesas', '1 l de alcohol', 'Agua', '900 g de azucar']",https://www.recetasgratis.net/receta-de-licor-de-frambueza-frutillas-32218.html,,
Limonchelo,,"['1\nPelar limones hasta obtener 180gr de cáscara, en lo posible pelar bien finito sin incluir la parte blanca.', '2\nMeter en una botella el litro de alcohol con las cáscaras de limón y dejar una semana.', '3\nLuego de este tiempo tenemos que hacer un almíbar liviano con el agua y el azúcar.', '4\nMezclar y embotellar.', '5\nEsperar como mínimo una semana para tomar, mientras más mejor.', '6\nConsumir natural o bien frío que es espectacular.']","Valoración: 3,7 (42 votos)",,,,Dificultad alta,"['1 litro de alcohol rectificado', '180gr e cáscara de limón', '2 litros de agua', '800gr de azúcar']",https://www.recetasgratis.net/receta-de-limonchelo-32147.html,,
Ponche crema venezolanisimo,,"['1\nLicuar primero las yemas de huevo por un periodo de 3 minutos (esto para que pierda el sabor a huevo)', '2\nAgregar la leche condensada, el ron y la vainilla.', '3\nLicuar todo esto por un periodo de 5 minutos.', '4\nColocar en botellas de vidrio y refrigerar.', '5\nSe puede tomar al momento pero si la dejas en la nevera unos 3 días quedara mucho mejor.']",Valoración: 4 (57 votos),,,,Dificultad alta,"['5 yemas de huevo', '1 lata de leche condensada', '1/4 de taza de leche condesada de ron', '1/4 de taza de ron', '1 cucharadita de vainilla.']",https://www.recetasgratis.net/receta-de-ponche-crema-venezolanisimo-32114.html,,
daiquiri piña,,"['1\nPoner todos los ingredientes en una coctelera, batir por 10 segundos.... y ya.. facil, rico y rebueno!!!...que lo disfruten!!']","Valoración: 3,7 (24 votos)",,,,Dificultad baja,"['1 medida de ron blanco...( pero del bueno)', '1 medida de triplesec', '1 medida de jugo de piña', 'hielo en cubos gusto']",https://www.recetasgratis.net/receta-de-daiquiri-pina-32001.html,,
cap,,"['1\nEl kas de naranja y de limòn siempre a partes iguales,media botella de granadina.', '2\nMezclar todo y servir frìo.', '3\nPresentaciòn:En un plato echar azùcar en un platito echar un chorro de granadina, mezclar, hacer como una pasta y pasar el borde de las copas por esa pasta para que quede pegado en los bordes de las copas y añadir el còctel, una rodaja de naranja en el borde y listo para tomar.']","Valoración: 3,4 (20 votos)",,,,Dificultad alta,"['1 botella de cointrue', 'media botella de martini blanco', '1L de kas de naranja', 'y otro de limòn.']",https://www.recetasgratis.net/receta-de-cap-31902.html,,
Batido de café frío,,"['1\nA pesar de que esta receta esta hecha con thermomix, también puede hacerse con una batidora o licuadora clásica. Teniendo esto en cuenta, el primer paso será mezclar todos los ingredientes (menos el hielo) durante 8 segundos a velocidad 4.', '2\nA continuación, añadir el hielo y programar a velocidad 5-7-9 hasta que se deje de escuchar ruido.', '3\nAcompaña este delicioso batido de café frío y acompáñalo con unas galletas caseras.']",Valoración: 4 (28 votos),2 comensales,15m,,Dificultad baja,"['1 lata de Leche condensada', '50 gramos de Café soluble', '50 mililitros de Licor (coñac o ron)', '1 taza de Hielo picado']",https://www.recetasgratis.net/receta-de-batido-de-cafe-frio-31416.html,,[]
Ponche andino casero,,"['1\nPreparar el flan en la leche fria y ponerlo a calentar hasta que empezar a hervir, todo el tiempo dandole vuelta con una cuchara de palo, para que no se vuelva grumos.', '2\nEn la licuadora licuar las yemas de huevos con las leches condensada y evaporadas y agregarle el medio litro de ron si desea que le quede mas fuerte agregarle mas ron.', '3\nLuego unir esto con el flan siempre batiendo con la cuchara de palo dejarlo reposar y servir con hielo picado y colocarle los palitos de canela de adorno.']","Valoración: 3,3 (9 votos)",,,,,"['6 huevos, solamente las yemas', '1/2 litro de ron', '3 cajitas de flan de vainilla', '3 latas de leche condensada', '1 lata de leche evaporada', '2 litros de leche', 'Palitos de canela']",https://www.recetasgratis.net/receta-de-ponche-andino-casero-29018.html,,
Clamato,,"['1\nSe sieve la cerveza en el vaso al gusto y se complementa con el clamato, se escarcha alrededor del vaso con limón, luego se llena de sal lo escarchado se agrega salsa tabasco al gusto y se adorno con un trozo de apio.']","Valoración: 3,6 (118 votos)",2 comensales,15m,,Dificultad baja,"['1 vaso de Clamato', '1 lata de Cerveza', '2 unidades de Limón', '1 pizca de Sal', '1 rama de Apio', '½ cucharadita de Salsa Tabasco']",https://www.recetasgratis.net/receta-de-clamato-28942.html,,[]
Batido de tomate y pepino,,"['1\nPasamos por la batidora el tomate, el pepino pelado y el zumo del limón todo recién sacado de la nevera para consumir frío.', '2\nSi queremos que nos quede una crema fina la pasamos por un colador de rejilla fina.', '3\nServimos en vasos fríos.', '4\nPodemos acompañar de unos picatostes de pan con un chorrito de aceite de oliva y unos trocitos de queso de cabra.', '5\nLa sal es optativa.', '6\nPara 4 personas.']","Valoración: 3,8 (8 votos)",2 comensales,15m,Desayuno,Dificultad baja,"['4 unidades de Tomate de ensalada maduro', '1 unidad de Pepino', '1 unidad de Limón']",https://www.recetasgratis.net/receta-de-batido-de-tomate-y-pepino-28604.html,,['Recomendada para veganos']
Batido de yogurt,,"['1\nPonemos medio litro de agua muy fría en el vaso de la batidora, añadimos la leche condensada y los yogures y batimos hasta formar una crema.', '2\nPosteriormente, añadimos el helado de vainilla a la mezcla y batimos también con la batidora de forma que nos quede una crema uniforme.', '3\nServimos en vaso alto o copa alta con pajitas colocando en el fondo del vaso o copa 2 cucharadas de mermelada de fresa.']","Valoración: 3,7 (19 votos)",,,,,"['8 cucharadas de leche condensada', '4 porciones de helado de vainilla', '4 yogures naturales', 'Medio litro de agua casi congelada', '8 cucharadas de mermelada de fresa']",https://www.recetasgratis.net/receta-de-batido-de-yogurt-27888.html,,
