ingredients,step,url,title,uuid
      5 patatas.  1 cebolla.  1 diente de ajo.  Aceite de oliva.  3 tomates.  7 champinones.  6 huevos.  Sal.  Pimienta.    ,"Soy francesa, entonces perdonad mi espanol!  1) Hervir las patatas a fuego lento durante 25 minutos, con una tapadera, sin pelarlas y sin cortarlas. Anadir un pellizco de sal.  2) Una vez cocidas, pelar las patatas sin quemarse  3) y cortarlas en trozos. En una sartén, freirlas hasta que estén crujientes en aceite de oliva y anadir la cebolla y el diente de ajo, cortados. Remover suavemente de vez en cuando para que las patatas no se peguen.  4) Anadir las tomates cortadas, los champinones y el perejil. Un poco de sal y pimienta. Cocer durante 10/15 minutos con una tapadera y a fuego lento. Remover suavemente de vez en cuando.  5) Cuando las tomates y champinones estan cocidos, anadir los huevos. Remover de vez en cuando para que las patatas no se peguen. Ya esta!  Soy francesa, entonces perdonad mi espanol!  1) Hervir las patatas a fuego lento durante 25 minutos, con una tapadera, sin pelarlas y sin cortarlas. Anadir un pellizco de sal.  2) Una vez cocidas, pelar las patatas sin quemarse  3) y cortarlas en trozos. En una sartén, freirlas hasta que estén crujientes en aceite de oliva y anadir la cebolla y el diente de ajo, cortados. Remover suavemente de vez en cuando para que las patatas no se peguen.  4) Anadir las tomates cortadas, los champinones y el perejil. Un poco de sal y pimienta. Cocer durante 10/15 minutos con una tapadera y a fuego lento. Remover suavemente de vez en cuando.  5) Cuando las tomates y champinones estan cocidos, anadir los huevos. Remover de vez en cuando para que las patatas no se peguen. Ya esta! ",https://www.abc.es/recetas-cocina/receta-cocina.asp?cocina=1080,Recetas de cocina y trucos de cocina,e8935469-2b16-49e8-8f6d-a497f1a0223b
"      1 langosta de 3/4 de kilo o unos 250 gramos de carne de langosta hervida, cortada en pedazos más bien pequeños, de unos 2 centímetros por lado, unas 2 tazas.  16 tazas de agua.  4 cucharaditas de sal.  la parte blanca de un ajoporro, pequeño.  1 tallo de céleri.  1 cebolla pequeña  1/2 hoda de laurel.  5 granos de pimienta negra, para cocinar la langosta.  1 cucharada de trufa, picadita.  1/3 de taza de vino Madeira.  3 cucharadas de mantequilla.  1 cucharada de aceite.  1 cucharada de harina.  1 taza de leche caliente.  1 cucharadita de sal.  1/16 de cucharadita de pimienta blanca, molida.  50 gramos de paté de foie gras.    ","1. Se cocina la langosta por unos 15 minutos o hasta que se ponga roja, en suficiente agua, con la sal, el ajoporro, el céleri, la cebolla, el laurel y los granos de pimienta, de acuerdo a la receta de langosta hervida. Se escurre, se deja enfriar, se le quita el caparazón y el intestino o tripa negra que tiene por encima y la carne se corta en pedacitos y se pone aparte.  2. En un envase se pone la trufa a macerar en el vino Madeira por algunos minutos.  3. En una olla se ponen la mantequilla y el aceite a calentar. Se agrega la langosta. Se cocina hasta que comience a dorar. Se agrega la trufa con el vino Madeira y se cocina hasta casi evaporarse el vino.  4. Se agrega la harina, revolviendo con cuchara de madera, se cocina 1 minuto. Después, la leche caliente y se cocina unos 2 minutos.  5. Se agregan la sal, la pimienta y el paté de foie gras, triturándolo con una cuchara de madera. Se cocina unos 3 minutos. Se agrega el vino Oporto y se cocina 2 minutos más., Se sirve de inmediato, preferiblemente con arroz. 1. Se cocina la langosta por unos 15 minutos o hasta que se ponga roja, en suficiente agua, con la sal, el ajoporro, el céleri, la cebolla, el laurel y los granos de pimienta, de acuerdo a la receta de langosta hervida. Se escurre, se deja enfriar, se le quita el caparazón y el intestino o tripa negra que tiene por encima y la carne se corta en pedacitos y se pone aparte.  2. En un envase se pone la trufa a macerar en el vino Madeira por algunos minutos.  3. En una olla se ponen la mantequilla y el aceite a calentar. Se agrega la langosta. Se cocina hasta que comience a dorar. Se agrega la trufa con el vino Madeira y se cocina hasta casi evaporarse el vino.  4. Se agrega la harina, revolviendo con cuchara de madera, se cocina 1 minuto. Después, la leche caliente y se cocina unos 2 minutos.  5. Se agregan la sal, la pimienta y el paté de foie gras, triturándolo con una cuchara de madera. Se cocina unos 3 minutos. Se agrega el vino Oporto y se cocina 2 minutos más., Se sirve de inmediato, preferiblemente con arroz.",https://www.abc.es/recetas-cocina/receta-cocina.asp?cocina=1081,Recetas de cocina y trucos de cocina,c01d7332-4c4c-48f7-96ef-01cfa88bcbbf
          ,,https://www.abc.es/recetas-cocina/receta-cocina.asp?cocina=1082,Recetas de cocina y trucos de cocina,8aefa185-913d-439d-9aff-ce7d06e3104b
      Colorante.  1/2 pimiento verde.  Trozitos de carne de ternera.  1 bolsa de tallarines  2 pastillas de avecrem.  1/2 vaso de vino blanco.  1/2 cebolla.    ,"1 En la oya a presion pero abierta se frie la carne de ternera con el ajo partido muy pequeñito , la cebolla y el pimiento.  2 Cuando este frito se echa el vino, las pastillas de avecrem, el colorante y un baso de agua se pone la tapadera y se pone acocer durante 15 minutos. 3 Cuando se pueda abrir la oya se pone otra vez al fuego y se echan tres vasos de agua se echan los tallarines moviendolos para que no se pegen y en 20 minutos lo tendras listo  1 En la oya a presion pero abierta se frie la carne de ternera con el ajo partido muy pequeñito , la cebolla y el pimiento.  2 Cuando este frito se echa el vino, las pastillas de avecrem, el colorante y un baso de agua se pone la tapadera y se pone acocer durante 15 minutos. 3 Cuando se pueda abrir la oya se pone otra vez al fuego y se echan tres vasos de agua se echan los tallarines moviendolos para que no se pegen y en 20 minutos lo tendras listo ",https://www.abc.es/recetas-cocina/receta-cocina.asp?cocina=1083,Recetas de cocina y trucos de cocina,bbc7299f-a6f2-45ec-8d3e-7b4dedc079e5
      400 gr. de pescado.  250 gr. de gambas peladas.  1 lata pequeña de puré de tomate.  3 huevos grandes.  100 cl. de nata líquida.  Sal y pimienta.    ,"Limpiar el pescado y las gambas, cortarlos en trocitos pequeños y saltearlos en una sartén con un poquito de aceite o mantequilla. Añadir el puré de tomate y dejar que se reduzca un poco. Salpimentar y apartar del fuego. Batir los huevos junto con la nata líquida y añadirlos a la mezcla anterior, removiendo bien. Salpimentar Untar un molde rectangular con mantequilla y forrar el fondo con un trozo de papel de aluminio. Rellenar el molde con la mezcla, y cocer en el horno al baño maría de tres cuartos de hora a una hora. Si toma color demasiado pronto, hay que cubrirlo con papel de aluminio. Esperar a que el pastel se enfríe, volcarlo en una fuente y retirar el papel de aluminio.  ",https://www.abc.es/recetas-cocina/receta-cocina.asp?cocina=1084,Recetas de cocina y trucos de cocina,e5291ba3-fbe2-4115-9ddf-d2f352c856b1
"      4 tazas de arroz cocido.  4 filetes de bacalao (de 100 gramos cada uno).  1 pimiento rojo pequeño, cortado en rodajas.  1 pimiento verde pequeño, cortado en rodajas.  1/3 vaso de zumo de naranja.  1/4 vaso de gajos de mandarina triturados escurridos.  4 dientes de ajo grandes, machacados.  2 cucharaditas de mostaza.  1 cucharadita de miel.  1 cucharadita de aceite de oliva.  1/2 cucharadita de ralladura de cáscara de naranja.  1/4 cucharadita de pimienta roja.    ","Calienta el horno a 400 grados. Extiende cuatro láminas de papel de aluminio y, para evitar que se pegue, pon una gota de aceite en cada una y extiéndela. Pon una taza de arroz en el centro de cada lámina; esparce el arroz hasta el tamaño del filete de pescado. Coloca el filete encima y cubre con las rodajas de pimientos. En un recipiente pequeño, mezcla el zumo de naranja, los gajos de mandarina, el ajo, la mostaza, la miel, el aceite, la ralladura de naranja y la pimienta. Viértelo sobre el pescado. Repliega cada papel de aluminio hasta que quede bien cerrado, como si fueran paquetes. Mételo en el horno en una bandeja y déjalo de 12 a 15 minutos, o hasta que compruebes que el pescado está listo. Abre los paquetes en el momento de servir.  ",https://www.abc.es/recetas-cocina/receta-cocina.asp?cocina=1085,Recetas de cocina y trucos de cocina,78f7ed99-85b8-4b68-9abf-b7b58c0b86e0
      1 yogur de limón.  1 vaso de yogur de leche.  1 vaso de yogur de aceite.  3 vasos de yogur de harina.  2 vasos de yogur de azúcar.  1 sobre de levadura.    ,Se vierte el yogur en un bol grande donde mezclaremos todos los ingredientes. Añadimos sucesivamente el resto de ingredientes.Batimos con la batidora.  Ponemos en un molde un poco de aceite y espolvoreamos con harina.Vertemos la mezcla en el molde. Hornear y disfrutar.  Se vierte el yogur en un bol grande donde mezclaremos todos los ingredientes. Añadimos sucesivamente el resto de ingredientes.Batimos con la batidora.  Ponemos en un molde un poco de aceite y espolvoreamos con harina.Vertemos la mezcla en el molde. Hornear y disfrutar. ,https://www.abc.es/recetas-cocina/receta-cocina.asp?cocina=1086,Recetas de cocina y trucos de cocina,8678561a-41a1-4002-82f1-b7bbb7260b1a
      4 Tacitas de arroz.  3 Dientes de ajo.  Aceite.  Margarina 50 gr.  Pasas de corinto.  Qqueso rallado  Sal.    ,"Se prepara el arroz en la olla. Se pone un poquito de aceite y se doran los ajos, se le añade el arroz y se dora tambien durante unos minutos. Se le añaden 7 tacitas de agua y la sal. Se deja cocer durante tres minutos. En una sarten se pone el arroz con un poco de margarina, las pasas, pimienta negra y por último el queso rallado. Se le da una vuelta y ya está listo para servir. ",https://www.abc.es/recetas-cocina/receta-cocina.asp?cocina=1087,Recetas de cocina y trucos de cocina,ac4b99f3-4188-4443-b328-30b0747123fd
          ,,https://www.abc.es/recetas-cocina/receta-cocina.asp?cocina=1088,Recetas de cocina y trucos de cocina,77f097d2-ada4-401d-be27-95628194d286
        ,Échale un poco de harina al aceite en la sartén y veras como salta mucho menos al freir un huevo.,https://www.abc.es/recetas-cocina/receta-cocina.asp?cocina=1089,Recetas de cocina y trucos de cocina,544a55bc-67b6-4e0c-ac20-665bf6c01b8b
          ,,https://www.abc.es/recetas-cocina/receta-cocina.asp?cocina=1090,Recetas de cocina y trucos de cocina,931c778b-7367-48c9-a8fe-bea93086bc99
      1 Kg. de cordero de recental en trozos.  1 frasco de pimientos del piquillo (de los que tienen ajos).    ,"Se salan los trozos de cordero y se doran con un poco de aceite en la olla, luego se echan los pimientos y después la lata de tomate, se cierra la olla express y se hacen unos 15 mns. ",https://www.abc.es/recetas-cocina/receta-cocina.asp?cocina=1091,Recetas de cocina y trucos de cocina,19eb7d63-c8c6-4ae3-b260-827fc1962ac3
      1 pollo.  1 sobre de sopa de cebolla.  1 lata de cocacola classic.    ,Poner el pollo cortado en trozos grandes en una fuente de horno. Espolvorear con el sobre de sopa de cebolla y regar con el bote de cocacola (echar 3/4 del bote).  Meter al horno hasta que el pollo esté dorado.  Poner el pollo cortado en trozos grandes en una fuente de horno. Espolvorear con el sobre de sopa de cebolla y regar con el bote de cocacola (echar 3/4 del bote).  Meter al horno hasta que el pollo esté dorado. ,https://www.abc.es/recetas-cocina/receta-cocina.asp?cocina=1092,Recetas de cocina y trucos de cocina,9507040e-1592-4e4d-83b2-5c94462bcef0
      2 solomillos de 1/2 Kg cada uno (aprox).  1 vaso de vino blanco.  El jugo de 2 limones.  1 pizca de aceite.    ,Salpimentar los solomillos a gusto. Untarlos con la mostaza y dejarlos 3 ó 4 horas. Introducirlos en el horno previamente calentado a 180200ºC durante 25 minutos. Regar entonces con el jugo de los limones y dejar en el horno otros 15 minutos.  ,https://www.abc.es/recetas-cocina/receta-cocina.asp?cocina=1093,Recetas de cocina y trucos de cocina,8e7465cd-5756-4f1c-aaf2-4479733cfe8c
         Solomillo de ternera.  Nata líquida.  Azúcar.  Cebolla.  Pimienta.    ,"Para la salsa: Se pica la cebolla en tocitos muy pequeños, se pone en la sarten un chorrito de aceite cubrir fondo, cuando este caliente se añade la cebolla hasta macerar, se añade un par de cucharillas de azucar y nata liquida hasta conseguir una textura no muy liquida. Se añade pimienta al gusto.  Se frie el solomillo salpimentado, se añade la salsa y listo para degustar, muy fácil y delicioso.   Para la salsa: Se pica la cebolla en tocitos muy pequeños, se pone en la sarten un chorrito de aceite cubrir fondo, cuando este caliente se añade la cebolla hasta macerar, se añade un par de cucharillas de azucar y nata liquida hasta conseguir una textura no muy liquida. Se añade pimienta al gusto.  Se frie el solomillo salpimentado, se añade la salsa y listo para degustar, muy fácil y delicioso.  ",https://www.abc.es/recetas-cocina/receta-cocina.asp?cocina=1094,Recetas de cocina y trucos de cocina,3c7e2dc4-587c-4a91-a562-183563db4008
      1 Lomo de ternera (o de corderito).  ½ litro de vino tinto.  1 hoja de laurel triturado.  1 cebolla picada.  6 bayas de enebro.  Clavo de olor.  1 cuharada de perejil picado.  4 cucharadas de aceite.  2 huesos de ternera o de vaca.  1 zanahoria picada.  1 cebolla picada.  2 puerros picados.  1 cucharadita de pimienta negra en grano.  1 cucharada de champiñones picados.  Sal y pimienta a gusto.  Una copita de coñac.  1 caldito de verdura desmenuzado.  ¼ litro agua.  ¼ kilo de cerezas descarozadas.  2 cucharadas de Vino o azúcar de cada uno.  4 cucharadas de licor de cassis.  1 ó 2 cucharaditas de fécula de maíz.    ,"Quitarle toda la grasa, pegotes e indeseables al lomo, átelo para darle forma cilíndrica y colóquelo en una fuente honda. Espólvorear con sal y pimienta a gusto y agregar el laurel, la cebolla, el enebro, (sino se consigue remplazarlo por pimienta en grano), el clavo de olor y el perejil.  Ahogar el lomo con el vino tinto, tapar la fuente y estacionarlo en la heladera 3 horas. Escurrir el lomo, RESERVAR LA MARINADA, y dorarlo a la cacerola en un poco de aceite. Luego ponerlo en una fuente enmantecada y terminar de asarlo en el horno, hasta el punto deseado.  LA SALSA: Verter el aceite en una sartén mediana, calentar bien y dorar en ella los huesos (como formando un fondo sin quemarlo). Agregar la zanahoria, la cebolla, el perejil, el laurel, los puerros, la pimienta negra y los champiñones. Revolver de a ratos hasta que las verduras estén rehogadas y rubias. Con mucho cuidado rociar la mezcla con una copita de coñac (se forma una llamarada).  Echar luego el agua, para que el fuego apague, y luego el caldito desmenuzado y toda la marinada que se reservó a parte. Dejar hervir hasta que se forme una salsita sabrosa. Probar y sazonar a gusto. Colar todo el contenido de la sartén a otra cacerola. A parte, derretir sobre el fuego las cucharadas de azúcar con las cucharadas de vino tinto, hasta lograr una especie de almíbar espeso.  Agregarlo en la cacerola. Incorporar las cerezas descarozadas y dejar hervir despacito hasta que estén tiernas. Espesar la salsa con 1 o 2 cucharaditas de fécula de maíz o maizena (diluida previamente en un poquito de agua fría).  A último momento mezclar con el licor de cassis.   Quitarle toda la grasa, pegotes e indeseables al lomo, átelo para darle forma cilíndrica y colóquelo en una fuente honda. Espólvorear con sal y pimienta a gusto y agregar el laurel, la cebolla, el enebro, (sino se consigue remplazarlo por pimienta en grano), el clavo de olor y el perejil.  Ahogar el lomo con el vino tinto, tapar la fuente y estacionarlo en la heladera 3 horas. Escurrir el lomo, RESERVAR LA MARINADA, y dorarlo a la cacerola en un poco de aceite. Luego ponerlo en una fuente enmantecada y terminar de asarlo en el horno, hasta el punto deseado.  LA SALSA: Verter el aceite en una sartén mediana, calentar bien y dorar en ella los huesos (como formando un fondo sin quemarlo). Agregar la zanahoria, la cebolla, el perejil, el laurel, los puerros, la pimienta negra y los champiñones. Revolver de a ratos hasta que las verduras estén rehogadas y rubias. Con mucho cuidado rociar la mezcla con una copita de coñac (se forma una llamarada).  Echar luego el agua, para que el fuego apague, y luego el caldito desmenuzado y toda la marinada que se reservó a parte. Dejar hervir hasta que se forme una salsita sabrosa. Probar y sazonar a gusto. Colar todo el contenido de la sartén a otra cacerola. A parte, derretir sobre el fuego las cucharadas de azúcar con las cucharadas de vino tinto, hasta lograr una especie de almíbar espeso.  Agregarlo en la cacerola. Incorporar las cerezas descarozadas y dejar hervir despacito hasta que estén tiernas. Espesar la salsa con 1 o 2 cucharaditas de fécula de maíz o maizena (diluida previamente en un poquito de agua fría).  A último momento mezclar con el licor de cassis.  ",https://www.abc.es/recetas-cocina/receta-cocina.asp?cocina=1095,Recetas de cocina y trucos de cocina,6a3f2f23-3a2b-449b-87e7-f44ee3579446
      2 solomillos de cerdo más bien pequeños.  2 mantitas de hojaldre (de las congeladas).  1 manzana.    ,Se descongela el hojaldre. Se abre los solomillos por la mitad sin llegar a partirlos. Se salpimentan.  Se les unta en paté con una capa gruesa y se rellena de trocitos de manazana. se cierran los solomillos y se lían en el hojaldre.  Se pintan con un pincel y huevo batido y se mete al horno durante 35 minutos. Se trocean y se adornan con lechuguita picada.  Se descongela el hojaldre. Se abre los solomillos por la mitad sin llegar a partirlos. Se salpimentan.  Se les unta en paté con una capa gruesa y se rellena de trocitos de manazana. se cierran los solomillos y se lían en el hojaldre.  Se pintan con un pincel y huevo batido y se mete al horno durante 35 minutos. Se trocean y se adornan con lechuguita picada. ,https://www.abc.es/recetas-cocina/receta-cocina.asp?cocina=1096,Recetas de cocina y trucos de cocina,bf877519-98ac-4613-8820-d408381ea86e
