title,intro,order,votes,comensales,duración,para,dificultad,ingredientes,url,coste,types
callos con morro y morcilla,,"['1\nSe cortan los callos en trozos grandes y se lavan en varias aguas.', '2\nSe ponen luego con bastante sal y el viagre.', '3\nSe frotan con un cepillo para acabar de limpiarlos.', '4\nSe cortan los callos en trozos más pequeños y se colocan en una olla cubiertos de agua a fuego vivo.', '5\nCuando rompe el hervor fuerte, se tira el agua.', '6\nSe cubren de nuevo con agua, se añaden las Morcillas enteras, el laurel, la guindilla, la pimienta, los clavos, un poco de nuez moscada rallada, la cebolla, los ajos y un tomate pelado.', '7\nTodo esto se cuece hasta que los callos están tiernos (por lo menos unas tres horas).', '8\nEn una sartén se pone el aceite a calentar, se echa la ceblla muy picada, el pimentón y el chorizo en rodajas.', '9\nSe da unas vueltas y se añade a la olla.', '10\nSe deja cocer una hora más.', '11\nSe separan del fuego y se dejan enfriar.', '12\nEn el momento de servirlos, se cortan la morcilla y la pata en trozos.']","Valoración: 3,3 (33 votos)",,,,Dificultad baja,"['1 1/2 kg Callos', '1/2 kg Morros', '1 ud Ternera (la pata)', '4 cuchara sopera aceite', '2 ud Chorizo (150 grs)', '2 ud morcilla (150 grs)', '1/2 ud Guindilla', '1 hoja Laurel', '4 ud Clavo', '10 grano Pimienta', 'Nuez moscada', '2 diente Ajo (picado)', '1 1/2 ud. Cebolla (media, picada y el resto en trozos)', '1 cuchara sopera Harina', '2 ud Tomate', '1 cucharadita pimentón', '1 vasito Vinagre', 'Agua', 'Sal']",https://www.recetasgratis.net/receta-de-callos-con-morro-y-morcilla-42850.html,,
Discada norteña para 50 personas,"Aprende cómo hacer una discada mexicana para todos tus familiares y amigos con este paso a paso que esta vez te enseñamos en RecetasGratis. Porque con esta receta de discada norteña para 50 personas triunfarás en cualquier reunión o evento especial en la cual seáis muchas personas.Revisa los ingredientes de la discada mexicana, que no son pocos, pero te aseguro que valen la pena porque está deliciosa y no tiene un proceso de elaboración muy difícil.Lo ideal es que en vez de hacerla tu solo, prepares esta discada norteña con ayuda para que todo sea más fácil y más rápido. Incluso los más pequeños de la casa pueden ir removiendo el guiso mientras que el cocinero hace otras tareas. Esperamos que te guste tanto como a nosotros.","['1\nEl primer paso para elaborar esta discada norteña para 50 personas es preparar las verduras y las carnes: para ello corta la pulpa negra, la carne de puerco, el tocino y los chorizos en trozos pequeños. Coloca el tocino en un disco y empieza a dorarlo. Después agrega el resto de las carnes y sigue guiándolas con suficiente aceite.\nTruco: Debe tener suficiente lumbre.', '2\nDe la misma manera, pela y pica finamente las verduras de la discada mexicana, es decir, los ajos, las cebollas, los chiles o pimientos morrones y el tomate, y resérvalas por separado.', '3\nCuando las carnes se hayan medio dorado, agrega las verduras cortadas menos el tomate picado y remueve bien los ingredientes de la discada norteña mexicana.', '4\nAl rato agrega el tomate picado y mezcla la discada mexicana de nuevo. Añade también la pimienta, los cominos, el cilantro, el chile y la sal al gusto, y sigue removiendo.', '5\nCocina la discada norteña para 50 personas durante unos 20-30 minutos. Verás que el tomate va soltando su agua de cocción y si no es suficiente, puedes añadir un poco de agua hasta que se cocine todo el guiso bien. Recuerda que en todos los pasos hay que estar dándole vuelta a la discada mexicana. Te darás cuenta que esta lista al ver que se hace una especie de nata en los bordes, y claro, probándola.']","Valoración: 2,6 (83 votos)",50 comensales,45m,Plato principal,Dificultad media,"['1 chorro de Aceite', '1½ kilogramos de Manteca de puerco', '4 kilogramos de Carne de puerco en trozos pequeños', '1 kilogramo de Tocino', '1 kilogramo de Chorizo', '8 kilogramos de Pulpa negra de res en trozos pequeños', 'Pimienta', 'Cominos', 'Cilantro', 'Sal', 'Chile', '15 Cebollas', '15 Chile morrón', '30 Tomates triturados', '15 Dientes de ajo']",https://www.recetasgratis.net/receta-de-discada-nortena-para-50-personas-42849.html,,['Recetas mexicanas']
magro de cerdo con arroz,,"['1\nLa olla express con el fondo cubieto de aceite (oliva).', '2\nSe sofrie el magro de cerdo cuando ya este blanquecino se le hecha la cebolla y la zanahoria se sofrie un poco y se hecha el vino blanco cuando el alcohol se evapore se hecha el agua hasta cubrir o un poco mas con las dos pastillas de abecrem.', '3\nCerrar la olla durante 15 minutos una vez pasados los 15 minutos se abre la olla y se saca el magro de cerdo y se bate con la batidora todo lo demas una vez batido se prueva de sal y se sazona al gusto el guiso esta preparado.', '4\nPor otro lado se hace el arroz blanco ponemos en un cazo 2 vasos de arroz y 2 vasos de agua se sazona poco un chorrito de aceite de oliva un diente de ajo y una ojita de laurel.', '5\nEsperamos q empiece a hervir y bajamos el fuego al minimo tapando el arroz esperamos a que se inche y consuma todo el agua no abrimos y dejamos que repose durante 5 minutos aprox.', '6\nEn cada plato se mezcla se hace una isla de arroz y alrrededor se pone el magro de cerdo con su salsa.', '7\nEspero les guste pues en mi familia nos gusta mucho.', '8\nBUEN PROBECHO', '9\nIngredientes 4 personas.']","Valoración: 3,5 (37 votos)",,,,Dificultad baja,"['1 kilo magro de cerdo en trozos para guisar', '2 vasos de arroz', '1 cebolla', '1 zanahoria', '1 vaso de vino', '2 pastillas de abecrem(gallina blanca)', '1 diente de ajo', '1 ojita de laurel', 'Aceite de oliva']",https://www.recetasgratis.net/receta-de-magro-de-cerdo-con-arroz-42844.html,,
bartolitos,,"['1\ntodos estos ingredientes es por personacocer los langostinos, tienes que tener preparado un huevo batido, un plato con harina para rebozar, y otro con pan rallado, a continuación, coges la loncha de jamon de york y se corta en 4 trozos, encima le pones queso en lonchas pero que no sobrepase el jamón y en el centro le pones el langostino (si crees que es grande, pon la mitad), se enrolla lo pasas por la harina, el huevo y el pan rallado, para que no se abra pon un palillo en cada punta. Una vez que ya tengas tus bartolitos preparados, metelos en la freidora, si no tienes pon una sartén con suficiente aceite para cubrirlos, cuando veas que estén doraditos.......... ya están listos']",Valoración: 3 (10 votos),,,,Dificultad alta,"['jamon de york', 'queso en lonchas', 'langostinos', 'huevos', 'pan rallado', 'harina']",https://www.recetasgratis.net/receta-de-bartolitos-42718.html,,
Discada de carnes,,"['1\nEn un sarten(estufa) o un disco especial para discada, en el carbon en caso de que sea el disco, dorar en el orden siguiente. carne(ya sazonada)junto con el tocitno, hasta semi dorar salchicha, cebolla y el chile morron. hasta que se acitrone. y listo.', '2\nSe puede acompañar con una salsa brava( 6 chiles serranos, hiervelos, los licuas con un diente de Ajo chiquito, el Agua con el que herviste el chile, y sazonador, la doras en tantito aceite super caliente hasta que espece.']","Valoración: 3,4 (9 votos)",,,,Dificultad alta,"['Kilo de carne para asar cortada en trocitos', '18 tiras de Tocino cortadas en cuadritos pequeños', '1 Cebolla grande cortada en trozo medianos', '1 chile o Pimiento morron verde grande, cortado en trozo.', '8 salchichas cortada en trocitos', 'ablandador de carne o sazonador']",https://www.recetasgratis.net/receta-de-discada-de-carnes-42615.html,,
Picado de carne con verduras,Aprende cómo hacer un picado de carne con verduras de forma sencilla y con sabor intenso que que hará que se te haga agua la boca. Esta receta podrás hacerla con carne para desmechar o carne molida así que no pongas excusas y disfruta de picado de carne con achiote hoy mismo.,"['1\nPara hacer este picado de carne con verduras, lo primero que debes hacer es alistar todos los ingredientes. Una vez tengas todo a mano, empieza por lavar, pelar y picar finamente toda la verdura.', '2\nA continuación, cocina en agua hirviendo por un lado la papa, la zanahoria y el ejote y por otro la carne condimentada con el consomé. Una ves estén las verduras y la carne tiernas reserva. Deja que la carne se enfríe y pica o desmenuza finamente.', '3\nMientras se pica la carne, se pone a freír la cebolla, el tomate, el miltomate y el ajo. Una vez que esté ya casi deshecho el tomate y miltomate, se añade a la sartén la carne junto con la verdura, el sazonador, el vino, el consomé y el resto de especias (sal, laurel, tomillo y comino).', '4\nRemueve el sofrito de forma constante mientras ves como la carne se va pintando de rojo por el achiote. Continua con la cocción durante 10 minutos, comprueba y corrige la sazón si es necesario y listo.', '5\nSirve el picado de carne con verduras con un poco de arroz blanco y unas tajadas de plátano para matizar sabores y ¡buen provecho¡ Esta picado de carne también lo puedes hacer con carne molida.']","Valoración: 3,4 (10 votos)",4 comensales,1h 30m,Plato principal,Dificultad media,"['2 libras de Carne de res', '4 unidades de Papa', '3 unidades de Zanahoria', '½ libra de Ejotes', '1 unidad de Miltomate o Tomatillo verde', '2 unidades de Tomate', '½ unidad de Cebolla', '2 dientes de Ajo', '2 hojas de Laurel', '1 pizca de Tomillo', '1 pizca de Comino', '⅓ taza de Vino', '3 cucharadas soperas de Aceite', '3 sobres de Sazonador con cilantro y achiote', '2 cucharaditas de Consome de res en polvo', '1 pizca de Sal']",https://www.recetasgratis.net/receta-de-picado-de-carne-con-verduras-42509.html,,[]
Carne guisada de ternera,"Con la llegada del invierno apetece preparar platos calientes que nos ayuden a combatir las bajas temperaturas. En RecetasGratis.net lo sabemos y, por ello, te enseñamos a preparar un guiso de carne de ternera como este, con papas, zanahorias y más ingredientes que detallamos a continuación.","['1\nCorta la carne de ternera en trozos pequeños y fríela en aceite de oliva caliente durante 10 minutos como mucho. Luego, agrega el consomé de res, las hojas de laurel, el tomillo y no dejes de revolver para que la carne se impregne de los aromas.', '2\nAparte, retira el tallo de los tomates y el tomatillo, pela la cebolla y los ajos, y licua todos estos ingredientes. Cuando esté bien licuado, añade la salsa a la carne, remueve y deja que se cocine a fuego medio-bajo.\nTruco: Puedes añadir una pizca de comino para potenciar el sabor del guiso.', '3\nA media cocción añade las papas peladas y troceadas en cuatro y la zanahoria también pelada y troceada. Cuando la carne de ternera esté blandita, añade el sazonador, el vino y sal al gusto. Si observas que el guiso queda muy espeso, puedes añadir agua en pequeñas cantidades.', '4\nCuando el guiso de ternera esté listo, retira la cazuela del fuego y sírvelo caliente con arroz blanco.']",Valoración: 4 (1 voto),4 comensales,1h 30m,Plato principal,Dificultad media,"['3 libras de Carne de ternera', '4 unidades de Tomates', '3 dientes de Ajo', '½ unidad de Cebolla blanca', '½ unidad de Chile rojo', '3 hojas de Laurel', '1 pizca de Tomillo', '½ taza de Vino blanco', '2 sobres de Sazonador con cilantro y achiote', '1 cucharadita de Consomé de res', '1 pizca de Sal', '3 cucharadas soperas de Aceite de oliva', '2 unidades de Papas partidas en cuatro', '1 unidad de Zanahoria partida en cubos', '1 unidad de Tomatillo verde']",https://www.recetasgratis.net/receta-de-carne-guisada-de-ternera-42508.html,,[]
callos ala sultana,,"['1\nEn la olla espres ponemos agua a hervir,y metemos los callos con las patas y el morro,tapamos la olla y dejamos cocer durante 15 minutos,pasado este tiempo,sacamos los callos y las patas con el morro y troceamos todo quitando los huesos a las patas,no lo cortaremos mui pequeño,reservaremos 2 buenos vasos del caldo de cocer las carnes,en el mortero ponemos los ajos,las guindillas las almendras y sal,y majamos bien,bien y verteremos por los callos,dandoles varias vueltas.', '2\nEn una tartera ponemos el aceite para calentar,cuando este bien caliente le ponemos la cebolla y los dos pimientos mui picadino con un poco de sal,para que se rehoge bien,bien,pasados unos quince minutos le ponemos los chorizos cortados en rodaja no mui finas y el jamon seguido de los callos el avecren la pimienta molida la nuez moscada y el pimenton rehogamos bien,bien y le ponemos el tomate con el colorante y los granitos de pimienta negra,en este punto verteremos el vino blanco y el caldo de la cocion dandole unas vueltas y dejaremos cocer a fuego lento removiendo de cuando en cuando durante 30 minutos, servir calientes con pan y a mojar estan deliciosos.']","Valoración: 4,3 (8 votos)",,,,Dificultad baja,"['2 kilos de callos de ternera', '1 morro limpio de ternera', '1 pata de ternera', '3 patitas de cerdo', '2 chorizos', '150 grms de jamon serrano en daditos', '2 hojas de laurel', '1 cebolla picada', '1 pimiento verde', '1 pimiento rojo', '2 cubitos avecren de pollo', '2 cucharadas de pimenton', '1 cucharadita de nuez moscada', '1 cucharadita de pimienta molida', '2 guindillas', '8 almendras', '3 dientes de ajo', 'sal', '1 vaso de vino blanco', '2 vasos de caldo de cocer los callos', '8 cucharadas de aceite de oliva', '10 granos de pimienta negra', 'una pizca de colrante alimenticio', '3 tomates gordos maduros bien rallados.']",https://www.recetasgratis.net/receta-de-callos-ala-sultana-42489.html,,
BIFES AL VINO BLANCO,,"['1\nCortar 6 a 5 bifes de lomo o cuadril,maso menos fino o ancho a gusto,luego pasarlo por harina y ponerlos en la sarten con un poco de aceite y dorarlos,luego los sacamos y los ponemos en plato aparte cuando esten dorados.', '2\nLos volvemos a pasar por harina y los colocamos en la sarten a fuego moderado y le agregamos 1/2 vasito de vino blanco,tambien le agregamos condimento para pizza y sino lo tubieramos utilizamos el famoso chimichurri ya preparado 1/2 tacita,luego al ver que se hierben a fuego moderado.', '3\nLo sacamos y lo servimos a gusto en nuestra mesa.', '4\nComo guarnicion lo podemos acompañar con unas buenas papas fritas,cortadas finas o tambien con patatas.']","Valoración: 1,6 (12 votos)",,,,Dificultad media,"['Lomo o cuadril', 'caja vino blanco', 'paquete de harina', 'aceite', 'paquete de oregano', 'paquete de condimento para pizza o tambien', 'chimichurri ya preparado', 'papas o patatas']",https://www.recetasgratis.net/receta-de-bifes-al-vino-blanco-42481.html,,
CHORIZO SANJUANINO,,"['1\nPasar las carnes y la grasa de cerdo por una maquina de picar con disco MEDIANO.', '2\nPicar una sola vez.', '3\nPoner en un recipiente la sal y todas las especies y agregarle el vino, mezclar bien y luego verter todo sobre la carne picada.', '4\nMezclar y amasar de manera vigorosa de modo que todo quede bien integrado.', '5\nLa masa debe adquirir una consistencia pastosa.', '6\nEsto se logra con uno o dos minutos de amasado, y es importante que las carnes esten bien frias.', '7\nEMBUTIDO: a la maquina de picar, se le retira la cuchilla y el disco.', '8\nEn su lugar se coloca una boquilla para embutir y en ella se inserta la tripa de cerdo.', '9\nSe va llenando la maquina con la masa y esta ira rellenando la tripa.', '10\nUna vez hecho esto, se ataran los chorizos del tamaño que se desee.', '11\nPincharlos con una aguja de modo de eliminar aire si lo hubiera.', '12\nGuardar en heladera si se consumieran en dos o tres dias.', '13\nEn frezzer a -18º C se pueden conservar por seis meses.', '14\nSe asan en parrilla sobre brasas, a fuego suave para que no se arrebaten, girandolos para que tengan una coccion pareja.', '15\nDeben quedar cocidos de aspecto dorado pero no secos por dentro.']","Valoración: 2,7 (12 votos)",,,,Dificultad media,"['2 K CARNE VACUNA', '1 K CARNE DE CERDO', '1 K TOCINO DE CERDO', '1 FRUTA DE PIMIENTA NATURAL', '1 CABAEZA DE AJO', 'SAL A GUSTO', '500 CC. DE AGUA']",https://www.recetasgratis.net/receta-de-chorizo-sanjuanino-42436.html,,
