title,intro,order,votes,comensales,duración,para,dificultad,ingredientes,url,coste,types
Chicharrones ( cortezas )De Cerdo en salsa Verde,,"['1\nLos tomates verdes y el chile se ponen a cocer con poca agua y posteriorme te se muelen en la licuadora con, la pimienta negra ,el comino molido,2 de ajo medianos, una pizca de azucar para que pierda lo amargo y poquito consome de pollo.', '2\nEn un sarten caliente se acitronan las rebanadas de cebolla pero no se dejan a que se transparente agregando despues la salsa de tomate y se deja a que hierva.', '3\nSe agragan las ramitas de cilantro ya sea enteras o picaditas, es muy importante que la salsa no quede espesa porque el chicharron absorbe mucha.', '4\nUna vez que se la salsa hierva se agrega el chicharron revolviendo con la salsa bien para que se ablande.', '5\nSe le baja a la flama y se deja sazonar; si se espesa la salsa se le puede ir agregando poquita agua o caldo.']","Valoración: 1,3 (24 votos)",,,,Dificultad baja,"['CHICHARRON EN SALSA VERDE', '1 KILO DE CHICHARRON DE PUERCO (en trozitos)', '1 1/2 DE TOMATE VERDE (cocido junto con el chile serrano)', 'CHILE SERRANO AL GUSTO', '1/2 CUCHARADITA DE PIMIENTA NEGRA', '1 PELLIZCO DE COMINO,MOLIDO.', '1/2 CEBOLLA MEDIANA (en rebanadas)', 'CONSOME DE POLLO', 'UNAS RAMITAS DE CILANTRO']",https://www.recetasgratis.net/receta-de-chicharrones-cortezas-de-cerdo-en-salsa-verde-43373.html,,[]
brochetas diablo a caballo,,"['1\nMarinar los camarones con el jugo de naranja y el chile chipotle, asar en un comal de rayas,insertar cada camaron en ls palillos para brochetas, y decorar con medias lunas de naranja.', '2\nSUGERENCIA:acompaña con arroz amarillo.']","Valoración: 3,6 (47 votos)",,,,Dificultad alta,"['16 camarones', '1 lata de chiles chipotle', 'medio taza de jugo de naranja', 'aceite en aerosol', 'palillos para brochetas', 'naranjas']",https://www.recetasgratis.net/receta-de-brochetas-diablo-a-caballo-43334.html,,[]
"Montadito de jamón, langostinos y aceite de frutos secos.",,"['1\nFreimos en aceite neutro unos pìstachos repelados o almendras, picados groseramente.', '2\nCuando estén, los escurrimos bien y los conservamos en aceite de oliva.', '3\nSobre una rebanada de pan tostado ponemos una loncha de jamón serrano, ibérico a ser posible.', '4\nPelamos unos langostinos y los salteamos e inmediatamente los colocamos sobre el jamón.', '5\nPonemos por encima el aceite de frutos secos y servimos rápidamente.']","Valoración: 3,8 (6 votos)",,,,Dificultad baja,"['Aceite', 'Almendras', 'Jamón Serrano', 'Langostinos']",https://www.recetasgratis.net/receta-de-montadito-de-jamon-langostinos-y-aceite-de-frutos-secos-43162.html,,[]
Ceviche de caracol,Aprende cómo preparar un exquisito ceviche con caracoles del país. Un aperitivo ideal para la próxima reunión en casa.Foto referencia :T.Tseng - Flickr,"['1\nSe lavan los caracoles y se cortan por la mitad. Vuelve a limpiar y desecha el caparazón. Corta la carne en trocitos pequeños.', '2\nAparte, corta finamente todas las verduras y ramas y mezcla con los caracoles. Añade también el orégano, la sal y zumo de limón hasta cubrir todo. Deja reposar en la nevera al menos 30 minutos.', '3\nPasado este tiempo, reparte el ceviche y añade jugo de tomate frío y salsa inglesa.', '4\nDisfruta del ceviche de caracol y recuerda que puedes darle un toque picante añadiendo una pizca de chile chipotle. Ideal para comer con galletas saladas y cerveza.']","Valoración: 3,5 (39 votos)",2 comensales,15m,Entrante,Dificultad media,"['1 libra de Caracol', '2 unidades de Tomate', '1 unidad de Cebolla', '1 unidad de Chili verde', '1 manojo de Cilantro', '1 cucharadita de Orégano en polvo', '1 pizca de Sal', 'Zumo de limón', '1 pizca de Chile picante', '1 chorro de Salsa inglesa', '1 chorro de Zumo de tomate']",https://www.recetasgratis.net/receta-de-ceviche-de-caracol-42906.html,,['Recetas mexicanas']
pastel de banano y bocadillo,,['1\nPrimero cosina los banos con leche azucar mantequilla azucar y canela despues espera a que se enfrien y aslos pure luego en un resipiente grande mesclas azucar con la manyequilla i luego le pones 3 huevos la arina de trigo agrga el pure de banano y le pones un poco de polvo de ornear y ponlo en un resipiente cubierto de mantequilla i dejalo 40 minutos y disfrutalo.'],"Valoración: 3,7 (13 votos)",,,,Dificultad alta,"['bananos', 'Harina de trigo', 'mantequilla', 'azucar', 'medio pocillo de leche', 'unas 2 cucharadas de canela']",https://www.recetasgratis.net/receta-de-pastel-de-banano-y-bocadillo-42887.html,,
empanada de verduras a lo pobre,,"['1\nCogemos la cebolla los 3 pimientos y los cortamos pequeñitos a modo del frtito de la paella.', '2\nLos ponemos a freir con un chorreon de aceite y su poquito de sal. Cuando este todo fritito con la cebolla dorada ,lo sacamos a un bol el aceite que este escurrido.', '3\nLe echamos las latas de atum sin el aceite,el pimiento morron picadito al gusto y por ultimo le hechamos las 3 cucharadas de tomate de caja y moverlo todo con una cuchara o paleta.', '4\nCogemos la masa quebrada y la colocamos encima del papel de horno dentro de la bandeja del horno como, vendran en dos partes la masa, una la reservamos y utilizamos una para vaciar el contenido del bol.cuando vaciemos el contenido debemos dejar un dedo de ancho bacido por los 4 lados de la masa para a continuancion poner sobre este la otra parte de la masa.', '5\nCerramos los lados con un tenedor a modo de empanadilla presionando. Batimos el huevo entero y con una brocha pintamos la empanada.', '6\nMetemos en el horno a 180 grados a media altura. El tiempo es aproximadamente 15 minutos¡¡ ojo¡¡mirar que se valla dorando al gusto y cuando este se saca del horno dejar enfriar y a comer.']","Valoración: 2,3 (10 votos)",,,,Dificultad baja,"['1 cebolla grande', '3 pimientos grandes', '2 latitas de pimiento morron', '4 lataitas de atun', '3 cucharadas de tomate de caja', '1 huevo', 'sal', 'aceite']",https://www.recetasgratis.net/receta-de-empanada-de-verduras-a-lo-pobre-42823.html,,
Enchiladas Morelianas Mexicanas,,"['1\nPONES A COCER PECHUGAS CON UN PEDAZO DE CEBOLLA Y UN AJO Y SAL AL GUSTO. YA QUE ESTAN LAS DESMENUZAS.', '2\nTAMBIEN PONES A COCER PAPAS Y ZANAHORIA PICADAS EN CUADRITOS.', '3\nCOCES CHILE GUAJILLO Y DESPUES LO MUELES CON UN PEDAZO DE AJO Y CEBOLLA Y UN POCO DE SAL. LUEGO LO CUELAS Y LO PONES EN UN TRASTE.', '4\nYA QUE ESTAN COCIDAS LAS PAPAS Y LAS ZANAHORIA, LAS FRIES CON UN POCO DE ACEITE Y LES AGREGAS UN POQUITO DE CHILE GUAJILLO PARA QUE AGARREN EL SABOR DEL CHILE.', '5\nDESPUES PONES EN UN SARTEN POQUITO ACEITE, YA QUE ESTE CALIENTE METES LA TORTILLA EN EL CHILE Y DESPUES LA PONES EN EL SARTEN YA QUE ESTA LA TORTILLA LE PONES POQUITO POLLO Y LA ENROLLAS.', '6\nDESPUES DE 3 O 4 TORTILLAS QUE YA HICISTE LE PONES LA PAPA Y LA ZANAHORIA ENCIMA, LUEGO LA LECHUGA YA REBANADA.', '7\nLUEGO UNOS PEDACITOS DE JITOMATE Y CEBOLLA PREVIAMENTE REBANADOS LUEGO LE AGREGAS EL QUESO Y LA CREMA AL GUSTO Y PARA FINALIZAR LE PONES UNA RAJITAS DE CHILES ENVINAGRE.']","Valoración: 3,4 (36 votos)",,,,Dificultad media,"['TORTILLAS', 'PECHUGAS DE POLLO', 'CHILE GUAJILLO', 'PAPA Y ZANAHORIA', 'QUESO FRESCO O COTIJA', 'CREMA', 'LECHUGA', 'CEBOLLA', 'JITOMATE', 'CHILES ENVINAGRE']",https://www.recetasgratis.net/receta-de-enchiladas-morelianas-mexicanas-42733.html,,
Ceviche de jalisco,,['1\nMuele el pescado en un molino de mano ponle el jugo de limon dejarlo que se cosa con el limon ya que este cosido le kitas el jugo del limon picas las verduras y sevolla las anades al pescado.'],Valoración: 3 (4 votos),,,,Dificultad baja,"['filetes de pilapia', 'jugo de limones frescos el sufisiente', 'jitomates', 'Cilantro', 'chiles verdes', 'jalapenos']",https://www.recetasgratis.net/receta-de-ceviche-de-jalisco-42711.html,,
"Palmito, champiñon y palta.",,"['1\nPela la palta, parte los palmitos y los champiñones,mesclalo todo y alinea a gusto.']","Valoración: 4,1 (8 votos)",,,,Dificultad media,"['Palta', 'Cghampiñon', 'Palmito', 'Sal', 'Limon']",https://www.recetasgratis.net/receta-de-palmito-champinon-y-palta-42446.html,,
tacos de espagueti,,"['1\nPrimero sepone a coser el espagueti y se le agrega el agua se le ponen las ojas de laurel.', '2\nDespues frie la tortilla.', '3\nY LISTO PARA COMER.']","Valoración: 3,9 (69 votos)",,,,Dificultad alta,"['2 kilos de espagueti', '300 tortillas americanas', '3 litros de agua', '40 gramos de ojas de laurel', '2 caserolas']",https://www.recetasgratis.net/receta-de-tacos-de-espagueti-42429.html,,
Ceviche al estilo mexicano,"El ceviche de pescado es una de las recetas más populares de toda América Latina. Cada una de las regiones aporta su toque especial a este conocido plato, y en esta ocasión te enseñaremos cómo hacer ceviche al estilo mexicano. Se trata de una elaboración muy sencilla y llena de sabor, ¡no te la pierdas!","['1\nComo pescado fresco podemos utilizar mero, tilapia, etc. Cortamos el pescado en cubos de un centímetro aproximadamente y los colocamos en un bol de vidrio.', '2\nSobre el pescado vertemos el jugo de los limones recién exprimido si es posible. Añadimos sal al gusto y revolvemos para que el pescado se impregne del zumo. Tapamos el bol y lo reservamos en el frigorífico durante 4 horas. Durante el periodo de reposo es bueno que revuelvas la mezcla de vez en cuando.', '3\nPicamos finamente la cebolla, los tomates, el chile y el cilantro. Recuerda retirar las semillas de estos productos. Pasado el tiempo de reposo, retiramos el pescado del frigorífico y le añadimos los ingredientes que acabamos de picar, revolvemos.', '4\nVolvemos a reservar en la nevera durante 1 hora más. Pasado este tiempo, servimos el ceviche de pescado blanco en copas, vasos o el recipiente de cristal individual que quieras. Podemos decorar el plato con rodajas de pepino y aguacate.', '5\nEl ceviche al estilo mexicano se puede servir con galletas saladas, totopos de maíz o tostones de plátano. ¡Buen provecho!']","Valoración: 3,3 (3 votos)",4 comensales,6h,Entrante,Dificultad baja,"['350 gramos de Filete de pescado fresco', '1 manojo de Cilantro', '3 unidades de Tomates rojos', '¼ unidad de Cebolla blanca', '3 unidades de Limones (el jugo)', 'Chile habanero al gusto', '1 pizca de Sal', '1 pizca de Pimienta', 'Pepino', 'Aguacate']",https://www.recetasgratis.net/receta-de-ceviche-al-estilo-mexicano-42427.html,,['Recetas mexicanas']
enchiladas morelianas,,"['1\nLos chiles (se doran en aceite sin que se quemen) Licuar con el ajo, la cebolla, los clavos de olor y la pimienta y una pizca de orégano la salsa ya colada.', '2\nPasar las tortilla por el chile y se pone cacerola aceite caliente, (tres 0 4 tortillas).', '3\nAgreguen las papas, y zanahoria ya cocida y picada (porción para una orden) 3 enchiladas pieza de pollo o pollo, desmenuzado se adorna con las hojas de lechuga y chiles jalapeños cebolla en rodajas.', '4\nQueso (canasto cotija o queso fresco) y crema si gusta.']","Valoración: 3,7 (46 votos)",,,,Dificultad media,"['100 gramos de chile juanillo o ancho rojo', '2 pechugas de pollo', '1 onza de vinagre de manzana', 'Pimienta negra', 'Cebolla', 'Ajo', '3 o 4 tortillas', '1 lechuga', 'Orégano', '3 papa', '3 zanahoria', '4 onza de aceite de oliva', 'Crema si gustas']",https://www.recetasgratis.net/receta-de-enchiladas-morelianas-42408.html,,
TAMALES SENCILLOS,,"['1\nBatir la manteca, hasta que cambie de color, se va a poner un como blanquita. Agregar poco a poco e intercaladamente la maseca, caldo de pollo, las 3cdas de polvo de hornear, la 2 cdas de sal, pruebalos de sal, si le hace falta a tu gusto, pole un poco mas.', '2\nSi tienes batidora sencilla usala para la manteca y solo un rato para batir toda la mezcla.', '3\nPara la Salsa VerdeHierve el tomate y los chiles, licua con el cilantro, ajo y cebolla. Frie la salsa con 1 cda de aceite, incorparale 1/2 taza de agua, las ramitas de epazote y el pollo. Ponle sal.Dejalo hervir, que no quede muy espeso.', '4\nToma una hoja de maiz,en la parte mas angosta de la hoja ponle un poco de la salsa y extiendela, ahora ponle la masa y en el centro agregale una cucharada de las grandes de salsa y cierra la hoja de derecha a izquierda y la doblara a la mitad, te debe de quedar juntas los dos extremos de la hoja(la parte mas angosta y la mas grande. Reservalos.', '5\nSi no tienes tamalera usa tu olla express asi gastas menos gas. Ahora pon los tamales y cierra tu olla. Ponlos a cocer por 1 hora, vas a escuchar como se mueven las latas, si dejas de oir el sonio, quiere decir que ya no tiene agua, entonces abre tu olla y colocale un poco mas de agua.', '6\nPara saber si ya estan cocidos los tamales, los tienes que abrir con cuidad, si se les despega facilmente la hoja de el tamal ya estan listos.']","Valoración: 1,5 (38 votos)",,,,Dificultad baja,"['1k de Maseca', '3 tazas de Manteca de cerdo derretida', '3 cucharadas de Polvo de hornear', '2 tazas de Caldo de pollo', '3 cucharadas de Sal', 'Hojas de maiz (hervidas por 15mins)', 'Para la salsa verda', '1/2k Tomate verde', '10 Chiles serranos verdes', 'Cilantro', '3 Dientes de ajo', 'Cebolla', '1/2 Pechuga de pollo cosida y desmenusada', '2 ramitas de Epazote', 'Sal']",https://www.recetasgratis.net/receta-de-tamales-sencillos-42287.html,,
