title,intro,order,votes,comensales,duración,para,dificultad,ingredientes,url,coste,types
Montadito de Rellena de crema de centollo,,"['1\nCortamos el calabacín en rodajas, y las freímos en abundante aceite; seguidamente, las dejamos escurrir en papel absorbente.', '2\nPara elaborar la crema, batimos el queso, el centollo y las anchoas. Forramos un vaso muy pequeño con las rodajas de calabacín.', '3\nRellenamos el molde con la crema y cerramos el recipiente con los bordes del molde.', '4\nIntroducimos el vaso en el frigorífico durante un cuarto de hora y la desmoldamos luego como si fuera un flan.', '5\nLo podemos servir sobre una rodaja de pan tostado.']",,,,,,"['200 gr. de queso blanco', '100 gr. de carne de centollo', '2 anchoas en salazón', '3 calabacines']",https://www.recetasgratis.net/receta-de-montadito-de-rellena-de-crema-de-centollo-31852.html,,
Mejillones rellenos al horno,"Si te gustan los mejillones y quieres prepararlos de un modo diferente, en RecetasGratis.net te enseñamos esta versión de mejillones rellenos al horno. Al no estar fritos, nos ahorramos calorías y disfrutamos de todo el sabor.","['1\nPara preparar los mejillones rellenos al horno, debemos reunir todos los ingredientes.', '2\nLavamos los mejillones con agua fría y quitamos las impurezas. Metemos los mejillones en una olla a temperatura alta, hasta que se abran. Una vez abiertos, sacamos la carne de los mejillones de las conchas y reservamos. Las conchas deben estar bien limpias.', '3\nPicamos y sofreímos la cebolleta y el pimiento rojo. Salpimentamos.', '4\nPicamos la carne de los mejillones y el surimi, y lo agregamos al sofrito. Cocinamos un par de minutos.', '5\nPreparamos la bechamel para los mejillones rellenos al horno. Calentamos tres cucharadas de aceite o mantequilla en una olla, añadimos la harina sin dejar de remover. Pasados 2 minutos agregamos la harina, incorporamos la leche, la sal y la pimienta. Cuando espese agregamos la yema de huevo y mezclamos.', '6\nMezclamos la bechamel con el sofrito, rellenamos las conchas y cubrimos con pan rallado.', '7\nMetemos al horno a 180ºC hasta que se doren. Si os gusta esta receta de mejillones rellenos al horno, podéis probar la receta de mejillones rellenos de gambas. ¡Que disfrutéis!']","Valoración: 3,3 (18 votos)",4 comensales,30m,Entrante,Dificultad baja,"['500 gramos de Mejillones', '½ unidad de Cebolleta', '1 trozo de Pimiento rojo', '8 unidades de Surimi', '1 pizca de Sal', '1 pizca de Pimienta negra molida', '½ taza de Pan rallado', '1 chorro de Aceite de oliva', 'Para la bechamel', '3 cucharadas soperas de Mantequilla', '2 cucharadas soperas de Harina', '2 vasos de Leche', '1 pizca de Sal', '1 unidad de Yema de huevo']",https://www.recetasgratis.net/receta-de-mejillones-rellenos-al-horno-31851.html,,['Recetas al horno']
Fritos de La espiga,,"['1\nLa gamba a la gabardina, el seso y el jamón con chorrera (masa de jamón mezclado con huevo duro) se hacen rebozándolos en una salsa Orly.', '2\nLa milanesa está hecha de jamón de York y queso empanado.', '3\nEl pimiento relleno se hace rellenando un pimiento del piquillo con una bechamel de carne y champiñón.', '4\nDespués se reboza en salsa Orly.']",Valoración: 3 (10 votos),,,,,"['Este Pincho es de fritos variados', 'Cada uno de ellos tiene una elaboración diferente', 'Como ejemplo vayan algunas recetas']",https://www.recetasgratis.net/receta-de-fritos-de-la-espiga-31827.html,,
Mejillones rellenos de gambas,"Los mejillones son moluscos que aportan muchas proteínas y gran cantidad de vitamina B12. Por su buena relación calidad-precio y su bajo contenido en grasa, es un alimento ideal para consumir con frecuencia. Además, tenemos infinitas versiones para comerlos. En RecetasGratis.net te mostramos cómo cocinar estos mejillones rellenos de gambas en pocos pasos.","['1\nPara preparar nuestra receta de mejillones rellenos de gambas lo primero que haremos será reunir todos los ingredientes.', '2\nLavamos los mejillones con agua fría y quitamos todas las impurezas. Metemos los mejillones en una olla a temperatura alta, hasta que se abran. Una vez abiertos, sacamos los mejillones de las conchas y reservamos. Hemos de tener cuidado de que las conchas estén bien limpias.', '3\nHacemos un sofrito con la cebolleta, el pimiento rojo y el ajo. Salpimentamos. Recuerda que debe estar todo bien picadito.', '4\nTroceamos la carne de los mejillones y las gambas, la añadimos al sofrito y agregamos el vino.', '5\nPreparamos la bechamel para los mejillones rellenos de gambas. Calentamos tres cucharadas de aceite o mantequilla en una olla, añadimos la harina sin dejar de remover. Pasados 2 minutos agregamos la harina, incorporamos la leche, la sal y la pimienta. Movemos hasta que quede una salsa bechamel homogénea.', '6\nMezclamos la bechamel con el picadillo de los mejillones y rellenamos las conchas.', '7\nRebozamos los mejillones rellenos de gambas con huevo batido y pan rallado.', '8\nFreímos los mejillones en abundante aceite hirviendo hasta que se doren.', '9\nEspero que disfrutéis de estos buenísimos mejillones rellenos de gambas. Para preparar un aperitivo completo, realiza también unos champiñones rellenos de huevo de codorniz. Si tenéis alguna consulta no dudéis en escribirnos.']",Valoración: 5 (1 voto),4 comensales,45m,Entrante,Dificultad baja,"['500 gramos de Mejillones', '125 gramos de Gambas', '1 unidad de Cebolleta', '½ unidad de Pimiento rojo', '1 chorro de Vino blanco', '1 diente de Ajo', '2 unidades de Huevo', '1 pizca de Pimienta negra molida', '1 taza de Pan rallado', '200 mililitros de Aceite de oliva', '1 pizca de Sal', '3 cucharadas soperas de Mantequilla', '2 cucharadas soperas de Harina', '2 vasos de Leche', '1 pizca de Nuez moscada', '1 pizca de Sal']",https://www.recetasgratis.net/receta-de-mejillones-rellenos-de-gambas-31815.html,,['Recetas españolas']
Montadito de Langostino con salsa rosa,,"['1\nSe cuecen los langostinos.', '2\nPor otra parte se tuesta el pan de molde y se le realiza un círculo con un molde, o con un vaso.', '3\nSe coloca el langostino sobre el pan y se decora con salsa rosa.']",Valoración: 1 (10 votos),,,,,"['Langostino fresco', 'Salsa rosa', 'Pan de molde']",https://www.recetasgratis.net/receta-de-montadito-de-langostino-con-salsa-rosa-31810.html,,
Chipirones encebollados con vino blanco,"Los chipirones son unos cefalópodos que aportan muchas proteínas y poca grasa a nuestra dieta. Son de la familia de los calamares y nos proporcionan mucho hierro, fósforo y vitamina A. Por eso, en esta ocasión os proponemos esta receta de chipirones encebollados con vino blanco en RecetasGratis.net, ya que es una buena manera y muy sabrosa de comer marisco, sobre todo si se trata de los más pequeños de la casa a los que siempre les cuesta más comer pescado o marisco.Si quieres saber cómo hacer unos chipirones encebollados fáciles no tienes más que tomar nota de los siguientes ingredientes y seguir el paso a paso con fotos que ponemos a tu disposición un poco más abajo. ¡Ya verás qué buenos y tiernos están!","['1\nReunimos todos los ingredientes para preparar los chipirones encebollados con vino blanco.', '2\nEn primer lugar, lavamos los chipirones, quitamos la piel y la espina central (llamada pluma), y los cortamos en rodajas. Hay que tener cuidado para que no se rompa la bolsa de tinta y lo manche todo.', '3\nSofreímos las cebolletas y las cebollas rojas cortadas en juliana y el ajo fileteado en una sartén con aceite de oliva. Dejamos pochar hasta que queden transparentes.', '4\nA continuación, añadimos los chipirones cortados en rodajas a la olla y los salteamos durante un par de minutos. Salpimentamos para que los calamares encebollados fáciles estén bien sabrosos.', '5\nEs el momento de agregar el vino blanco a nuestros chipirones encebollados. Cocinamos durante un par de minutos para que se evapore el alcohol.', '6\nLos chipirones encebollados con vino blanco combinan a la perfección con arroz cocido o una buena ensalada como la de brócoli y tomate. ¡Que disfrutéis!']","Valoración: 3,6 (22 votos)",2 comensales,30m,Plato principal,Dificultad baja,"['300 gramos de Chipirones', '½ unidad de Cebolla roja', '1 pizca de Sal', '½ vaso de Vino blanco', '1 chorro de Aceite de oliva', '1 pizca de Pimienta blanca molida', '1 diente de Ajo', '½ unidad de Cebolleta']",https://www.recetasgratis.net/receta-de-chipirones-encebollados-con-vino-blanco-31800.html,,"['Recomendada para perder peso', 'Receta sin lactosa', 'Receta sin azúcar', 'Recetas españolas']"
Pincho Especial,,"['1\nSe elabora la salsa rosa con mahonesa, a la que se añade un poco de Tabasco, salsa perrins, coñac y un poco de tomate casero.', '2\nPara montar el Pincho se unta una rebanada de pan con la salsa rosa.', '3\nSe coloca una gamba en cada extremo y la lechuga en el centro.', '4\nSe cubre todo con salsa rosa y se espolvorea con huevo picado.']","Valoración: 2,8 (11 votos)",,,,,"['Lechuga en juliana', 'gambas cocidas', 'salsa rosa', 'huevo picado']",https://www.recetasgratis.net/receta-de-pincho-especial-31792.html,,
Langostino vinagreta,,"['1\nCocer las colas de langostinos con agua y sal, durante 5 minutos (según tamaño).', '2\nPelar y preparar la salsa vinagreta con los ingredientes mencionados.']","Valoración: 3,4 (19 votos)",,,,,"['Aceite de oliva', 'Vinagre', 'Ajo', 'Perejil', 'Pimiento', 'Colas de langostinos']",https://www.recetasgratis.net/receta-de-langostino-vinagreta-31777.html,,
Revuelto de gibelurdiñas,,"['1\nSe pican los langostinos y las gibelurdiñas y se saltean con ajo.. Se agrega un huevo y un poco de nata y se cuaja un poco.', '2\nSe vierte esta mezcla sobre un soporte de hojaldre y se decora con unas colas de langostinos y unos huevos de codorniz.']",,,,,,"['Gibelurdiñas', 'Hojaldre', 'Langostinos', 'Huevos', 'Nata', 'Huevos de codorniz']",https://www.recetasgratis.net/receta-de-revuelto-de-gibelurdinas-31775.html,,
Montadito de Pastel de mejillón,,"['1\nPreparamos un sofrito con la cebolla y el pimiento picados.', '2\nMezclamos con el mejillón cocido y troceado.', '3\nPor otra parte, batimos los huevos con la nata y lo unimos al sofrito anterior.', '4\nSalamos todo.', '5\nUntamos un molde de horno con margarina, echamos en él la mezcla y lo metemos al baño María en el horno a 210º durante una hora.', '6\nSe sirve en pan de molde.']",,,,,,"['Mejillón', 'pimiento verde y rojo', 'cebolleta', 'cuatro huevos', 'nata', 'margarina', 'sal']",https://www.recetasgratis.net/receta-de-montadito-de-pastel-de-mejillon-31738.html,,
Chopitos,,"['1\nSe trocea el pimiento, la cebolla, el huevo, la aceituna, y el tomate. Se sala y se pone a pochar en una cazuela.', '2\nDespués, se añaden pedazos de calamar bien limpios. Con esta salsa, se rellenan los cuerpos de los calamares y se rebozan.', '3\nLa salsa que nos sobra la pasamos por el chino y la usamos de fondo para la banderilla.']","Valoración: 3,5 (10 votos)",2 comensales,45m,,Dificultad baja,"['Calamares', 'Pimiento verde', 'Pimiento rojo', 'Cebolla', 'Huevo cocido', 'Aceitunas', 'Tomate']",https://www.recetasgratis.net/receta-de-chopitos-31716.html,,[]
Montadito Zumaia,,"['1\nSe desmiga la chatka, y se mezcla con la mahonesa y se coloca sobre pan tostado, dejando un espacio libre para poner un trozo de salmón.', '2\nEncima de éste se echa cebolla picadita con unas gotas de limón y un poco de pimentón picante.']",,,,,,"['Chatka', 'mahonesa', 'salmón ahumado', 'pan de molde', 'limón', 'cebolla.']",https://www.recetasgratis.net/receta-de-montadito-zumaia-31692.html,,
Delicia marina,,"['1\nSe trocea la chatka muy menuda y se mezcla con la mahonesa; se extiende sobre el pan y se esparce la clara rallada por encima; a continuación, se hace lo mismo con la yema y para finalizar se coloca el langostino, ya pelado, a lo largo.']",Valoración: 3 (4 votos),,,,,"['Chatka (palitos con sabor a cangrejo)', 'mahonesa', 'huevo cocido', 'langostino', 'rodaja de pan']",https://www.recetasgratis.net/receta-de-delicia-marina-31678.html,,
Chipirón troceado en su tinta,,"['1\nSe limpian bien los chipirones, se cortan en tiras finas, salteándolos con un poco de aceite y ajo hasta que se doren.', '2\nEn una cazuela ponemos aceite, ajo, cebolla, pimiento verde picado y dejamos que se rehoguen.', '3\nSe le añade un poco de tomate, vino blanco y fumet y se deja cocer.', '4\nCuando esté cocido, se pasa todo por el túrmix y un colador fino.', '5\nSe añaden las tintas del chipirón.', '6\nSe sazona todo, se mezclan los chipirones y la salsa y se deja hervir unos diez minutos.']",,,,,,"['Chipirón grande', 'Ajo', 'Cebolla', 'Pimiento verde', 'Tomate', 'Aceite', 'Vino blanco', 'Fumet', 'Arroz', 'Sal', 'Perejil']",https://www.recetasgratis.net/receta-de-chipiron-troceado-en-su-tinta-31610.html,,
Pincho Mari José,,"['1\nSe pican la chatka, la lechuga y el jamón y se mezclan con la mahonesa.', '2\nLo colocamos sobre el pan de molde tostado y lo partimos en cuatro partes, de modo que tengamos cuatro Pinchos.']",,,,,,"['Pan de molde', 'chatka', 'lechuga', 'jamón de York', 'mahonesa de leche']",https://www.recetasgratis.net/receta-de-pincho-mari-jose-31598.html,,
Mejillón relleno,,"['1\nSe pocha la cebolla en aceite y mantequilla.', '2\nSe echa el resto de los ingredientes y se realiza una bechamel.', '3\nSe deja enfriar y se rellenan las cáscaras con la masa.', '4\nSe empana y se fríe en abundante aceite caliente.']",Valoración: 3 (9 votos),,,,,"['Mejillón', 'Pimiento', 'Huevo cocido', 'Mantequilla', 'Cebolla', 'Leche', 'Harina', 'Sal', 'Aceite de oliva']",https://www.recetasgratis.net/receta-de-mejillon-relleno-31562.html,,
Pincho Basque,,"['1\nSe enrollan en una loncha de bacon una gamba pelada y pimiento de piquillo.', '2\nSe atraviesa todo con un palillo para que no se suelte y se fríe en abundante aceite caliente.', '3\nSe sirve caliente.']",Valoración: 3 (1 voto),,,,,"['Bacon', 'pimiento del piquillo', 'gamba']",https://www.recetasgratis.net/receta-de-pincho-basque-31563.html,,
Pincho de chatka y gambas,,"['1\nSe pica el chatka y se mezcla con la mahonesa.', '2\nSe monta sobre una rebanada de pan y se adorna con una gamba cocida pelada.']",Valoración: 3 (10 votos),2 comensales,15m,Entrante,Dificultad baja,"['Chatka', 'Mahonesa', 'Gambas cocidas', 'Pan']",https://www.recetasgratis.net/receta-de-pincho-de-chatka-y-gambas-31561.html,,[]
Calamares fritos rebozados,,"['1\nLimpiar el calamar y cortar en anillos. Pasar por la harina, sacudiendo un poco ésta. Freír a 250 grados y una vez que estén algo doraditos, retirar para servir con un trocito de limón.']","Valoración: 3,4 (19 votos)",,,,,"['2 kilos de calamar fresco', 'harina']",https://www.recetasgratis.net/receta-de-calamares-fritos-rebozados-31512.html,,
ALMEJAS AL JEREZ,,"['1\nPoner durante unas horas las almejas en agua fría y sal gruesa. Picar en trozos muy finos la cebolla, el ajo y el perejil.', '2\nPoner una sartén con aceite, añadir los ajos, la cebolla y el perejil. Cuando la cebolla comience a ponerse transparente, añadir las almejas.', '3\nCuando las almejas comiencen a abrirse, agregar el jerez. Esperar a que la salsa reduzca un poco y quitar del fuego. Servir con unas rodajas de limón.']","Valoración: 3,5 (13 votos)",,,,,"['750 g de almejas o coquinas', 'aceite', 'sal', 'perejil', '125 ml de jerez', '2 cebollas hermosas', '4-5 dientes de ajos']",https://www.recetasgratis.net/receta-de-almejas-al-jerez-29899.html,,
CALAMARES REBOZADOS CON SALSA DE ALCAPARRAS,,"['1\nPicar el ajo con perejil bien fino y mezclar con los anillos de calamar.', '2\nAñadir sal y pimienta y mezclarlo bien.', '3\nTapar con papel de aluminio y mantener en la nevera.', '4\nBatir en un cuenco las yemas con la mostaza.', '5\nIncorporar el aceite poco a poco sin dejar de batir y cuando la salsa tenga consistencia de mayonesa, añadir la nata y la sal.', '6\nPicar la cebolleta y las alcaparras y mezclar con la mayonesa.', '7\nAñadir el tabasco y reservar en un cuenco en la nevera.', '8\nServir como acompañamiento.', '9\nEn un cuenco mezclar los huevos batidos con la cerveza; agregar la harina poco a poco y después la leche y el agua, hasta lograr una crema bien espesa sin grumos.', '10\nSalar ligeramente y dejar reposar en frío durante 20 minutos.', '11\nPoner una sartén con aceite a calentar; pasar cada anillo por la pasta y freír en aceite bien caliente en pequeñas tandas.', '12\nEscurrir sobre papel absorbente y servir alrededor de la crema de alcaparras.']","Valoración: 3,5 (14 votos)",,,,,"['500 g anillos de calamar', '2 huevos', '350 g harina de fritura aproximadamente', '1 chorrito de cerveza', 'Un vaso mitad leche y mitad agua', 'Perejil fresco', '1 diente de ajo', 'Sal', 'Pimienta', 'Aceite para freir', 'Para la crema', '2 cucharadas alcaparras', '1 cebolleta', '2 yemas de huevo', '1 cucharada mostaza', '100 ml aceite', '2 cucharadas nata agria', 'Gotas de tabasco', 'Sal']",https://www.recetasgratis.net/receta-de-calamares-rebozados-con-salsa-de-alcaparras-29856.html,,
PULPO CON ARROZ A LA CAZUELA,,"['1\nPoner una olla con dos litros de agua a cocer con sal y laurel. Cuando hierva, asustar el pulpo dos veces, es decir, introducirlo en el agua y retirarlo hasta dejarlo la tercera vez, cociendo durante 30-40 minutos aproximadamente a fuego medio. Dejarlo en el agua, una vez cocido, durante 15 o 20 minutos fuera del fuego.', '2\nPelar las cebollas, la zanahoria y el ajo; picar en cubitos muy menudos y ponerlos en una cazuela con el aceite a sofreír, lentamente; mientras removerlo con una cuchara de madera.Echar las pasas y continuar removiendo unos minutos. Cuando el sofrito esté transparente, añadir el arroz y darle unas vueltas para rehogarlo bien con el aceite. Añadir sal y pimienta.', '3\nAñadir 1 litro del caldo de cocción del pulpo al arroz, dejándolo cocer a fuego mediano durante 15 minutos aproximadamente. Unos minutos antes de retirarlo del fuego se mete el pulpo troceado con tijeras. El arroz debe quedar caldoso y de color oscuro (por el color del pulpo). Se sirve en la misma cazuela y espolvoreado con perejil picado.']","Valoración: 3,7 (16 votos)",,,,,"['1 pulpo pequeño (puede ser congelado)', '250 g arroz', '2 cebollas', '1 diente de ajo', '1 zanahoria', '50 g pasas', '40 ml aceite', '2 hojas de laurel', 'perejil', 'sal y pimienta']",https://www.recetasgratis.net/receta-de-pulpo-con-arroz-a-la-cazuela-29853.html,,
