title,intro,order,votes,comensales,duración,para,dificultad,ingredientes,url,coste,types
Salpicon De Lechuga,,"['1\nPique muy fina la lechuga y mézclela con la zanahoria picada, el huevo duro y la carne; aliñe con sal, limón y aceite a gusto. También se puede hacer con atún en tarro. Puede adornar con mayonesa.']",,,,,,"['1/2 lechuga(s)', '1 zanahoria(s) cocida', '1 huevo(s) duro', '1 taza(s) carne cocida ( puede ser restos del asado)', 'Sal limón y aceite a gusto']",https://www.recetasgratis.net/receta-de-salpicon-de-lechuga-46458.html,,
Ensalada De Repollo Con Crema,,"['1\nSepare las primeras cuatro ó cinco hojas del repollo y resérvelas; pique el resto en tiritas bien finas hasta obtener 4 tazas. En un tazón grande, mezcle con cuidado los ingredientes. Tápelo y refrigérelo por lo menos 30 minutos antes de servir. Recubra la ensalada con las hojas de repollo que reservó y sirva la ensalada sobre ellas.ADEREZO DE MAYONESA Y LECHEEn un recipiente pequeño mezcle bien: 1 taza de mayonesa, 2 cucharadas de leche, 2 cucharadas de vinagre o jugo de limón, 1 cucharadita de azúcar, 3/4 cucharadita de sal, 1/4 cucharadita de pimentón y 1/4 cucharadita de pimienta.']",,,,,,"['1/2 repollo(s)', '1/2 taza(s) apio picado en trocitos', '1 pimiento(s) verde cortado en tiritas finas', '2 cucharadita(s) cebolla(s) picadita', '1/2 taza(s) zanahoria(s) picada finita', '1/4 taza(s) rábanos picados en ruedas', 'Aderezo(s) de mayonesa y leche']",https://www.recetasgratis.net/receta-de-ensalada-de-repollo-con-crema-46457.html,,
Ensalada De Papas con pepinillos,,"['1\nCueza las papas con el hollejo en agua con sal. Deje enfriar, pele y corte en cuadrados pequeños.Pique los pickles muy finos y agréguelos a las papas. Mezcle todo muy bien con mayonesa y aliñe con sal. Espolvoree perejil picado finito.']",,,,,,"['1 kg papa(s)', '1 bolsa(s) pickles surtidos', '3 cucharada(s) mayonesa', '1 cucharadita(s) perejil', 'Sal a gusto']",https://www.recetasgratis.net/receta-de-ensalada-de-papas-con-pepinillos-46376.html,,
Ensalada De Lehuga Con Choclo Y Arvejas,,"['1\nLave bien la lechuga córtela y échela a una ensaladera junto con los choclos y las arvejas. Aliñe con sal, aceite y jugo de limón a gusto.']",,,,,,"['1/2 lechuga(s)', '1 taza(s) choclo(s) cocidos', '1 taza(s) arvejas cocidas', 'Aceite y sal y jugo de limón a gusto']",https://www.recetasgratis.net/receta-de-ensalada-de-lehuga-con-choclo-y-arvejas-46365.html,,
Repollo con mayonesa,,"['1\nPara preparar el repollo, corta el tronco y separa las hojas. Desecha la parte más dura del centro de las hojas más exteriores. Corta todo en tiras de un dedo de ancho aproximadamente.', '2\nLava todo muy bien usando un escurridor y lleva el repollo a una olla con agua hirviendo y sal. Utiliza una espumadera para sumergir por completo el repollo, tapa la olla y deja cocer unos 30 minutos hasta que esté tierno.', '3\nAparte prepara la mayonesa con huevo y aceite. Si quieres saber en detalle como prepararla revisa la receta de mayonesa casera. También cuece las patatas en agua hirviendo y córtalas en tiras o cuadros pequeños.', '4\nUna vez cocido el repollo se escurre muy bien y se deja reposar hasta que tome temperatura ambiente. Lo mismo con las patatas. Luego se cubre todo con la mayonesa y se revuelve bien.', '5\nSirve la ensalada de repollo con mayonesa y decora con los tomates en rodajas y un poco más de mayonesa. Esta ensalada fría es un acompañante perfecto para cualquier tipo de platos o incluso, puedes utilizarla como ingredientes para hotdogs o hamburguesas.']",,4 comensales,15m,Entrante,Dificultad baja,"['1 pizca de Sal', '4 unidades de Patata', '4 unidades de Tomate', '2 unidades de Repollo tierno']",https://www.recetasgratis.net/receta-de-repollo-con-mayonesa-46267.html,,['Recomendada para vegetarianos']
Ensalada César original,"La ensalada César original es una de las ensaladas más conocidas en todo el mundo. Normalmente, pensamos que la ensalada César llevan pollo, pero todo lo contrario, la ensalada César tradicional no lleva pollo a la plancha, y se llama así en honor al nombre de su inventor, César Cardini. En esta receta de RecetasGratis.net te vamos a enseñar a hacer una ensalada César original de una manera fácil y rápida. Pero si quieres innovar y hacer una ensalada César con camarones para variar, no dudes en visitar este artículo también.","['1\nPara preparar esta receta, lo primero que tienes que hacer es lavar y secar las hojas de lechuga y de la rúcula, y ponerlas en una ensaladera troceándolas con las manos. Después corta en daditos el pan de molde para hacer los crutons o picatostes.\nTruco: Puedes quitarle la corteza al pan de molde si no te gusta.', '2\nMachaca el diente de ajo en un mortero con un poco de sal y añade 3 cucharadas de aceite. Mézclalo un poquito, cuela el aceite y pon un poco más de aceite en una sartén para freír.', '3\nLuego calienta el aceite y fríe los daditos de pan de molde o picatostes durante un par de minutos o hasta que estén dorados. Escurre el aceite sobrante en un papel absorbente de cocina y ponlos en la ensaladera sobre las hojas de lechuga y rúcula.', '4\nDespués hierve los huevos durante unos 12 minutos en una olla con agua hirviendo y aprovecha para rallar el queso parmesano.', '5\nAhora mezcla todos los ingredientes de la salsa césar casera de esta manera: primero mezcla todos los ingredientes, incluidas las anchoas picadas si las quieres poner, y por último, emulsiónalo todo con el aceite de oliva.', '6\nPara acabar ralla o corta los huevos en trocitos y ponlos en la ensaladera, luego espolvorea el queso parmesano rallado por encima y después aliña la ensalada con la salsa césar casera. ¡Y listo!']","Valoración: 3,8 (5 votos)",2 comensales,15m,Entrante,Dificultad baja,"['200 gramos de Lechuga', '200 gramos de Rúcula', '1 diente de Ajo', '2 unidades de Huevo', '30 gramos de Pan de molde', '30 gramos de Queso parmesano', '1 cucharadita de Sal', '1 pizca de Pimienta negra molida', '2 unidades de Anchoas (opcional)', '⅓ taza de Aceite de oliva', '½ unidad de Limón (zumo)', '1 cucharada sopera de Salsa Worcestershire o salsa inglesa', '1 cucharadita de Mostaza']",https://www.recetasgratis.net/receta-de-ensalada-cesar-original-46041.html,,[]
ENSALADA TIBIA DE HIGADITOS DE POLLO,,"['1\nMojar los higaditos con el Vino de Oporto y el Brandy, ponerlo en un recipiente y taparlo de leche.Guardarlo para una semana en el frigorífico procurando remover los higaditos, por lo menos una vez al día, con una cuchara de madera.En el momneto de utilizarlos se prepara la ensalada en el fondo de los platos, se pone a gusto de sal y pimienta.Con mantequilla en una sarten, se saltean los higaditos bien escurridos y, sin que se pasen de fritura se reparten encima de la ensalada.En la misma sarten, con el engrudo dejado por los higaditos se flambea Vino de Oporto y se liga como si fuera una salsa y se napa las ensaladas con ella.']",,,,,Dificultad baja,"['Higaditos de Pollo desnervados y limpios', 'Leche entera', 'Vino de Oporto', 'Brandy', 'Mantequilla', 'Ensalada variada a gusto']",https://www.recetasgratis.net/receta-de-ensalada-tibia-de-higaditos-de-pollo-45607.html,,[]
ensalda de surimi economica,,"['1\nPica el surimi en cuadritos pequeños tambien pica la cebolla y el cilantro.', '2\nRevuelve y mezcla con muy poca mayonesa acompaña con galletas saladas.']","Valoración: 4,5 (24 votos)",,,,Dificultad alta,"['surimi', 'cebolla', 'mayonesa', 'cilantro']",https://www.recetasgratis.net/receta-de-ensalda-de-surimi-economica-44668.html,,[]
Ensalada de Kani Kama,,"['1\n1. Mezclar los ingredientes del aderezo y llevarlo a la heladera.', '2\n2. Mezclar los trozos de kanikama con los tomates cherry, el apio, el ají, la cebolla de verdeo y la mitad del aderezo .', '3\n3. Dejar enfriar en la heladera durante 1 hora.', '4\n4. Servir la ensalada y el resto del aderezo por separado.']",Valoración: 5 (9 votos),,,,Dificultad baja,"['para 5 Porciones', '3 tazas (400 g ) de kanikama cortados en cubitos', '250 g de tomates cherry cortados por la mitad', '1 taza de apio cortado en rodajitas', '1/4 de taza de ají verde cortado en cubitos .', '2 cucharadas de cebolla de verdeo picada fino', '1/2 taza de mayonesa de soja', '7 cucharadas de leche descremada', '2 cucharadas de jugo de limón', 'Sal', 'pimienta']",https://www.recetasgratis.net/receta-de-ensalada-de-kani-kama-44151.html,,
Ensalada de manzana verde y queso,"Sigue con atención las instrucciones para preparar una rica ensalada de manzana con zanahoria, pasas, piña y además de todo esto, un aderezo hecho de crema y queso.Las ensaladas frescas como esta, son ideales para servir como guarnición de platos más pesados, son la combinación ideal y es por eso que son tan populares. Por otro lado, al tratarse de un plato frío, también lo puedes preparar sin problemas para llevar o guardar en un tupper para disfrutar un día de playa o pic-nic.A la ensalada de manzana verde y queso también le pondremos un toque crujiente de nueces y no querrás dejar de hacerla una vez la pruebes.","['1\nReuniones todos los ingredientes en la mesa de trabajo y empezamos por picar las manzanas en a cuadros, sin pelarlas pero después de haberlas lavado muy bien.Por otro lado, escurrimos la piña reservando el almíbar de la lata y rallamos todas las zanahorias.', '2\nAparte, para hacer la crema de la ensalada, debemos batir el queso panela junto con la crema y la mayonesa. El resultado debe ser una mezcla ligeramente espesa sin grumos, a esta mezcla le añadiremos el almíbar de piña para rebajarla al gusto.', '3\nCon todo ya a punto, solo nos queda mezclar bien todos los ingredientes en un bol. Añada las pasitas al final y reserva en la nevera hasta el momento de servir.Las nueces las usaremos para decorar los platos.', '4\nSirve la ensalada de manzana verde y queso y disfruta en grande. Esta ensalada fresca es un complemente ideal para platos contundentes, como por ejemplo el pavo relleno de Navidad o un solomillo Wellington. No olvides que siempre puedes combinar ingredientes a tu gusto y valerte de colores para la presentación, como en este caso que hemos servido nuestra ensalada con zanahoria sobre una base de rúcula verde.']",Valoración: 5 (1 voto),10 comensales,10m,Acompañamiento,Dificultad baja,"['10 Manzanas verdes', '1 lata de Piña en rodajas', '2 tazas de Nueces troceadas', '½ kilogramo de Queso panela', '½ litro de Crema de leche espesa o Nata (tipo Alpura)', '4 cucharadas soperas de Mayonesa', '8 Zanahorias', '2 tazas de Pasitas']",https://www.recetasgratis.net/receta-de-ensalada-de-manzana-verde-y-queso-44133.html,,[]
"ensalada de manzana ,fresa y piña",,"['1\nSe corta la fruta en trozos pequeños luego se mezcla la crema ,la lechera y un poco del jugo en almibar y por ultimo se ponen las nueces, pasas y el coco y listo para servir.']",,,,,Dificultad baja,"['12 manzanas', '1/2 lata de piña en almibar', '1/4 de fresas', 'nuecez al gusto', 'pasas al gusto', '150 gr. coco', '1 lata de lechera grande', '2 cucharadas de crema normal']",https://www.recetasgratis.net/receta-de-ensalada-de-manzana-fresa-y-pina-44097.html,,[]
ensalada de pomelo,,"['1\n1- Cortar la cebolla en rodajas finas', '2\n2- Hervir esta cebolla en vinagre hasta que este cocida, escurrir y secar en lienzo.', '3\n3- Pelar los pomelos, sacar la piel y las semillas, cortar por la mitad.', '4\n4- En una ensaladera plana, colocar las cebollas, cubrir con los gajos de pomelo, dejando algunos para decorar.', '5\n5- Armar una mayonesa con el aceite, cubrir la preparación anterior, acomodar los gajos de pomelo restantes.', '6\n6- Formar una flor con la cascara de pomelo y rodear con tozos de aceituna negra.', '7\nServir bien frio, e ideal para acompañar carnes de parrilla.']","Valoración: 4,3 (14 votos)",,,,Dificultad media,"['Cebolla', 'Pomelo', 'Vinagre', 'Aceitunas Negras']",https://www.recetasgratis.net/receta-de-ensalada-de-pomelo-44064.html,,[]
Ensalada de cangrejo y yogurt,,"['1\nPreparamos un aderezo con el yogur, una cucharada de mayonesa, media cucharada de mostaza, una pizca de sal y una pizca de pimienta.', '2\nTroceamos la lechuga en tiras, los tomates en cubos, agregamos los palitos de cangrejo y aderezamos al servir.']","Valoración: 4,7 (11 votos)",2 comensales,15m,Entrante,Dificultad baja,"['1 paquete de Palitos de cangrejo', '1 unidad de Lechuga', '1 unidad de Tomate', '1 tarro de Mayonesa', '1 tarro de Yogurt natural', '1 tarro de Mostaza', '1 pizca de Sal', '1 pizca de Pimienta']",https://www.recetasgratis.net/receta-de-ensalada-de-cangrejo-y-yogurt-44055.html,,[]
Ensalada de endivias,,"['1\nSe corta la parte de abajo de las endibias y se desechan las primeras hojas lavando el resto de las hojas, se escurren bien.', '2\nSe trocean y se depositan en una ensaladera se les añade las nueces, la manzana pelada y cortada en cuadraditos.', '3\nSe condimenta con el aceite, el vinagre y la sal.', '4\nSe sirve inmediatamente.']","Valoración: 4,6 (11 votos)",,,,Dificultad baja,"['2 cucharadas de aceite vegetal', '350 gr. de endivias', '100 gr. de nueces peladas', '1 pizca de sal', '1 cucharada de vinagre', '1 manzana reineta']",https://www.recetasgratis.net/receta-de-ensalada-de-endivias-43917.html,,[]
Ensalada de rábanos a la crema,,"['1\nLavar los rabanitos y cortarlos en rodajas muy finas.', '2\nMachacar el ajo con la nata líquida.', '3\nSalpimentar y agregar el zumo de limón y el cebollino finamente picado.', '4\nMezclar.', '5\nServir frío.']",,,,,Dificultad baja,"['1 diente de ajo', '200 gr. de cebollino', '1 limón', '250 ccs. de nata líquida', '1 pizca de pimienta', '500 gr. de rabanos o rabanitos', '1 pizca de sal']",https://www.recetasgratis.net/receta-de-ensalada-de-rabanos-a-la-crema-43905.html,,[]
Ensalada de Navidad,"Esta ensalada elegante para Navidad es una elaboración sencilla, rápida y deliciosa, muy saludable e ideal para aquellas personas que siguen una dieta o, simplemente, quieren cuidar su figura alimentándose de forma equilibrada. De esta forma, servirás una ensalada de Navidad cargada de sabores muy beneficiosa para el organismo, para favorecer la digestión tras el consumo del resto de platos más copiosos.No te pierdas cómo hacer ensalada de Navidad. Sigue leyendo en RecetasGratis.","['1\nPara empezar con la receta de ensalada de Navidad, primero debes lavar y cortar la escarola. Luego, colócala sobre un paño seco y sacude para secarla.', '2\nDespués, incorpora la escarola al recipiente y añade los granos de la granada limpia y la manzana previamente pelada y cortada en dados.', '3\nPrepara una vinagreta mezclando bien el vinagre con el aceite, sal y pimienta al gusto. Si lo prefieres, puedes preparar una vinagreta de naranja o de mostaza. ¿Qué te está pareciendo esta ensalada de manzana y granada?', '4\nSazona la ensalada de escarola y granada con la vinagreta y sírvela como acompañamiento del pavo relleno. ¿Qué te ha parecido esta ensalada navideña? ¡Déjanos en los comentarios tu opinión!']","Valoración: 4,5 (60 votos)",2 comensales,15m,Acompañamiento,Dificultad baja,"['1 pizca de sal', '4 cucharadas soperas de aceite de oliva', '1 granada', '1 manzana', '1 pizca de pimienta blanca molida', '1 cucharada sopera de vinagre', '1 escarola']",https://www.recetasgratis.net/receta-de-ensalada-de-navidad-43899.html,,['Recomendada para perder peso']
Ensalada de espinacas crudas,"Aprende paso a paso cómo hacer una rica ensalada de espinacas crudas, una receta sencilla con huevos cocidos, bacon y un poco de pan tostado... ¡buenísimo!Las ensaladas verdes siempre vienen bien, ya sea para servir de entrante o para comer durante la cena. En este caso, RecetasGratis.net te ofrece una receta sencilla para que descubras cómo combinar espinacas crudas y crear una plato exquisito ¡en menos de 10 minutos!","['1\nComo ves, según la lista de ingredientes, en esta receta de ensalada usaremos huevos cocidos. Para hacerlos, debes calentar una cazo con agua y los huevos dentro, una vez rompa el hervor, esperar 10 minutos y retirar.\nTruco: Puedes añadir un chorrito de vinagre en el agua para que sea mucho más fácil pelar la cáscara.', '2\nPasa los huevos cocidos por agua fría y elimina toda la cáscara. Luego corta en trozos pequeños o rodajas finas.El cálculo para nuestra ensalada de espinaca cruda es de un huevo por persona, pero puedes variarlo al gusto.', '3\nPor otro lado, cortar el bacon en tiras o cuadritos y cocinar en una sartén, sin aceite, hasta que este crujiente.No hace falta añadir aceite para cocinar bacon, ya que este suelta su propia grasa, también recuerda que lo puedes dejar más o menos crujiente según el gusto.', '4\nYa pata terminar con los ingredientes, lava muy bien las hojas de espinacas y trocea con las manos. La idea es dejar trozos de espinacas del tamaño de un bocado, para que sea más fácil comer la ensalada.', '5\nPara armar la ensalada coloca una base de espinacas en cada plato, luego añade encima una porción de huevo, bacon, picatostes y termina espolvoreando un poco de pimentón y exprimiendo un poco de limón por encima.', '6\nY de esta forma tan fácil ya puedes disfrutar de una rica ensalada de espinacas crudas. Aunque el limón es aderezo suficiente, también puedes usar otros aliños como por ejemplo:Salsa César caseraVinagreta de naranjaAderezo miel y mostaza']","Valoración: 3,5 (39 votos)",2 comensales,15m,Entrante,Dificultad baja,"['1 manojo de Espinacas', '50 gramos de Bacon', '1 Limón', '2 Huevo cocido', '1 puñado de Picatostes', '1 pizca de Pimentón en polvo']",https://www.recetasgratis.net/receta-de-ensalada-de-espinacas-crudas-43264.html,,[]
Ensalada de Coditos a la Coatzacoalcos,Esta es una ensalada típica de Mexico y esta muy rica. Los coditos son una pasta que sirve para hacer ensaladas que están muy ricas.,"['1\nSe ponen a cocer 2 bolsitas de coditos con 1 diente de ajo, media cebolla y un poquito de sal.', '2\nCuando esté cocida la pasta se saca y se hecha en un colador grande y se le hecha agua de la llave fria, para que se detenga la coccion.', '3\nSe escurre bien y se pone en una ensaladera, se le hecha 2 cucharadas grandotas de mayonesa de su preferencia, a mi me gusta mackorni.', '4\nLuego se le pone la piña, el jamón y se integra todo, se le pone la crema y se integra.', '5\nSi se desea antes de ponerle la crema se le puede poner un poquito de sal. Y buen provecho.', '6\nYo la acompaño con carne polaca o con pollito horneado, o cochinita pibil y un espaguetti, esa es mi cena de navidad.']","Valoración: 3,4 (34 votos)",4 comensales,30m,,Dificultad baja,"['2 bolsitas de coditos', '1 diente de ajo', 'Media cebolla', 'Un poquito de sal', '3 rodajas gruesas de jamón', '1 lata de piña en almibar y en cuadritos', '1 lata de media crema nextlé o de su preferencia']",https://www.recetasgratis.net/receta-de-ensalada-de-coditos-a-la-coatzacoalcos-42978.html,,['Recetas mexicanas']
