url,ingrediants,steps,title,uuid
https://elgourmet.com/recetas/torta-troncha-toro/,Bizcocho  Aceite 375 Ml   Azúcar 500 g   Chocolate De Taza Derretido 100 g   Huevos 3 Unidades   Esencia de vainilla 15 c.c.   Harina 375 g   Jugo De Limón 15 cc.   Leche 375 Ml   Polvo Para Hornear 14 g   Cacao 86 g  Crema  Maicena 65 g   Margarina 12 g   Cacao en polvo 45 g   Leche 1/2 lt   Azúcar 100 g   Arequipe 300 g ,"PREPARACIÓN DEL BIZCOCHO Preparar un buttermilk, para eso debemos mezclar la leche con el jugo de limón. Unir a parte, en un bowl los huevos y el azúcar, cremar con la batidora hasta que tenga consistencia de crema y después agregar poco a poco el aceite. Cuándo la mezcla se vea homogénea, agregar la esencia y continuar batiendo. Unir los ingredientes secos previamente tamizados : la harina, el cacao y el polvo para hornear. Agregar poco a poco a la mezcla los ingredientes secos y el buttermilk alternandolos entre sí y luego batir hasta obtener una mezcla suave y sin grumos. Agregar 100 g de chocolate derretido. Verter la mezcla en dos moldes de 20 cm previamente engrasados y con papel encerado en el fondo. Hornear a 160°C por aprox. 45 minutos. ARMADO Una vez listos ambos bizcochos, colocar el primero y rellenarlo con la crema de chocolate. Cuando se haya expandido uniformemente la crema, se procede a colocar encima el otro bizcocho. Por último, cubrir toda la torta con la crema de chocolate. CREMA TRONCHA TORO Colocar en una olla todos los ingredientes previamente licuados o batidos (colar para evitar grumos). Llevar a fuego medio mezclándolos con una paleta o un batidor manual hasta que tenga una consistencia de crema espesa. Agregar la margarina al espesar, revolver bien hasta diluir la margarina, retirar del fuego y dejar enfriar tapando la crema con un plástico para que no se le forme una capa dura.",Torta troncha toro,1b8ed9a7-07d9-4ddc-95b6-5a92f70936a4
https://elgourmet.com/recetas/flan-de-cacao/,Caramelo  Eritritol 200   Gramos  Decoración  Chocolate 80% sin azúcar c/n   Flores comestibles  c/n   Frutos rojos  c/n  Flan  Cacao 1/4 Taza   Leche evaporada de almendras  50  Gramos   Vainilla  1 cdta   Crema para batir sin azúcar  200  Gramos   Huevos  4 Unidades   Eritritol  100  Gramos ,"  Caramelo   Colocar en una olla el eritritol y a fuego alto formar el caramelo.   Verter en el molde del flan y reservar.     Flan   Verter en la licuadora los huevos,   seguidos de la crema,   la leche evaporada de almendras,   la vainilla,   el cacao y el ertitritol.   Mezclar todo muy bien.   Verter la mezcla en el molde del flan.   Cocinar a baño maria a 180°C por 1 hora.   Retirar del fuego y dejar enfriar.   Refrigerar 2 horas,   desmoldar y adornar con chocolate y frutos rojos.  ",Flan de Cacao,6da3701f-a499-4069-898e-7f8d2772126d
https://elgourmet.com/recetas/fideos-frios-de-batata/, Pepino Japonés 3 Unidades   Maní Tostado  20 g   Cebolla morada  1/2  unidad   Fideos batata  200 g  Salsa 1  Ajo 2 Dientes   Chiles (rodajitas)  2 Unidades   Aceite de maíz  1/2 Taza   Aceite de sésamo  1 Cucharada   Planta de Verdeo  1/2  unidad  Salsa 2  Salsa de soja clara 2 Cucharadas   Salsa De Hongos  1 Cucharada   Vinagre Negro Chino  2 Cucharadas   Azúcar  2 Cucharadas   Agua  3 Cucharadas ,"  Salsa     Parte 1   Cortar chile y cebolla de verdeo en rodajitas,   picar el ajo y reservar.   Poner todo en un bowl resistente a la temperatura.   Añadir ½ taza de aceite caliente a 150 grados y mezclar.   Reservar.     Parte 2   Calentar en una ollita sin que rompa el hervor salsa de soja,   salsa de hongos,   vinagre negro chino,   azúcar,   agua y reservar.   Mezclar ambas partes de la salsa y reservar.     Fideos   Hervir fideos de batata por 10 minutos,   cortar la cocción con agua fría,   colar y reservar.   Cortar unos pocos aros de cebolla morada bien finos y dejar remojando en agua fría 20 minutos,   después colar bien.   Golpear los pepinos enteros con el canto de un cuchillo pesado para romperlos un poco sin despedazarlos.   Cortar en tramos de 3 cm.   Poner un poco de sal y azúcar y dejar reposar unos 20 minutos.   Después eliminar el exceso de agua.    Colocar los fideos por debajo en el plato y por encima algunos aros de cebolla morada.   Por arriba de los aros de cebolla servir el pepino japonés.   Mezclar bien la salsa y servir con una cuchara intentando cubrir todo el pepino.   Terminar con un poco de maní troceado y unas cuantas hojas de cilantro.  ",Fideos Frios De Batata,4fcfb156-31f4-4992-9d08-3cc26073d223
https://elgourmet.com/recetas/sopa-de-pollo-con-hongos/, Cebolla de verdeo 2 Unidades   Aceite de sésamo  Cantidad Necesaria   Azúcar  1 cuchadita   Ginebra  1 Chorrito   Hongos shiitake hidratados  5 Unidades   Pechuga de pollo  1  unidad   Pimienta  Cantidad Necesaria   Sal  2 Cucharadas   Jengibre  10 g ,"Cortar el pollo en tiritas,   los hongos shitake y el jengibre en juliana y la cebolla de verdeo en rodajitas finas.   Hervir en una olla  el caldo junto al jengibre y los hongos shiitake.   Cuando rompe hervor bajar el fuego y dejar 10 minutos.   Condimentar con sal,   azúcar y pimienta.   Agregar el pollo en tiritas y un chorrito de ginebra.   Cocinar hasta que el pollo pase de rosa a blanco.   Servir y terminar con pimienta negra,   verdeo y gotitas de aceite de sésamo.  ",Sopa De Pollo Con Hongos,8d2da84c-6843-429d-8856-aabbf2dd7f9a
https://elgourmet.com/recetas/pesca-al-vapor/, Filet de Mero con piel 400 g   Cebolla de verdeo  1 Unidad   Jengibre  10 g  Salsa  Agua 2 cuacharada   Azúcar  1/2 Cucharada   Salsa de soja  1 Cucharada   Salsa de soja oscura  1/2 Cucharada ,"  Salsa Calentar en una olla pequeña salsa de soja,   salsa de soja oscura,   azúcar,   agua hasta que comience a burbujear,   reservar.   Pescado Cortar jengibre y cebolla de verdeo en juliana fina. Realizar tajos en la piel de cada filet y masajear con el jengibre en juliana. Colocar en un plato con jengibre tanto abajo como arriba del filet,   con la piel hacia arriba. Cocinar al vapor por 7 minutos. Mientras se está cocinando calentar aceite de maíz en una olla pequeña y reservar. Retirar del vapor el filet,   quitar el exceso de agua y agregar abundante cebolla de verdeo sobre cada filet.",Pescado Al Vapor,87aff1fc-22bc-44fe-92a7-6f0d81c392f7
https://elgourmet.com/recetas/langostinos-al-vapor/, Cebolla de verdeo 2 Unidades   Cola de langostinos crudos con càscara  10 Unidades   Confit de ajo  Cantidad Necesaria   Fideos de poroto de soja  100 g   Aceite de maíz  100 cc   Aceite de maíz  100 cc  Salsa  Azúcar 1 Cucharada   Agua  7 Cucharada   Salsa de soja  4 Cucharada   Salsa de ostras  1 Cucharada   Salsa de soja oscura  2 Cucharadas ,"Abrir los langostinos tipo mariposa sin quitarles la càscara.   Acomodarlos de manera concéntrica en un plato circular grande.   Hidratar en un bowl los fideos de porotos de soja con agua hirviendo por 20 minutos.   Agregar sobre cada langostino mariposa ajo confit (ajo picado cocinado a baja temperatura en aceite sin que se dore) y por encima los fideos hidratados y colados.   Añadir un poco mas de ajo confit pro arriba y llevar a cocinar al vapor con el plato (al wok o en vaporera) por 5 minutos.   Mientras se cocinan en una olla pequeña calentar el aceite de maíz.   Retirar los langostinos y acomodarlos en un plato.   Agregar por encima de cada uno cebolla de verdeo al bies (parte verde) y bañar cada langostinos con una cucharada de aceite caliente.   Terminar con la salsa a gusto por encima.     Salsa   Calentar salsa de soja,   salsa de soja oscura,   salsa de ostras,   azúcar y agua hasta fundir el azùcar y apenas comienza a aparecer las burbujas retirar del fuego y reservar.   ",Langostinos Al Vapor,fd863865-898c-4040-8859-9b90c19a7d0a
https://elgourmet.com/recetas/arroz-en-cazuela-de-barro/, Huevo 1 Unidad   Aceite de sésamo  Cantidad Necesaria   Cebolla de verdeo  Cantidad Necesaria   Chorizo taiwanés  3 Unidades   Panceta ahumada  200 g   Arroz largo fino  2 Tazas  Albóndigas De Camarones  Camarones crudos y pelados 500 g   Pimienta  Cantidad Necesaria   Sal  2 cucharaditas   Clara de huevo  1  unidad   Azúcar  3 Cucharadas   Aceite de sésamo  Cantidad Necesaria  Salsa  Azúcar 1 Cucharadita   Agua  7 Cucharada   Salsa de ostras  1 cuacharada   Salsa de soja oscura  2 Cucharadas   Salsa de soja  4 Cucharadas ,"Abrir las camarones en mitades transversalmente y aplastar con la hoja de la cuchilla (grande).   Picar muy bien hasta obtener una pasta.   Condimentar en un bowl con sal,   azúcar,   pimienta y mezclar.   Agregar clara de huevo y mezclar hasta tener una pasta consistente.   Condimentar con aceite de sésamo.   Con las manos húmedas trabajar pequeñas porciones hasta formar albóndigas (tamaño nuez pequeña) y reservar en frío.   Cocinar en agua hirviendo los chorizos hasta que se hinchen ( 3 minutos aprox) y reservar.   Cortar los chorizos blanqueados al bies y la panceta en finas làminas de 3 x 2.   Lavar el arroz bajo el agua y colocar en la cazuela de barro con tapa elegida.   Agregar el agua ( 2 tazas de arroz x 2 tazas de agua),   tapar y dejar reposar 30 minutos.   Llevar la cazuela a fuego hasta que rompa hervor y a fuego minino cocinar sobre un difusor hasta reducir el líquido hasta el nivel de arroz.   Acomodar sobre el arroz y por los bordes las laminas de chorizo.   Añadir las láminas alrededor de los chorizos y acomodar en el centro las bolitas de camarones.   Tapar y cocinar por 15 minutos a fuego mínimo sobre un difusor de calor (3 minutos en el centro y 3 minutos en cada esquina del difusor).   Volver al centro del fuego,   destapar,   agregar un huevo en el centro ,   tapar y cocinar con el fuego apagado por 3 minutos.   Condimentar con la salsa (cantidad a gusto) y terminar con cebolla de verdeo (verde) al bies por encima.     Salsa   Mezclar en un olla pequeña salsa de soja,   salsa de soja oscura,   salsa de ostras,   azúcar,   agua y llevar a fuego suave.   Apenas comience a burbujear retirar del fuego y reservar.  ",Arroz En Cazuela De Barro,ca6532e5-97c4-48ac-9abc-81183167e403
https://elgourmet.com/recetas/pollo-al-vapor/, Aceite de sésamo Cantidad Necesaria   Azúcar  1 Cucharada   Fécula de maíz  1  cucharadas medianas   Hongos Shiiake Secos  4 Unidades   Hongos oreja de madera hidratados  2 Unidades   Jengibre  20 Unidades   Pata Muslo De Pollo Deshuesado  2 Unidades   Sal  2 Cucharadas   Salsa de soja  1 Cucharada ,"Hidratar los hongos shiitake 2 horas previas a preparar el pollo o hasta que estén bien blandos.   Sacar el cabito y cortar en julianas de medio centímetro.   Cortar los hongos oreja de madera en tiras gruesas y el jengibre en juliana.   Cortar pata muslo en dados de 1,  5 cm.   Marinar en un bowl el pollo con las julianas de jengibre y hongos shiitake con azúcar,   sal,   una pizca de pimienta,   un chorrito de ginebra,   fécula de maíz,   un chorrito de agua y mezclar bien.   Agregar los hongos y un chorrito de aceite que cubra bien toda la preparación Acomodar en una fuente de vidrio rectangular que pueda ir al vapor y añadir fècula diluìa con agua y azúcar bañando bien todas las piezas de pollo.   Llevar en la misma fuente al vapor ( en wok o vaporera) y dejar cocinar por 20 minutos.   Terminar con cebolla de verdeo finito y unas gotitas de aceite de sésamo.  ",Pollo Al Vapor,fefc5eb2-b784-43c6-a196-9d49eb0c6bcf
https://elgourmet.com/recetas/ensalada-de-algas/, Ajo picado 25 g   Jengibre picado  25 g   Cebolla de verdeo picada  25 g   Algas Kombu  100 g  Salsa  Sal 15 g   Salsa de soja  75 g   Vinagre de alcohol  125 g   Aceite de sésamo  5 g   Azúcar  25 g ,"Hidratar algas kombu en agua por 1 hora,   enjuagar.   Cortar en varias láminas y poner una encima de la otra.   Luego enrollarlas y cortarlas en cintas de 2mm de espesor.   Incorporar en una olla de agua hirviendo algas y cocinar 1 minuto desde que rompa el hervor.   Retirar y cortar cocción con agua fría.   Colar y escurrir bien.   Verter en una fuente  el alga,   jengibre,   ajo y verdeo y condimentar con vinagre,   azúcar,   sal,   salsa de soja.   Dejar reposar 20 minutos y terminar con un chorrito de aceite de sésamo y un poco de verdeo encima.  ",Ensalada De Algas,fa3ffd13-a648-445d-9211-80b77af59960
https://elgourmet.com/recetas/sopa-de-fideos-con-carne/, Anís estrellado 2  unidad   Azúcar de caña en rocas  40 g   Bok choi  1 u   Caldo  Cantidad Necesaria   Caldo  Cantidad Necesaria   Carnaza  1 kg   Cebolla  1  unidad   Chile fresco en rodajitas para decorar  1/2  unidad   Ajo  5 Dientes   Ginebra  2 Cucharada   Laurel Chino  4  hojas   Pimienta sichuan  1 Cucharadita   Fideos  100 g   Toban Jan  1 Cucharadas soperas   Jengibre  50 g   Verdeo  2 Unidades   Salsa de soja  1/2 Taza ,"Cortar cebolla de verdeo en piezas grandes,   cebolla en juliana y jengibre en fetas gruesas sin pelar.   Cortar carnaza a favor de la fibra en tiras de 3 cm de grosor y 8 cm de largo aproximadamente.   Calentar el wok y agregar un poco de aceite,   saltear el jengibre hasta que se empiecen a largar los aromas.   Agregar dientes de ajo,   saltear un rato más hasta que largue los aromas.   Añadir parte blanca de cebolla de verdeo,   seguir salteando 1 minuto.   Sumar la parte verde de la cebolla de verdeo,   dejar unos segundos y retirar.   Pasar todo a una olla.   Con el mismo wok,   calentar y agregar un poco más de aceite.   Saltear las cebollas hasta que se transparenten un poco.   Pasar a la olla con los demás ingredientes.   Volver a calentar el wok,   agregar un poco más de aceite y poner toda la carne para sellar a fuego fuerte.   Una vez dorado por todas las caras retirar y pasar a la olla.   Incorporar Anís estrellado,   Pimienta Sichuan,   Hojas de Laurel chino,   Rocas de Azúcar,   Pasta de chiles y habas,   salsa de soja,   un chorrito de ginebra y completar con agua hirviendo hasta cubrir todos los ingredientes.   Cocinar a fuego fuerte hasta que rompa el hervor.   Luego bajar el fuego al mínimo y cocinar durante 1 hora.   Una vez lista la carne hervir los fideos por 7 minutos.   Agregar en cada bowl para sopa  ½ cdita de sal,   un chorro de aceite de sésamo,   cebolla de verdeo al bies (verde),   fideos,   bok choi blanqueado ( en cuartos) y cubrir con caldo caliente.   Por última incorporar los trozos de carne con su jugo de cocciòn de verde de verdeo en rodajitas.  ",Sopa De Fideos Con Carne,ed12d8d5-80e3-446c-8d01-510902621fce
https://elgourmet.com/recetas/chow-fan-chino/, Aceite de maíz Cantidad Necesaria   Arroz largo fino  1 Taza   Azúcar  1/2 Cucharadita   Caldo  2 Cucharadas   Cebolla de verdeo  1  unidad   Huevos  4 Unidades   Langostinos crudos  200 g   Sal  1/2 Cucharadita   Zanahoria  1/2  unidad ,"Lavar el arroz 3 veces ,   escurrir bien y llevar a arrocera (1 parte de arroz por 1 parte de agua) Dejar cocinar y cuando este cocido dejar por 20 minutos mas en arrocera.   Retirar y llevar a una placa,   esparciéndolo.   Dejar a temperatura ambiente hasta que se enfrie.   Cortar zanahoria en brunoise,   picar cebolla de verdeo y cortar langostinos en cubos de 1 cm.   Batir un bowl huevos hasta romper liga y homogeneizar.   Calentar bien el wok y agregar aceite.   Apenas empiece a humear verter el huevo,   revolver y enseguida añadir los langostinos,   cocinar revolviendo por 30 segundos.   Incorporar el arroz separado y frio y mezclar bien con el cucharòn `para romper el huevo y que tome calor el arroz ( 30 segundos aprox) Agregar zanahorias,   condimentar con sal,   azúcar y saltear revolviendo por 1 minuto.   Añadir cebolla de verdeo y saltear 30 segundos.   Incorporar caldo por los bordes del wok,   mezclar,   calentar por 30 segundos,   retirar y servir.  ",Chow Fan Chino,c36435d0-3f4c-4420-b9ae-c82ef178f06a
