title,url,ingredients,steps,uuid
Receta Gyozas de Camarón con Salsa Acevichada,https://www.gourmet.cl/recetas/gyozas-de-camaron-con-salsa-acevichada/,"200 gr de harina sin polvos de hornear ½ cdta Sal de Mar Gourmet 110 gr de agua caliente Maicena para estirar la masa 300 gr de camarones pelados y limpios 120 gr de repollo verde en juliana 2 cdtas de jengibre rallado finamente 1 cdta de Sal de Mar Gourmet 1 cdta de aceite de sésamo Agua Aceite vegetal Salsa Acevichada Gourmet Cebollín picado, solo la parte verde Salsa de Soya Gourmet","Mezclar todos los ingredientes y amasar hasta obtener una masa lisa y uniforme. Cubrir y dejar descansar por 1 hora a temperatura ambiente. Estirar hasta que esté muy delgada y puedas ver a través de ella. Cortar la masa en círculos, espolvoreando la superficie con maicena. Picar finamente los camarones y mezclar con el resto de los ingredientes. Pones aproximadamente una cucharada de relleno al centro de cada círculo de masa, sellar con agua y reservar. Repetir con todo el relleno. Precalienta una sartén a fuego medio-alto. Agrega aceite y suficientes gyozas para que entren cómodamente en la base de la sartén. Cocínalas por 2-3 minutos o hasta que la base esté dorada. Agrega aproximadamente ¼ de taza de agua y tapa la sartén inmediatamente. Una vez evaporada toda el agua, destapar y retirar las gyozas. Repetir con todas. Servir con cebollín, salsa acevichada y salsa de soya",d5893fa5-ea83-11ed-b0be-a96d6180cd25
Receta Gohan de Salmón con Salsa Acevichada,https://www.gourmet.cl/recetas/gohan-con-salsa-acevichada/,"1 ½ de taza arroz 1 ¾ de taza agua 250 gr de edamame con vaina 600 gr de salmón sin piel en cubos ½ pepino en bastones, sin semillas 1 palta en láminas 1 cebollín, solo la parte verde, picado finamente ½ mango pelado y en cubos ½ lámina de Nori, picado en tiras delgadas con tijeras Togarashi para servir Salsa Acevichada Gourmet","Verter el arroz sobre un colador y lavarlo bajo el chorro de agua, restregando hasta que salga agua cristalina. Poner el arroz y agua de la receta en una olla y hacer hervir a fuego medio-alto. Desde que hierva, reducir el fuego a bajo, tapar y dejar cocinar por 15min. Destapar y dejar enfriar por completo antes de servir. Hervir agua con abundante sal en una olla pequeña y agregar el edamame. Cocinar por 5 minutos. Retirar, pelar y descartar las vainas. Enfriar antes de servir. Armar los gohan con todos los ingredientes. Servir con salsa acevichada y togarashi.",d5893fa6-ea83-11ed-963c-a96d6180cd25
Receta Ensalada de Pasta con Salsa de Ajo Tostado,https://www.gourmet.cl/recetas/ensalada-de-pasta-con-salsa-de-ajo-tostado/,50 gr de tocino 150 gr de arvejitas 100 gr de choclo 300 gr de pasta corta 30 gr de queso parmesano en láminas 100 gr de tomate cherry en cuartos 6 cdas de Salsa de Ajo Tostado Gourmet,"En una sartén a fuego medio, cocinar las láminas de tocino por ambos lados hasta que estén doradas. Retirar y picar una vez frías. Cocinar las arvejitas en abundante agua hirviendo a fuego medio con sal por 2 minutos. Retirar y dejar enfriar. Cocinar el choclo desde agua fría con sal por 2 minutos desde que hierve el agua a fuego medio. Retirar y dejar enfriar. Cocinar la pasta en abundante agua con sal por 10 minutos o hasta que esté al dente. Drenar y mezclar con el aceite de oliva para que no se pegue mientras se enfría. Una vez que todos los componentes se hayan enfriado, mezclar todo con la salsa de ajo tostado y servir.",d5893fa7-ea83-11ed-bef4-a96d6180cd25
Receta Brochetas de Camarón con Salsa Ají Chipotle,https://www.gourmet.cl/recetas/brochetas-de-camaron-con-salsa-aji-chipotle/,"500 gr de camarones limpios y pelados, con cola 4 cdas de aceite de oliva 2 dientes de ajo rallados finamente 2 cdas de azúcar rubia 1 cdta de Pimentón Paprika Gourmet ½ cdta de Comino en Polvo Gourmet Sal de Mar Gourmet Pimienta Negra Molida Gourmet 2 limones de pica en láminas delgadas Aceite vegetal Salsa Ají Chipotle Gourmet Limón en gajos Cilantro","Mezclar los camarones con el resto de los ingredientes y dejar reposar por 2 horas. En una brocheta, intercalar camarones con las láminas de limón dobladas a la mitad. Precalentar un grill o parrilla a fuego alto y esparcir una capa delgada de aceite. Agregar los camarones y cocinar 1 minuto por lado. Retirar y servir calientes con salsa Chipotle, limón en gajos y cilantro.",d5893fa8-ea83-11ed-96c5-a96d6180cd25
Receta Campari Spritz,https://www.gourmet.cl/recetas/campari-spritz/,1 botella de Prosecco o Champaña Brut 1 botella de Campari 1 botella de soda 1 pomelo o naranja Hielo,En una copa agregar hielo. Luego agregar tres medidas de Champaña o Prosecco. Agregar dos medidas de Campari. Añade una medida de soda. Decorar con una rodaja de pomelo o naranja y servir bien helado.,d5893fa9-ea83-11ed-bbfe-a96d6180cd25
Receta Limoncello Spritz,https://www.gourmet.cl/recetas/limoncello-spritz/,1 botella de Prosecco o Champaña Brut 1 botella de Limoncello 1 botella de soda Hielo 1 limón,En una copa agregar hielo. Luego agregar tres medidas de champaña o prosecco. Agregar dos medidas de Limoncello. Añade una medida de soda. Decorar con una rodaja de limón y servir.,d5893faa-ea83-11ed-9f4a-a96d6180cd25
Torta de Trufa Receta,https://www.gourmet.cl/recetas/torta-de-trufa/,3 huevos 1 ½ taza de aceite 1 ½ de leche cortada con 1 cucharada de vinagre blanco (hacerlo unos 10 minutos antes de preparar el bizcocho) 1 cdta de Esencia de Vainilla Gourmet 3 tazas de harina 2 cdtas de Bicarbonato Gourmet 1 taza de Cacao Amargo en Polvo Gourmet 1 taza de azúcar 500 gr de Cobertura de Chocolate Semi Amargo Gourmet 300 gr de crema larga vida Decoración Fiesta Gourmet,"Calentar el horno a 180°C. Enmantequillar un molde de torta desmontable de 26 cm de diámetro, poner papel mantequilla en el fondo y enmantequillar. Luego espolvorear todo el molde con harina o chocolate en polvo (para evitar que la torta se pegue). Para la torta, juntar en un bowl los huevos, el aceite, la leche cortada y la Esencia de Vainilla Gourmet. Con un batidor de mano, mezclar hasta que los ingredientes se integren. En otro bowl, cernir la harina junto al Bicarbonato Gourmet y el Cacao Amargo en Polvo Gourmet. Vaciar la mezcla líquida sobre esta mezcla de polvo y con una cuchara mezclar bien. Finalmente, agregar la azúcar de golpe y mezclar rápidamente. Poner la mezcla en el molde preparado y hornear por 1 hora, o hasta que al meter un palito al medio, éste salga seco. Dejar enfriar por completo antes de desmoldar. Mientras tanto, preparar la trufa de chocolate. Derretir la Cobertura de Chocolate Semi Amargo Gourmet a baño maría.Calentar la crema a punto de ebullición y luego vaciar sobre el chocolate. Esperar un par de minutos y revolver hasta tener una mezcla homogénea y cremosa. Dejar reposar hasta que la crema de trufa tenga la consistencia adecuada para glasear y rellenar la torta. Desmoldar el bizcocho y cortarlo en dos capas. Rellenar y cubrir la torta con la trufa y luego decorar con la Decoración Fiesta Gourmet.",d5893fab-ea83-11ed-aafe-a96d6180cd25
Torta de Chocolate Decorada,https://www.gourmet.cl/recetas/torta-glam-2/,Mezcla lista para Bizcocho de Chocolate Gourmet 4 huevos 200 ml de agua 1 taza de agua 1/2 taza de azúcar 1 cdta de Esencia de Vainilla Gourmet 150 gr de Cobertura de Chocolate Semiamargo Gourmet 150 gr de crema de leche 1 cda de mantequilla Mermelada a elección (opcional) 130 gr de queso crema o mantequilla Base para Glaseado de Chocolate Gourmet Decoración Fiesta Gourmet,"Precalentar el horno a 180°C. Preparar el Bizcocho de Chocolate Gourmet siguiendo las instrucciones del envase, dividiendo la mezcla en dos moldes previamente enmantequillados de 15 cm de diámetro. Hornear a 180°C por 25 minutos, o hasta que al meter un mondadientes en el bizcocho, este salga seco. Sacar del horno y dejar enfriar. Para el almíbar de remojo, calentar el agua con el azúcar hasta que el azúcar se haya disuelto. Apagar el fuego y agregar la Esencia de Vainilla Gourmet. Para el ganache, derretir a baño maría la Cobertura de Chocolate Semiamargo Gourmet, luego agregar la crema de leche y la mantequilla a temperatura ambiente con moviemientos envolventes. Para el frosting de chocolate, batir el queso crema hasta que esté cremoso, agregar el contenido del sobre de la Base para Glaseado de Chocolate Gourmet y mezclar con cuidado hasta obtener una mezcla uniforme. Cortar cada bizcocho en 2 capas. Poner la primera capa de base en un plato y humedecer con el almíbar, luego poner una capa de ganache de chocolate y una capa delgada de mermelada. Repetir el proceso hasta terminar con el último bizcocho. Cubrir la torta con el frosting de chocolate y decorar con Decoración Fiesta Gourmet.",d5893fac-ea83-11ed-9c95-a96d6180cd25
Ramazzotti Spritz,https://www.gourmet.cl/recetas/ramazzotti-spritz/,Hielo Ramazzotti Espumante Agua mineral con gas (opcional) Rodaja de naranja Arándanos o frambuesas,"En una copa, agregar mucho hielo. Servir en proporciones iguales primero el Ramazzotti, y luego el espumante. Finalmente agregar un chorrito de agua mineral con gas y revolver. Decorar con una rodaja de naranja y berries, a gusto.",d5893fad-ea83-11ed-9e6d-a96d6180cd25
Sangría Blanca,https://www.gourmet.cl/recetas/sangria-blanca/,¼ taza de arándanos ¼ taza de frutillas picadas ¼ taza de manzanas picadas Azúcar o endulzante a gusto 700 ml de vino blanco 300 ml de soda o agua mineral con gas Hielo a gusto 3 rodajas de naranja,"En una jarra de litro, echar los arándanos, frutillas, manzanas y azúcar (o endulzante). Luego, agregar el vino blanco con la soda y mezclar suavemente. Añadir hielo si se desea. Echar las rodajas de naranja. Dejar reposar en el refrigerador por unos 30 minutos antes de tomar.",d5893fae-ea83-11ed-9490-a96d6180cd25
Electric Lemonade,https://www.gourmet.cl/recetas/electric-lemonade/,3 medidas de vodka 2 medidas de curaçao azul 2 medidas de Sour Mix Gourmet Hielo 1 rodaja de limón para decorar,"Batir en una licuadora durante medio minuto, el contenido del Sour Mix Gourmet sobre con agua fría. Agregar el vodka y el curaçao, batir por medio minuto más. Añadir hielo y batir por 1 minuto más. Decorar con rodaja de limón.",d5893faf-ea83-11ed-a26f-a96d6180cd25
Receta Mojito Espumante,https://www.gourmet.cl/recetas/mojito-con-espumante/,½ lima o limón cortado en cubitos 2 cdtas de azúcar ½ limón exprimido 8 a 10 hojas de menta Hielo picado 100 ml de espumante,"En un vaso, con la ayuda de un mortero, aplastar suavemente los cubitos de lima o limón con el azúcar, limón exprimido y hojas de menta. Agregar el hielo picado hasta llenar aproximadamente la mitad del vaso. Luego, echar el espumante y mezclar con el resto del contenido del vaso. Decorar con hoja de menta y rodaja de limón.",d5893fb0-ea83-11ed-934f-a96d6180cd25
Mojito con Vodka,https://www.gourmet.cl/recetas/mojito-con-vodka/,½ lima o limón cortado en cubitos 2 cdtas de azúcar ½ limón exprimido 8 a 10 hojas de menta Hielo picado 50 ml de vodka Soda o agua mineral con gas,"En un vaso, con la ayuda de un mortero, aplastar suavemente los cubitos de lima o limón con el azúcar, limón exprimido y hojas de menta. Agregar el hielo picado hasta llenar aproximadamente la mitad del vaso. Luego, echar el vodka y volver a mezclar con todo el contenido del vaso. Llenar con soda y revolver. Decorar con hoja de menta y una frutilla entera.",d5893fb1-ea83-11ed-8f00-a96d6180cd25
Mojito Frutilla,https://www.gourmet.cl/recetas/mojito-de-frutilla/,100 gr de frutillas ½ lima o limón cortado en cubitos 2 cdtas de azúcar ½ limón exprimido 8 a 10 hojas de menta Hielo picado 50 ml de ron Soda o agua mineral con gas,"En un vaso, con la ayuda de un mortero, aplastar suavemente las frutillas, cubitos de limón, azúcar, limón exprimido y hojas de menta. Agregar el hielo picado hasta llenar aproximadamente la mitad del vaso. Luego, echar el ron y volver a mezclar con todo el contenido del vaso. Agregar un poco más de hielo y llenar con soda. Decorar con hoja de menta y una frutilla entera.",d5893fb2-ea83-11ed-9104-a96d6180cd25
Mojito Maracuyá,https://www.gourmet.cl/recetas/mojito-maracuya/,½ lima o limón cortado en cubitos 100 gr de pulpa de maracuyá 2 cdtas de azúcar ½ limón exprimido 8 a 10 hojas de menta Hielo picado 50 ml de ron Soda o agua mineral con gas,"En un vaso, con la ayuda de un mortero, aplastar suavemente los cubitos de limón con la pulpa de maracuyá, azúcar, limón exprimido y hojas de menta. Agregar el hielo picado hasta llenar aproximadamente la mitad del vaso. Luego, echar el ron y volver a mezclar con todo el contenido del vaso. Agregar un poco más de hielo y llenar con soda. Decorar con hojas de menta.",d5893fb3-ea83-11ed-8209-a96d6180cd25
Receta Mojito Frambuesa,https://www.gourmet.cl/recetas/mojito-frambuesa/,½ lima o limón cortado en cubitos 5-6 frambuesas frescas 2 cdtas de azúcar ½ limón exprimido 8 a 10 hojas de menta Hielo picado 50 ml. de ron Soda o agua mineral con gas,"En un vaso, con la ayuda de un mortero, aplastar suavemente los cubitos de limón con las frambuesas, azúcar, limón exprimido y hojas de menta. Agregar el hielo picado hasta llenar aproximadamente la mitad del vaso. Luego, echar el ron y volver a mezclar con todo el contenido. Agregar un poco más de hielo y llenar con soda. Decorar con frambuesas enteras y hojas de menta.",d5893fb4-ea83-11ed-a62f-a96d6180cd25
Trufas Decoradas,https://www.gourmet.cl/recetas/trufas-glam/,100 ml de crema para batir 200 gr de Cobertura de Chocolate Semiamargo Gourmet 25 gr de mantequilla sin sal 1 cdta de Esencia de Naranja Gourmet,"Poner a calentar en una olla 100 ml de crema a fuego medio y agregar la Cobertura de Chocolate Semiamargo Gourmet. Mezclar bien hasta derretir y retirar del fuego. Fuera del fuego, agregar a la olla la mantequilla sin sal cortada en trozos, la Esencia de Naranja Gourmet y mezclar hasta integrar bien. Dejar enfríar a temperatura ambiente y luego refrigerar por 2 horas. Una vez que la mezcla esté bien firme, sacar con una cuchara una porción y armar una bolita con las manos. Poner un puñado de Decoración Fiesta Gourmet en un plato y pasar las bolitas por las decoraciones. Repetir este proceso hasta que no quede más mezcla. Guardarlas refrigeradas para que se mantengan firmes.",d5893fb5-ea83-11ed-a300-a96d6180cd25
Cakepops de Almendras Decorados,https://www.gourmet.cl/recetas/glam-cakepops/,400 gr de galletas de vino 100 gr de almendras o pistachos molidos 1 tarro de leche condensada 150 gr de Cobertura de Chocolate Blanco Gourmet 150 gr de Cobertura de Chocolate Semiamargo Gourmet Palos de brochetas Decoración Fiesta Gourmet,"Moler las galletas y las almendras (o pistachos) hasta obtener migas (se puede usar una procesadora o meter todo en una bolsa y pasar un uslero por encima). En un bowl, mezclar las migas con la leche condensada hasta obtener una mezcla moldeable y blanda, pero no pegajosa. Refrigerar por al menos 2 horas. Luego, sacar del refrigerador y formar bolitas con las manos. Volver a refrigerar las bolitas. Derretir ambas coberturas de manera separada, a baño maría o en el microondas (a potencia baja). Luego, poner los chocolates en 2 bowls pequeños (para que sea más fácil bañar los cakepops). Sacar las pelotitas del refrigerador. Pasar una punta del palo de brocheta por chocolate derretido y luego enterrar en la pelota de galleta. Repetir la operación con el resto de las pelotitas. Luego, sumergir cada pelota en el chocolate derretido, algunos en la Cobertura de Chocolate Semiamargo Gourmet y otros en la Cobertura de Chocolate Blanco Gourmet. Luego de sumergir, levantar y esperar que escurra el exceso de chocolate. Antes que seque el chocolate, decorar los cakepops con Decoración Fiesta Gourmet.",d5893fb6-ea83-11ed-8b76-a96d6180cd25
Receta Cupcakes Rellenos,https://www.gourmet.cl/recetas/party-cupcakes/,Premezcla Cupcakes Vainilla Gourmet 2 huevos 100 ml de agua (½ taza) 75 ml de aceite (5 cdas) 150 gr de Cobertura de Chocolate Semiamargo Gourmet 150 gr de crema de leche 1 cda de mantequilla 1 cdta de Esencia de Ron o Esencia de Naranja Gourmet Glaseado Vainilla Gourmet 385 gr de queso crema Decoración Fiesta Gourmet,"Precalentar el horno a 180ºC. En un bowl agregar la Premezcla para Cupcakes de Vainilla, huevo, agua y aceite, y mezcle con batidora a velocidad media por 3-4 min. hasta obtener una mezcla homogénea. En 12 moldes para cupcakes aptos para hornear, colocar cápsulas de papel. Distribuir la mezcla en los moldes, llenando hasta ¾ de su capacidad. Hornear a 180ºC durante 20 min. o hasta que al meter un mondadientes en el queque, éste salga seco. Retirar del horno y dejar enfriar. Para preparar el relleno de ganache, derretir a baño maría 150 gr de Cobertura de Chocolate Semiamargo Gourmet. Luego, agregar con movimientos envolvenetes la crema de leche y mantequilla. Si se desea, agregar 1 cdta de Esencia de Ron Gourmet o Esencia de Naranja Gourmet. Una vez que los cupcakes estén fríos, con la ayuda de un cuchillo, hacer un hoyo de 2 cm de profundidad en el centro (sin llegar al fondo) y rellenar con el ganache. Para el frosting, vaciar el contenido del sobre de Glaseado de Vainilla Gourmet en un bowl y agregar el queso crema. Batir con batidora eléctrica a baja velocidad, hasta tener una mezcla uniforme. Poner el frosting en una manga y glasear los quequitos. Decorar con Decoración Fiesta Gourmet.",d5893fb7-ea83-11ed-80a6-a96d6180cd25
Galletas de Almendras y Limón bañadas en Chocolate,https://www.gourmet.cl/recetas/galletas-almendras-limon-banadas-chocolate/,150 gr de almendras fileteadas 2 claras de huevo 150 gr de azúcar flor ralladura de 1 limón 130 gr de Cobertura de Chocolate Semiamargo Gourmet,"Precalentar el horno a 150°C. En un bowl, mezclar las almendras, claras, azúcar flor y ralladura de limón hasta obtener una mezcla homogénea. Poner un silpat o papel mantequilla en la lata del horno, verter 1 cucharada de la mezcla y aplastar para formar las galletas o usar un cortador de 8 cm. que ayude a formalas. Cocinar a 150°C por 25 minutos, o hasta que se doren. Sacar del horno y dejar enfriar antes de sacarlas del silpat. En un bowl, derretir la Cobertura de Chocolate Semiamargo Gourmet a baño maría, y luego bañar la mitad de cada una de las galletas en el chocolate. Antes de que se seque el chocolate de las galletas, decorar con Decoración Fiesta Gourmet.",d5893fb8-ea83-11ed-b4a1-a96d6180cd25
