title,intro,order,votes,comensales,duración,para,dificultad,ingredientes,url,coste,types
milanesa de papas,,"['1\nPelar las papas cortar en rodojas no muy finas, darle un pequeño hervor que no se rompan, sacar dejar escurrir.', '2\nAparte batir el huevo con una pizca de sal, y los condimentos, pasar las rodajas de papas por esta preparación, luego por el pan rallado.', '3\nAparte colocar el aciete en una sartén, cuando esté bien caliente ir fritando las milanesas sacar y dejar escurrir en papel absorvente.', '4\nVARIACION: Al sacar la milanesa se puede colocar 1 rodaja de queso cremoso acompañado de una cucharada de salsa quedaran como a la napolitana.']","Valoración: 4,1 (56 votos)",,,,Dificultad baja,"['milanesas de papas', '3 papas grandes.', '1 huevo.', 'aceite cantidad necesaria para feir.', 'pan rallado cantidad necesarias.', 'condimentos a gusto.', 'sal a gusto.']",https://www.recetasgratis.net/receta-de-milanesa-de-papas-32902.html,,
PURE DE VERDURAS (MUY COMPLETO),,"['1\nPelar y trocear todas las verduras,y poner a cocer en una olla con sal.', '2\nAñadir el hueso de jamon,carne y chorizo.', '3\nCocer todo bien (mas o menos 20 minutos).', '4\nPor otro lado calentar aceite en una sarten y rehogar 1 diente de ajo,1 cucharada de harina y una pizca de pimenton dulce.', '5\nAñadir a la olla y dar un hervor.', '6\nRetirar el hueso del jamon y el chorizo y pasar la batidora en la olla,hasta que este el pure.', '7\nSi hay mucho caldo retirar antes de batir para que quede mas espeso.', '8\nServir el pure con trozos de chorizo y carne.']","Valoración: 3,4 (20 votos)",,,,Dificultad baja,"['1/2 KILO DE PATATAS 1 HUESO DE JAMON', '1/4 DE ZANAHORIAS 1/4 DE CARNE (OPCIONAL)', '1 MANOJO DE PUERROS CHORIZO (OPCIONAL)', '1 BERZA O 1 REPOLLO', 'AJO', 'SAL', 'HARINA', 'PIMENTON', '1/4 DE BROCOLI (OPCIONAL)', '1/4 DE JUDIAS (OPCIONAL)']",https://www.recetasgratis.net/receta-de-pure-de-verduras-muy-completo-32682.html,,
lombarda gratinada,,"['1\nEn una cazuela pon a calentar agua y mientras ves cortando la lombarda en trocitos no muy grandes.', '2\nAñade una pizca de sal y pon los trozos de lombarda a cocer, cuando esten bien cocidos ponlos en una fuente y añade 1º las lonchas de queso y luego el queso rayado para luego meterlo en el horno a 180 grados.']",Valoración: 4 (35 votos),,,,Dificultad baja,"['1 lombarda', 'lonchas de queso para sandwich(la cantidad depende del tamaño del largo de la fuente)', 'queso rayado (añade la cantidad que te apetezca)']",https://www.recetasgratis.net/receta-de-lombarda-gratinada-32675.html,,
PIMIENTOS ROJOS RELLENOS MARIA,,"['1\nLavamos los pimientos, los lavamos y partimos por la mitad, en un bol ponemos las alcachofas muy picaditas, la cebolleta, el ajo, las anchoas y el ajo todo como hemos dicho muy picado, sobre este compuesto espolvoreamos la media pastilla de caldo y le añadimos la salsa mahonesa.', '2\nHacemos un pasta removiendo el conjunto y rellenamos los pimientos, ponemos por encima con el rayador los huevos cocidos y adornamos con cebollino picado.', '3\nLISTO PARA COMER.', '4\nEs un entrante perfecto para las comidas de verano.']","Valoración: 3,5 (23 votos)",,,,Dificultad baja,"['dos pimientos rojos', '1 lata de alcachofas, de buena calidad', '3 anchoas', '1 cebolleta picada', 'medio diente de ajo picado', '2 huevos cocidos', 'media pastilla de caldo concentrado muy desmenuzada', 'salsa mahonesa casera, que elaboraremos con aceite de oliva 0,4º y', 'para adornar cebollino picado']",https://www.recetasgratis.net/receta-de-pimientos-rojos-rellenos-maria-32668.html,,
Berenjenas empanadas fritas,"La berenjena es una de las hortalizas más beneficiosas para el organismo, y es que además de contar con un bajo aporte calórico, es rica en antioxidantes, fibra y ayuda a regular los niveles de colesterol. Aunque la mejor forma de consumirla es a la plancha si queremos seguir una dieta para adelgazar, en RecetasGratis.net encontrarás toda una variedad de recetas con berenjena que te hará la boca agua.En esta ocasión te propongo cocinar unas deliciosas y sencillas berenjenas empanadas fritas. Como comento, aunque no se trata del plato más saludable, es una opción muy sabrosa que podemos permitirnos de vez en cuando, ¿o no? Sigue leyendo, anímate a preparar estas berenjenas rebozadas fritas y comparte la foto del resultado.","['1\nLavamos bien las berenjenas, las cortamos en rodajas del mismo grosor y las colocamos en un recipiente con agua y abundante sal. Las dejamos reposar durante media hora para que las berenjenas empanadas fritas no queden amargas.', '2\nPasado el tiempo de reposo, secamos las rodajas de berenjena con papel absorbente y preparamos los ingredientes para rebozarlas. Así pues, en un plato batimos los huevos, en otro colocamos la harina y en un tercero el pan rallado. Si quieres, puedes añadir alguna especia que sea de tu agrado al plato del pan rallado y mezclar, como perejil, romero, tomillo u orégano.\nTruco: Ponemos una sartén con abundante aceite a calentar.', '3\nCuando esté todo listo, pasamos las rodajas primero por el huevo, luego por la harina y, por último, por el pan rallado. Hecho esto, y una vez que el aceite esté caliente, freímos las berenjenas empanadas.', '4\nReservamos las berenjenas rebozadas fritas sobre papel absorbente para retirar el exceso de aceite y listo. En apenas unos minutos habremos preparado un plato sencillo y lleno de sabor, perfecto para servir durante la cena con salsa de tomate y crema agria, como entrante o acompañamiento de una pechuga de pollo a la plancha o filetes de tofu si seguimos una dieta vegetariana.']","Valoración: 3,9 (27 votos)",2 comensales,45m,Acompañamiento,Dificultad baja,"['2 Berenjenas medianas', '2 Huevos', '1 puñado de Harina', '1 puñado de Pan rallado', '1 pizca de Sal']",https://www.recetasgratis.net/receta-de-berenjenas-empanadas-fritas-32556.html,,[]
Espinacas esparragadas,,"['1\nEsperemos que disfruteis de este plato tan delicioso...pues a mi família le gusta mucho!!', '2\nSe hierven las espinacas,mientras en una sartén se pone aceite y se sofríe una cebolla, unos ajitos, y seguidamente unas rodajas de pan también se frien.', '3\nSe pone en un cuenco y se tritura todo(el ajo la cebolla y el pan frito) con un poco de comino.', '4\nLuego se cogen las espinacas, se escurren bien, se sofríen también en una sartén con aceite y se le añade lo triturado.', '5\nA parte se hierven unos huevos, y se trocean en daditos y se le añade al plato.', '6\nFinalmente se deja que hierva con el característico ""chup, chup"".', '7\nEsperemos que disfruteis de este plato porque es muy nutritivo y sencillo de hacer.']","Valoración: 3,9 (36 votos)",,,,Dificultad media,"['1 paquete de Espinacas', '1 botella de Aceite', '1 docena de Huevos']",https://www.recetasgratis.net/receta-de-espinacas-esparragadas-32435.html,,
patatas en salsa blanca,,"['1\nEs una receta estremadamente sencilla lo cual ayuda si llegas del trabajo y quieres un acompañante para tus carnes o pescado facil de hacer.', '2\nPelar las patatas y cortarlas en rodajas o tacos como más guste, y cocerlas con sal.', '3\nFreir la cebolla picada fina en el aceite cuando este dorada agregar la pastilla de caldo de pollo y mezclarla con la cebolla cocinar un minuto asi a fuego no muy alto.', '4\nAgregar las dos cucharadas de harina remover sin parar hasta que la harina adquiera un color como dorado y este bien pastosa.', '5\nIr agregando la leche poco a poco sin dejar de remover de 5 a 7 min, si queda mas espesa de lo que nos gusta agregar más leche, hechar sal al gusto y un poquito de pimienta también.', '6\nCuando tegamos lista la salsa escurrir las patatas poner en una fuente y poner la salsa por encima']","Valoración: 3,3 (18 votos)",,,,Dificultad baja,"['Medio kilo de patatas', 'Una cebolla', 'Una pastilla de caldo de pollo', 'Una cucharada de aceite', 'Dos cucharadas de harina', 'Un vaso de leche']",https://www.recetasgratis.net/receta-de-patatas-en-salsa-blanca-32367.html,,
papa rellena,,['1\nSancochar la papa luego la pelas y la aplasta hsta que quede como una masa luego picar la carne chiquita echarle sal pienta y comino freir la carne y agregarle la sebolla picada en cuadritos luego echar a la papa la carne el huevo aceituna y pasas al gusto obiamente cuando acabes de echar los ingredientes a la papa tienes que serrar la papa hasta que todos los ingredientes queden adrento de la papa y bates el huevo crudo luego bañas a la papa de el huevo crudo y en una sarten echar aceite y cuando este caliente freir la papa y eso es todo.'],"Valoración: 3,7 (236 votos)",,,,Dificultad baja,"['1kl de papa blanca', '2 huevos duros', '100gr de aceitunas', '1/4 de carne molida', '1 cebolla', 'pasas', 'un huevo crudo', 'pimienta', 'comino', 'sal y eso es todo']",https://www.recetasgratis.net/receta-de-papa-rellena-32360.html,,
Papas con queso rellenas,,"['1\nLava, pela y pon a hervir las patatas. Una vez estén cocidas tritúralas hasta formar un puré.', '2\nA continuación forma bolas de patatas con queso en el centro. Puedes utilizar queso rallado o troceado, te recomiendo utilizar un queso de sabor ligeramente salado.', '3\nA continuación haz el rebosado de las papas. Para ello, pasa las bolas de papa primero por harina, luego por huevo batido y por último por el pan rallado.', '4\nPor último, fríe las bolas de papa rellenas con queso en un caldero con abundante aceite caliente. Elimina el exceso de aceite con papel absorbente y disfruta de este rico aperitivo con alguna salsa de tu preferencia.']","Valoración: 3,9 (590 votos)",4 comensales,30m,Entrante,Dificultad baja,"['½ kilogramo de Patatas', '450 gramos de Queso', '½ taza de Harina de trigo (70 gramos)', '2 unidades de Huevo', '½ taza de Pan rallado']",https://www.recetasgratis.net/receta-de-papas-con-queso-rellenas-32334.html,,['Recomendada para veganos']
Cazuela de patatas con garbanzos y chorizo,,"['1\nPreparamos tanto el tomate,1 hoja de laurel,ajos, y cebolla. Lo picamos todo en juliana (en tiras).', '2\nHacemos un sofrito,añadimos la pastalla (de avecren).Cuando este el sofrito este bien pochado, añadimos las patatas en gajos o cascadas.', '3\nEchamos un vaso de agua o hasta cubrir las patatas( si es necesario se puede ir echando agua si el guiso lo necesita).', '4\nDejamos unos 4 minutos hirviendo,a continucacion añadimos:el chorizo cortado a rodajas (cantidad a gusto de la persona) y los garganzos.', '5\nMientras se Hace el guiso le añadimos un poco de piemienta negra molida.Una vez blandas las patatas apartamos la olla del fuego y....', '6\n¡¡¡¡LISTO PARA COMERRR!!!!', '7\nESPERO QUE LA HAGAIS YA QUE ES MUY FACIL COMO PODEIS COMPROBAR Y MERECE LA PENA PORQUE ES UN PLATO BUENISIMO PARA CUALQUIER DÍA DEL AÑO.']",Valoración: 4 (80 votos),3 comensales,45m,,Dificultad baja,"['1 unidad de Tomate natural', '2 dientes de Ajo', '1 unidad de Cebolla grande', '1 pizca de Pimienta molida', '1 cubo de Avecrem', '½ kilogramo de Patatas', '1 unidad de Chorizo para guisar', '1 tarro de Garbanzos (ya hervidos)', '1 vaso de Grande de agua', '1 hoja de Laurel']",https://www.recetasgratis.net/receta-de-cazuela-de-patatas-con-garbanzos-y-chorizo-32190.html,,[]
Rollito de espárragos,,"['1\nSe meten en la batidora las nueces, el queso philadelphia, las anchoas en aceite escurridas, y se tritura, haciendo una pasta fina.', '2\nA continuación, se extiende sobre las lonchas de jamon york (una capa fina) se mete el espárrago, se enrolla, y sele pone el queso rallado por encima.', '3\nPor último se mete a gratinar, (con el horno precalentado), unos dos minutos, (no más).', '4\nSacar del horno el rollito de espárragos y emplatar, se puede acompañar de un poco de lechuga o patatas.']","Valoración: 4,1 (37 votos)",3 comensales,30m,,Dificultad baja,"['12 unidades de Espárragos', '1 unidad de Tarrina queso philadelphia', '1 lata de Anchoas', '6 unidades de Nueces peladas', '8 unidades de Lonchas de jamón', '1 puñado de Queso rallado emmental']",https://www.recetasgratis.net/receta-de-rollito-de-esparragos-32154.html,,[]
Papas a la huancaina peruanas,"Las papas a la huancaína constituyen uno de los platos más representativos de la cocina peruana. Junto al ceviche, es una de las recetas más populares y tradicionales que ha ido pasando de generación en generación. Sigue leyendo y aprende con RecetasGratis.net a preparar estas deliciosas papas a la huancaína.","['1\nLo primero que vamos a hacer es preparar la salsa para las papas. Para ello, introduce en la licuadora la leche y la cebolla previamente pelada y cortada y empieza a batir. Luego, agrega las nueces, el queso y los ajíes y sigue triturando. Por último, incorpora las galletas de soda para espesar la salsa.', '2\nAhora, añade el aceite poco a poco y sin dejar de batir y agrega sal al gusto. La salsa debe quedar en su punto, ni muy líquida ni muy espesa.', '3\nReserva la salsa y sancocha las papas. Cuando estén listas, retíralas y córtalas en rodajas. Coloca la lechuga en el plato para decorar, sobre ella las papas y cúbrelas con la salsa.', '4\nPreparar papas a la huancaína es muy sencillo además de delicioso. Puedes acompañarlas con arroz blanco, huevos cocidos o la receta peruana que más te guste.']",Valoración: 4 (217 votos),4 comensales,1h 30m,Entrante,Dificultad alta,"['1 kilogramo de Papas', '1 unidad de Lechuga', '2 unidades de Cebollas medianas', '½ kilogramo de Queso blanco duro', '½ kilogramo de Nueces', '½ taza de Leche (120 mililitros)', '2 unidades de Ajíes amarillos picantes', '2 unidades de Galletas de soda', '1 chorro de Aceite', '1 pizca de Sal']",https://www.recetasgratis.net/receta-de-papas-a-la-huancaina-peruanas-32116.html,,['Recetas peruanas']
Papas a la huancaína,"Hoy te enseñamos la versión de la gastronomía de Bolivia de las famosas papas a la huancaína. Aprende paso a paso cómo hacer esta receta fácil, desde la salsa hasta la presentación del plato con todos sus detalles.Las papas a la huancaína de Bolivia son deliciosas y no puedes dejar de probarlas, siempre que quieras probar cosas nuevas e innovar en la cocina.","['1\nPara hacer nuestras papas a la huancaína según la receta boliviana, empezamos preparar los ingredientes. El maní se deja remojando en agua por una hora o más, dependiendo la dureza de esté. Se hidratan los ajíes en agua y se desechan todas las semillas y las venas para que no sea tan picante.', '2\nUna vez hidratados estos dos ingredientes pasamos a hacer la salsa huancaína. Para ello, trituramos todos los ingredientes por orden de dureza, hasta que quede una salsa ligeramente espesa, mezclando con agua o leche hasta que esté a nuestro gusto.Si tienes dudas sobre esta preparación en particular, puedes revisar la receta de salsa huancaína con detalles y fotos en el paso a paso.', '3\nPor otro lado, calentamos un poco de aceite en una olla o sartén, vaciamos la preparación anterior y cocinamos unos minutos, sin dejar que la salsa se queme o pegue el el fondo.', '4\nMientras, cocinamos las papas, lavadas y peladas, en agua hirviendo con sal hasta que estén tiernas. Es importante que las papas queden cocidas pero no muy blandas, no queremos hacer un puré de papas.', '5\nPara la presentación de las papas a la huancaína hacemos una cama de lechuga sobre la que pondremos las papas cortadas en rodajas gruesas o cascos.Luego bañamos con la salsa caliente y decoramos con huevos cocidos troceados, aceitunas, tomate y perejil.', '6\nLas papas a la huancaina de Bolivia se sirven como plato principal a diferencia de la receta peruana que se sirve como entrante. Disfrútalas y comenta si te ha gustado la receta, no olvides que también puedes compartir tus fotos!']","Valoración: 4,2 (77 votos)",4 comensales,30m,Plato principal,Dificultad baja,"['1 pizca de Condimentos', '1 pizca de Pimienta', '3 Papas medianas hervidas por persona', '400 gramos de Mani tostado pelado', '4 Vainas de aji amarillo seco', '½ Cebolla pequeña', '1 diente de Ajo', '1 puñado de Hojas de perejil', '1 chorro de Agua o Leche evaporada para que humedezca', '2 cucharadas soperas de Aceite', '1 pizca de Sal al gusto', '1 unidad de Lechuga', '1 lata de Aceitunas verdes o negras', '1 unidad de Tomate', '1 unidad de Huevo duro para la decoracion']",https://www.recetasgratis.net/receta-de-papas-a-la-huancaina-32105.html,,['Recomendada para vegetarianos']
Aguacate rellenos con esalada y camarones,,"['1\nMezcle los camarones con el tomate y la cebolla y chile y agregue un limón sobre los camarones y el tomate con la cebolla y el chile, ya que tenga los aguacates abiertos ponga todo junto adentro del aguacate deje la cascara de ambos lados y rellene los aguacates y sírvase.']","Valoración: 3,5 (20 votos)",8 comensales,15m,Entrante,Dificultad baja,"['4 unidades de Aguacate maduro', '1 paquete de Camarones', '4 unidades de Tomate', '1 unidad de Cebolla', '5 unidades de Chile serano']",https://www.recetasgratis.net/receta-de-aguacate-rellenos-con-esalada-y-camarones-32035.html,,['Recomendada para vegetarianos']
Aguacates rellenos con camarones y pico de gallo,,"['1\nYa que tenga todo listo revuelva el tomate con la cebolla y el chile, añade unas gotas de limón y reserva.', '2\nParta los aguacates por la mitad y rellene con los camarones y el pico de gallo.']","Valoración: 3,5 (24 votos)",5 comensales,15m,Entrante,Dificultad baja,"['5 unidades de Aguacate', '1 paquete de Camarones', '3 unidades de Tomate picado', '1 unidad de Cebolla picada', '1 unidad de Chile serrano picado']",https://www.recetasgratis.net/receta-de-aguacates-rellenos-con-camarones-y-pico-de-gallo-32034.html,,['Recomendada para vegetarianos']
Pimiento verde relleno de chipirón,,"['1\nTrocear los chipirones y cocinarlos con un poco de cebolla y pimiento verde. Con esta masa, rellenar los pimientos verdes una vez cocinados. Hacer la salsa de los chipirones como para hacerlos en su tinta, y cubrir los pimientos, ya rebozados, con ella. Adornar con huevo rallado.']","Valoración: 2,7 (3 votos)",,,,,"['Pimientos verdes', 'chipirones', 'cebolla', 'tomate', 'tinta', 'huevos', 'harina', 'huevo cocido']",https://www.recetasgratis.net/receta-de-pimiento-verde-relleno-de-chipiron-31880.html,,
Pimientos rellenos de chipirón,,"['1\nSe limpian los chipirones, se trocean y se ponen a dorar en una cazuela junto con las verduras, añadiendo un vaso de vino blanco.', '2\nUna vez hechas, se separan los chipirones, se les añade una bechamel muy fina, se rellenan los pimientos y mientras tanto se pasan las verduras por el chino y se añade tinta.', '3\nSe ponen los pimientos en la salsa y se dejan hacer lentamente durante 15 minutos.']","Valoración: 4,5 (2 votos)",,,,,"['1 kg. de chipirones frescos', '2 cebollas', '1 pimiento verde', '3 puerros', '2 tomates', 'sal', 'aceite.']",https://www.recetasgratis.net/receta-de-pimientos-rellenos-de-chipiron-31837.html,,
Montadito de Endibia,,['1\nColocamos una endibia sobre una rebanada de pan y la rellenamos con bonito mezclado con mahonesa. Se decora con una aceituna rellena y con una anchoa.'],"Valoración: 2,3 (12 votos)",,,,,"['Endibia', 'bonito mahonesa', 'aceitunas rellenas', 'anchoas en aceite', 'pan']",https://www.recetasgratis.net/receta-de-montadito-de-endibia-31788.html,,
